,COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,Predicted_CH4_per(10^4 Barrer),Predicted_CO4_per(10^4 Barrer),Predicted_H2S_per(10^4 Barrer)
0,linker108_CH_linker76_N_uon_relaxed.cif,20.32033,16.83323,0.164502,7152.73,5.60407,0.948979,1,0.56,0.28,0.16,0,0,0,0,0,115,0.68452381,0.16,0.4864,40.84329296,30.161596,50.552513
1,linker99_C_linker35_C_lon_relaxed.cif,18.99381,16.28194,0.174188,7125.66,5.24617,0.948936,1,0.620689655,0.310344828,0.068965517,0,0,0,0,0,417,0.723958333,0.068965517,0.209655172,36.43694469,28.062368,49.999306
2,linker108_N_linker35_CH_qzd_relaxed.cif,16.6817,15.05448,0.169541,7512.3,5.41956,0.948478,1,0.594594595,0.297297297,0.108108108,0,0,0,0,0,373,0.706439394,0.108108108,0.328648649,35.49210816,29.20066,48.81813
3,linker108_C_linker35_C_lvt_relaxed.cif,23.68393,18.60052,0.172133,6621.85,5.32681,0.948432,1,0.64516129,0.290322581,0.064516129,0,0,0,0,0,241,0.753125,0.064516129,0.196129032,40.32354805,27.45111,44.272755
4,linker108_C_linker39_C_lvt_relaxed.cif,24.40042,19.14509,0.173955,6356.61,5.28653,0.948148,1,0.620689655,0.24137931,0.137931034,0,0,0,0,0,217,0.753472222,0.137931034,0.419310345,44.15432769,28.012045,47.3444
5,linker108_N_linker87_CH_vba_relaxed.cif,22.60058,16.4029,0.164407,7466.09,5.58712,0.948031,1,0.592592593,0.333333333,0.074074074,0,0,0,0,0,705,0.688476563,0.074074074,0.225185185,36.11300008,28.014214,46.583065
6,linker108_N_linker81_CH_ukk_relaxed.cif,20.68105,15.69332,0.170182,7272.4,5.39516,0.947659,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,36.31959552,27.792374,52.95074
7,linker99_C_linker35_C_dia_relaxed.cif,20.51137,16.35241,0.174349,7202.17,5.23649,0.947643,1,0.620689655,0.310344828,0.068965517,0,0,0,0,0,209,0.725694444,0.068965517,0.209655172,36.23786815,27.918177,48.21516
8,linker99_C_linker39_C_lon_relaxed.cif,18.86886,16.95232,0.17748,6867.87,5.16859,0.947354,1,0.592592593,0.259259259,0.148148148,0,0,0,0,0,369,0.720703125,0.148148148,0.45037037,38.75834701,30.476357,48.821037
9,linker108_N_linker87_CH_uni_relaxed.cif,25.62495,24.61328,0.160524,7440.58,5.73847,0.947329,1,0.592592593,0.333333333,0.074074074,0,0,0,0,0,133,0.692708333,0.074074074,0.225185185,37.37620615,26.69044,38.465668
10,linker108_N_linker57_CH_gis_relaxed.cif,26.21333,20.41673,0.162284,6638.36,5.7,0.947273,1,0.5625,0.28125,0.125,0.03125,4,0,0,0,401,0.696180556,0.15625,0.4875,38.16602629,29.584404,45.463856
11,linker108_N_linker58_CH_vba_relaxed.cif,22.70712,17.17768,0.16968,7260.58,5.42278,0.947124,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,36.47392271,27.682175,49.425297
12,linker94_C_linker92_C_nod_relaxed.cif,21.29074,18.42318,0.180212,7316.71,5.03075,0.946985,1,0.625,0.375,0,0,0,0,0,0,337,0.702083333,0,0,34.13768887,26.05518,47.92563
13,linker108_N_linker1_CH_uon_relaxed.cif,20.99558,17.0804,0.163395,7354.39,5.63555,0.946916,1,0.551724138,0.344827586,0.103448276,0,0,0,0,0,124,0.645833333,0.103448276,0.314482759,36.02989589,28.118042,41.671803
14,linker108_C_linker94_C_sty_relaxed.cif,25.95014,24.85491,0.161991,6977.45,5.65724,0.946897,1,0.64,0.36,0,0,0,0,0,0,277,0.721354167,0,0,35.53311563,26.18942,37.152298
15,linker108_CH_linker81_N_qtz_relaxed.cif,17.50872,16.30285,0.17301,7190.75,5.31033,0.946871,1,0.56,0.28,0.16,0,0,0,0,0,229,0.681547619,0.16,0.4864,37.66276136,29.626623,49.081715
16,linker108_C_linker96_C_sty_relaxed.cif,26.08735,24.19685,0.168861,6715.02,5.43074,0.946863,1,0.617021277,0.319148936,0.063829787,0,0,0,0,0,250,0.718390805,0.063829787,0.194042553,37.04109662,27.572308,46.54918
17,linker108_C_linker39_C_sst_relaxed.cif,43.6769,16.61606,0.18237,6372.71,5.01573,0.946751,1,0.620689655,0.24137931,0.137931034,0,0,0,0,0,1297,0.750578704,0.137931034,0.419310345,39.55945677,30.06622,44.683445
18,linker108_CH_linker41_N_uon_relaxed.cif,21.49782,17.51619,0.170287,6835.01,5.40711,0.946721,1,0.586206897,0.275862069,0.103448276,0.034482759,3,0,0,0,148,0.725490196,0.137931034,0.433103448,38.52034144,27.80609,45.080807
19,linker108_N_linker81_CH_vba_relaxed.cif,22.89857,16.91952,0.168312,7191.61,5.46757,0.946628,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,36.20294329,27.682175,49.27923
20,linker108_CH_linker58_N_qtz_relaxed.cif,17.48134,16.22994,0.17312,7195.93,5.30614,0.946603,1,0.56,0.28,0.16,0,0,0,0,0,229,0.681547619,0.16,0.4864,37.69485366,29.626623,49.962223
21,linker98_CH_linker91_N_fry_relaxed.cif,25.18537,19.15428,0.160264,6981.83,5.74339,0.946573,1,0.56043956,0.32967033,0.10989011,0,0,0,0,0,269,0.659313725,0.10989011,0.334065934,38.29807688,28.890596,41.80911
22,linker108_CH_linker58_N_dia_relaxed.cif,19.3551,17.72359,0.160785,7299.18,5.7335,0.946526,1,0.56,0.28,0.16,0,0,0,0,0,153,0.683035714,0.16,0.4864,40.02147539,27.699915,45.57053
23,linker108_N_linker58_CH_qtz_relaxed.cif,17.3416,15.92708,0.176845,7211.34,5.18839,0.946525,1,0.56,0.28,0.16,0,0,0,0,0,229,0.681547619,0.16,0.4864,36.55266022,30.014883,49.95333
24,linker108_CH_linker84_N_gis_relaxed.cif,26.35829,17.09182,0.160218,7210.21,5.76838,0.946444,1,0.518518519,0.296296296,0.185185185,0,0,0,0,0,281,0.627232143,0.185185185,0.562962963,38.55251118,28.590942,43.195503
25,linker108_NH_linker96_CO_tbo_relaxed.cif,34.60837,17.95527,0.160151,6752.05,5.76793,0.946433,1,0.558139535,0.302325581,0.093023256,0.046511628,2,0,0,0,793,0.688368056,0.139534884,0.442790698,36.64239002,28.14572,39.439533
26,linker108_N_linker40_CH_nfa_relaxed.cif,27.09513,22.17831,0.167258,7010.9,5.51327,0.946303,1,0.594594595,0.243243243,0.108108108,0.054054054,2,0,0,0,793,0.75094697,0.162162162,0.514594595,38.24933201,28.705486,46.962322
27,linker92_C_linker94_C_nod_relaxed.cif,21.29074,18.42318,0.180212,7316.71,5.03075,0.946137,1,0.625,0.375,0,0,0,0,0,0,337,0.702083333,0,0,33.83687591,26.05518,47.92563
28,linker108_N_linker76_CH_mer_relaxed.cif,31.92832,22.38859,0.169577,7003.33,5.41099,0.94613,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,36.33815496,29.118149,47.559563
29,linker91_CH_linker92_N_sst-a_relaxed.cif,44.37233,15.91598,0.163991,6728.55,5.64129,0.946098,1,0.5,0.25,0.25,0,0,0,0,0,721,0.625868056,0.25,0.76,37.84617341,31.119322,44.472176
30,linker108_CH_linker81_N_ukk_relaxed.cif,21.87677,15.70346,0.173122,7227.16,5.29038,0.945966,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,36.08095064,28.071104,51.744328
31,linker92_N_linker91_CH_sst-a_relaxed.cif,44.37233,15.91598,0.163991,6728.55,5.64129,0.94593,1,0.5,0.25,0.25,0,0,0,0,0,721,0.625868056,0.25,0.76,37.81813491,31.119322,44.472176
32,linker108_N_linker87_CH_qtz_relaxed.cif,17.46121,17.10556,0.175702,7341.27,5.20266,0.945909,1,0.592592593,0.333333333,0.074074074,0,0,0,0,0,265,0.690104167,0.074074074,0.225185185,34.63705675,28.618172,49.324383
33,linker108_C_linker30_C_sst_relaxed.cif,45.07558,18.23607,0.163342,6927.98,5.62636,0.945829,1,0.620689655,0.310344828,0.068965517,0,0,0,0,0,1249,0.722800926,0.068965517,0.209655172,39.60614063,30.345898,39.088123
34,linker108_CH_linker41_N_qtz_relaxed.cif,17.68705,16.36077,0.197368,6788.97,4.60509,0.945684,1,0.586206897,0.275862069,0.103448276,0.034482759,3,0,0,0,295,0.723039216,0.137931034,0.433103448,34.41888007,30.993519,50.04202
35,linker108_N_linker2_CH_uon_relaxed.cif,20.6712,17.19872,0.164998,7274.49,5.57765,0.945503,1,0.571428571,0.321428571,0.071428571,0.035714286,2,0,0,0,133,0.692708333,0.107142857,0.34,36.96661923,26.895155,42.8693
36,linker99_N_linker41_CH_qtz_relaxed.cif,21.11116,19.83769,0.160792,7576.18,5.75116,0.945282,1,0.555555556,0.296296296,0.111111111,0.037037037,3,0,0,0,247,0.686111111,0.148148148,0.465185185,37.3814922,27.29181,48.130222
37,linker100_C_linker40_C_lvt_relaxed.cif,24.0341,20.96863,0.164456,6438.66,5.62264,0.945065,1,0.6,0.233333333,0.066666667,0.1,0.666666667,0,0,0,225,0.78125,0.166666667,0.546666667,41.42213973,28.928926,41.407467
38,linker108_N_linker35_CH_dmp_relaxed.cif,18.29463,15.97808,0.178177,7593.93,5.12254,0.945057,1,0.594594595,0.297297297,0.108108108,0,0,0,0,0,497,0.705965909,0.108108108,0.328648649,34.79574382,28.555954,50.772526
39,linker108_N_linker36_CH_nfa_relaxed.cif,25.08273,21.11611,0.163002,7457.08,5.64189,0.945027,1,0.575,0.325,0.1,0,0,0,0,0,745,0.674818841,0.1,0.304,35.32101691,28.512243,43.725815
40,linker108_CH_linker64_N_gis_relaxed.cif,23.56543,17.29599,0.168122,7229.63,5.479,0.944999,1,0.555555556,0.259259259,0.148148148,0.037037037,4,0,0,0,337,0.702083333,0.185185185,0.577777778,36.66969023,28.189585,49.63844
41,linker110_C_linker39_C_rho_relaxed.cif,49.55301,23.43153,0.161313,5827.97,5.73866,0.944959,1,0.517241379,0.344827586,0.137931034,0,0,0,0,0,865,0.600694444,0.137931034,0.419310345,38.97540197,31.459457,39.711246
42,linker92_C_linker94_C_nof_relaxed.cif,21.14579,20.00298,0.177439,7188.73,5.11027,0.944958,1,0.625,0.375,0,0,0,0,0,0,337,0.702083333,0,0,33.83933289,25.166576,46.989964
43,linker103_N_linker35_CH_qzd_relaxed.cif,19.02266,15.99852,0.161808,7891.27,5.68846,0.944842,1,0.595505618,0.314606742,0.08988764,0,0,0,0,0,445,0.699685535,0.08988764,0.273258427,34.31395622,27.769644,46.16229
44,linker111_C_linker81_C_crb_relaxed.cif,24.20012,23.60036,0.160001,6878.14,5.75811,0.944804,1,0.561403509,0.350877193,0.070175439,0,0,0,0,0.01754386,337,0.658203125,0.070175439,0.213333333,34.55465803,27.297705,41.447247
45,linker108_CH_linker2_N_mer_relaxed.cif,29.28435,20.78915,0.161601,7224.88,5.70577,0.944802,1,0.571428571,0.321428571,0.071428571,0.035714286,2,0,0,0,705,0.688476563,0.107142857,0.34,37.06296192,27.254381,44.00533
46,linker103_N_linker42_CH_ukg_relaxed.cif,24.94547,19.1435,0.16341,7074.64,5.66145,0.944801,1,0.584415584,0.25974026,0.103896104,0.051948052,2,0,0,0,265,0.736111111,0.155844156,0.494545455,36.89611365,27.770952,44.370148
47,linker108_CH_linker58_N_ukk_relaxed.cif,21.3116,15.71004,0.172997,7231.08,5.29375,0.944734,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,34.68005147,27.89486,52.846783
48,linker99_N_linker41_CH_uos_relaxed.cif,26.86131,24.26715,0.168966,7563.08,5.44393,0.944729,1,0.555555556,0.296296296,0.111111111,0.037037037,3,0,0,0,1313,0.683854167,0.148148148,0.465185185,36.26692283,28.76579,50.462566
49,linker105_CH_linker39_N_uoj_relaxed_interp_2.cif,28.50597,18.27103,0.166899,7031,5.51496,0.944643,1,0.529411765,0.264705882,0.176470588,0.029411765,6,0,0,0,385,0.668402778,0.205882353,0.637647059,37.33911989,28.945118,44.929333
50,linker103_CH_linker90_N_sra_relaxed.cif,24.86304,22.79466,0.170846,7037.12,5.35335,0.944569,1,0.623931624,0.341880342,0.034188034,0,0,0,0,0,417,0.714041096,0.034188034,0.103931624,34.64668976,27.034838,44.291134
51,linker108_C_linker35_C_mer_relaxed.cif,25.92733,22.63429,0.188425,6499.81,4.81826,0.94453,1,0.64516129,0.290322581,0.064516129,0,0,0,0,0,961,0.75078125,0.064516129,0.196129032,36.58811252,28.145828,46.934563
52,linker108_CO_linker87_NH_lvt_relaxed.cif,24.73492,19.98756,0.164438,6901.7,5.60443,0.944488,1,0.551724138,0.310344828,0.068965517,0.068965517,1,0,0,0,177,0.69140625,0.137931034,0.446896552,36.63008289,27.021494,42.67274
53,linker99_CH_linker41_N_unj_relaxed.cif,24.53856,24.15911,0.164539,7326.05,5.60026,0.944485,1,0.555555556,0.296296296,0.111111111,0.037037037,3,0,0,0,493,0.684722222,0.148148148,0.465185185,36.57414257,30.237911,48.526276
54,linker108_N_linker54_CH_rhr_relaxed.cif,47.43937,22.80868,0.161169,6612.98,5.74131,0.944469,1,0.542857143,0.257142857,0.114285714,0.085714286,1.333333333,0,0,0,649,0.711622807,0.2,0.642285714,39.92612879,29.190794,38.94568
55,linker107_CH_linker39_N_uoj_relaxed_interp_2.cif,27.39399,16.61251,0.168757,7265.62,5.44512,0.944423,1,0.514285714,0.285714286,0.2,0,0,0,0,0,361,0.626736111,0.2,0.608,33.82677125,28.748884,49.220634
56,linker108_C_linker30_C_gis_relaxed.cif,25.34846,18.35608,0.173616,6751.85,5.26149,0.944341,1,0.620689655,0.310344828,0.068965517,0,0,0,0,0,417,0.723958333,0.068965517,0.209655172,34.84701302,27.884308,45.631268
57,linker103_N_linker42_CH_qtz_relaxed.cif,18.97125,17.38446,0.165562,7286.37,5.58327,0.94434,1,0.584415584,0.25974026,0.103896104,0.051948052,2,0,0,0,397,0.735185185,0.155844156,0.494545455,36.135809,28.603075,47.955685
58,linker108_CH_linker64_N_uon_relaxed.cif,20.89391,17.07243,0.165767,7124.63,5.56757,0.944306,1,0.555555556,0.259259259,0.148148148,0.037037037,4,0,0,0,127,0.705555556,0.185185185,0.577777778,37.43269929,28.044127,49.82713
59,linker108_N_linker81_CH_qtz_relaxed.cif,17.34803,16.9233,0.179725,7115.76,5.09656,0.944278,1,0.56,0.28,0.16,0,0,0,0,0,229,0.681547619,0.16,0.4864,34.33171128,30.00417,49.02502
60,linker108_CH_linker76_N_pcl_relaxed.cif,26.57015,23.48899,0.172729,7191.97,5.30437,0.944255,1,0.56,0.28,0.16,0,0,0,0,0,305,0.680803571,0.16,0.4864,34.43522394,28.308485,49.608597
61,linker99_CH_linker42_N_gis_relaxed.cif,21.98291,17.51377,0.171369,7286.12,5.38407,0.944189,1,0.551724138,0.24137931,0.137931034,0.068965517,2,0,0,0,369,0.720703125,0.206896552,0.656551724,35.42788101,27.934288,49.21567
62,linker96_N_linker91_CH_siy_relaxed_interp_2.cif,47.62578,23.27785,0.16091,6987.81,5.73127,0.944072,1,0.529411765,0.294117647,0.176470588,0,0,0,0,0,829,0.639660494,0.176470588,0.536470588,38.97375094,31.026606,41.87062
63,linker103_N_linker47_CH_dia_relaxed.cif,20.16601,16.74869,0.161289,7352.03,5.70653,0.944056,1,0.595505618,0.314606742,0.08988764,0,0,0,0,0,297,0.700471698,0.08988764,0.273258427,37.80571653,27.162182,45.654778
64,linker95_C_linker91_C_ptd_relaxed.cif,27.08937,15.0723,0.164186,7781.01,5.59548,0.944023,1,0.575,0.35,0.075,0,0,0,0,0,184,0.666666667,0.075,0.228,33.39486499,26.171852,42.553093
65,linker108_CH_linker64_N_pcl_relaxed.cif,26.831,22.55324,0.162524,7371.27,5.69256,0.943939,1,0.555555556,0.259259259,0.148148148,0.037037037,4,0,0,0,337,0.702083333,0.185185185,0.577777778,36.19774844,27.894865,50.65734
66,linker91_CH_linker96_N_siy_relaxed_interp_2.cif,47.62578,23.27785,0.16091,6987.81,5.73127,0.943937,1,0.529411765,0.294117647,0.176470588,0,0,0,0,0,829,0.639660494,0.176470588,0.536470588,38.97375094,31.026606,41.87062
67,linker108_N_linker81_CH_mer_relaxed.cif,30.07332,21.13016,0.167323,6998.04,5.49657,0.943912,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,35.96676683,28.754137,46.067142
68,linker103_CH_linker40_N_qzd_relaxed.cif,19.1762,16.51668,0.163802,7656.82,5.62815,0.94389,1,0.595505618,0.269662921,0.08988764,0.04494382,2,0,0,0,469,0.737421384,0.134831461,0.427865169,35.29755254,28.194893,46.841747
69,linker99_C_linker81_C_mer_relaxed.cif,34.82149,22.32418,0.175452,6492.87,5.22594,0.943888,1,0.588235294,0.294117647,0.117647059,0,0,0,0,0,449,0.7015625,0.117647059,0.357647059,34.87125523,28.13966,43.298508
70,linker108_CH_linker84_N_dia_relaxed.cif,19.10898,17.38016,0.169985,7062.14,5.39919,0.943873,1,0.518518519,0.296296296,0.185185185,0,0,0,0,0,141,0.629464286,0.185185185,0.562962963,35.42925039,27.813814,45.81236
71,linker103_N_linker90_CH_sra_relaxed.cif,25.39397,23.09405,0.166717,7067.49,5.49447,0.943836,1,0.623931624,0.341880342,0.034188034,0,0,0,0,0,417,0.714041096,0.034188034,0.103931624,34.16507721,27.092838,41.875587
72,linker100_CH_linker42_N_lvt_relaxed.cif,25.39674,20.11012,0.16085,6642.7,5.77481,0.943821,1,0.533333333,0.233333333,0.133333333,0.1,1.333333333,0,0,0,185,0.72265625,0.233333333,0.749333333,37.98133708,29.158491,42.223083
73,linker94_C_linker92_C_etn_relaxed.cif,29.31974,15.81044,0.180629,7262.24,5.00518,0.943737,1,0.625,0.375,0,0,0,0,0,0,337,0.702083333,0,0,33.30109466,25.463955,45.373245
74,linker108_NH_linker41_CO_rhr_relaxed.cif,42.50905,21.69786,0.160835,6365.91,5.77065,0.943725,1,0.548387097,0.258064516,0.096774194,0.096774194,1,0,0,0,589,0.721813725,0.193548387,0.627096774,38.68540995,29.212801,39.23026
75,linker108_C_linker23_C_rhr_relaxed.cif,46.75888,19.96693,0.160429,6213.37,5.76828,0.943707,1,0.571428571,0.257142857,0.057142857,0.114285714,0.5,0,0,0,721,0.751041667,0.171428571,0.566857143,39.41989939,28.49646,39.99084
76,linker99_N_linker83_CH_qtz_relaxed.cif,19.89584,19.02791,0.170115,7779.92,5.39682,0.943581,1,0.551724138,0.310344828,0.137931034,0,0,0,0,0,253,0.658854167,0.137931034,0.419310345,35.99579315,27.826107,50.93813
77,linker94_C_linker96_C_etn_relaxed_interp_2.cif,26.26663,20.00905,0.160376,7401.01,5.72179,0.943451,1,0.6,0.36,0.04,0,0,0,0,0,985,0.684027778,0.04,0.1216,34.47509054,26.636625,38.179405
78,linker98_C_linker12_C_qzd_relaxed.cif,18.8948,16.34585,0.17131,6702.14,5.35895,0.943438,1,0.549019608,0.333333333,0.039215686,0.078431373,0.5,0,0,0,457,0.680059524,0.117647059,0.389019608,33.90434508,28.339022,46.569397
79,linker108_N_linker49_CH_gis_relaxed.cif,27.41138,19.43882,0.162534,6917.54,5.68853,0.943391,1,0.5625,0.28125,0.125,0.03125,4,0,0,0,401,0.696180556,0.15625,0.4875,36.25583971,27.692257,46.379517
80,linker108_C_linker19_C_mer_relaxed.cif,30.52688,23.72058,0.163227,7027.28,5.60693,0.943382,1,0.64516129,0.35483871,0,0,0,0,0,0,929,0.72578125,0,0,34.60849304,25.898468,39.099815
81,linker108_CH_linker41_N_gis_relaxed.cif,23.48756,17.49986,0.171449,7059.58,5.363,0.943329,1,0.586206897,0.275862069,0.103448276,0.034482759,3,0,0,0,393,0.722426471,0.137931034,0.433103448,34.067223,27.975319,45.696316
82,linker100_C_linker89_C_mer_relaxed.cif,30.65829,22.09697,0.160898,6719.99,5.69056,0.943312,1,0.588235294,0.382352941,0,0.029411765,0,0,0,0,865,0.67578125,0.029411765,0.101176471,32.93537156,25.475636,36.214973
83,linker100_C_linker35_C_qtz_relaxed.cif,20.2887,19.85267,0.178476,6858.14,5.1367,0.943305,1,0.6,0.3,0.066666667,0.033333333,2,0,0,0,313,0.724537037,0.1,0.317333333,35.21289783,27.499052,48.278004
84,linker108_CH_linker45_N_mer_relaxed.cif,26.71628,21.65047,0.170812,7046.39,5.37386,0.943293,1,0.580645161,0.290322581,0.129032258,0,0,0,0,0,801,0.6953125,0.129032258,0.392258065,35.66080238,28.910753,48.22
85,linker94_C_linker92_C_nof_relaxed.cif,21.14579,20.00298,0.177439,7188.73,5.11027,0.943291,1,0.625,0.375,0,0,0,0,0,0,337,0.702083333,0,0,33.36639915,25.49757,46.989964
86,linker108_CH_linker45_N_uon_relaxed.cif,19.76561,16.70619,0.176864,6918.06,5.17708,0.943261,1,0.580645161,0.290322581,0.129032258,0,0,0,0,0,151,0.699074074,0.129032258,0.392258065,34.9849272,27.702188,46.043385
87,linker104_C_linker35_C_lvt_relaxed.cif,24.82096,22.05949,0.160581,6443.39,5.76358,0.943242,1,0.580645161,0.290322581,0.064516129,0.064516129,1,0,0,0,209,0.725694444,0.129032258,0.418064516,38.04328662,27.10661,41.661392
88,linker91_C_linker95_C_ptd_relaxed.cif,27.08937,15.0723,0.164186,7781.01,5.59548,0.943219,1,0.575,0.35,0.075,0,0,0,0,0,184,0.666666667,0.075,0.228,33.30938656,25.166859,42.553093
89,linker92_CH_linker92_N_hee_relaxed.cif,38.69919,20.25618,0.175419,6820.96,5.22382,0.943144,1,0.538461538,0.307692308,0.153846154,0,0,0,0,0,325,0.64484127,0.153846154,0.467692308,36.39952703,28.688341,43.951996
90,linker108_CO_linker58_NH_lvt_relaxed.cif,25.13659,19.7097,0.16674,6756.5,5.54083,0.943099,1,0.518518519,0.259259259,0.148148148,0.074074074,2,0,0,0,153,0.683035714,0.222222222,0.705185185,37.66252575,29.823082,43.536354
91,linker99_N_linker83_CH_gis_relaxed.cif,22.72408,16.17881,0.161553,7892.22,5.70736,0.943068,1,0.551724138,0.310344828,0.137931034,0,0,0,0,0,337,0.658203125,0.137931034,0.419310345,33.33315147,26.797838,47.079327
92,linker92_N_linker92_CH_hee_relaxed.cif,38.69919,20.25618,0.175419,6820.96,5.22382,0.943017,1,0.538461538,0.307692308,0.153846154,0,0,0,0,0,325,0.64484127,0.153846154,0.467692308,36.37283462,28.688341,43.951996
93,linker99_C_linker39_C_dia_relaxed.cif,20.51276,16.68641,0.176612,6864.09,5.18153,0.942994,1,0.592592593,0.259259259,0.148148148,0,0,0,0,0,185,0.72265625,0.148148148,0.45037037,36.255478,27.21132,49.206745
94,linker105_CH_linker41_N_qtz_relaxed.cif,20.74256,19.71816,0.166163,7330.63,5.56045,0.942951,1,0.535714286,0.285714286,0.107142857,0.071428571,1.5,0,0,0,247,0.686111111,0.178571429,0.571428571,37.88374126,26.974802,49.352318
95,linker105_C_linker40_C_lvt_relaxed.cif,24.21047,20.53117,0.162635,6461.57,5.68967,0.9429,1,0.6,0.233333333,0.066666667,0.1,0.666666667,0,0,0,225,0.78125,0.166666667,0.546666667,41.28364109,27.805128,41.495502
96,linker99_CH_linker83_N_qtz_relaxed.cif,20.599,20.10229,0.166824,7432.39,5.51959,0.942893,1,0.551724138,0.310344828,0.137931034,0,0,0,0,0,253,0.658854167,0.137931034,0.419310345,36.71372299,27.949938,48.68259
97,linker108_N_linker41_CH_mer_relaxed.cif,33.75734,22.23714,0.170994,6502.06,5.36919,0.942882,1,0.586206897,0.275862069,0.103448276,0.034482759,3,0,0,0,785,0.721507353,0.137931034,0.433103448,34.90946519,28.421932,42.859154
98,linker108_CH2_linker42_NH_rhr_relaxed.cif,41.92519,19.59148,0.164873,6687.17,5.60915,0.942876,1,0.514285714,0.314285714,0.114285714,0.057142857,2,0,0,0,553,0.640046296,0.171428571,0.544,39.18963998,29.276375,41.33159
99,linker99_CH_linker2_N_dia_relaxed.cif,17.99499,16.44369,0.160201,8046.64,5.7408,0.942826,1,0.538461538,0.346153846,0.076923077,0.038461538,2,0,0,0,145,0.647321429,0.115384615,0.366153846,31.8704606,26.413494,37.782043
100,linker100_CH_linker41_N_qtz_relaxed.cif,21.37964,20.64422,0.160493,7365.56,5.77123,0.942785,1,0.535714286,0.285714286,0.107142857,0.071428571,1.5,0,0,0,247,0.686111111,0.178571429,0.571428571,39.10278899,26.42572,46.14514
101,linker105_CH_linker39_N_gis_relaxed_interp_2.cif,29.94672,20.67196,0.16801,7147.3,5.48836,0.942754,1,0.529411765,0.264705882,0.176470588,0.029411765,6,0,0,0,769,0.667534722,0.205882353,0.637647059,36.90240165,29.23852,45.29986
102,linker93_CH_linker91_N_xaa_relaxed.cif,34.5162,15.38195,0.161592,7481.31,5.71922,0.942735,1,0.504950495,0.297029703,0.198019802,0,0,0,0,0,497,0.609068627,0.198019802,0.601980198,32.68792876,29.421906,44.045296
103,linker108_C_linker30_C_qtz_relaxed.cif,19.49176,18.59318,0.174046,6921.16,5.26767,0.94273,1,0.620689655,0.310344828,0.068965517,0,0,0,0,0,313,0.724537037,0.068965517,0.209655172,35.66006761,28.050251,48.86892
104,linker101_N_linker83_CH_lon_relaxed.cif,20.17035,18.28372,0.161471,7553.11,5.69862,0.942692,1,0.516129032,0.322580645,0.161290323,0,0,0,0,0,313,0.611328125,0.161290323,0.490322581,35.12632674,27.904297,45.487766
105,linker108_CH_linker41_N_mer_relaxed.cif,26.87774,19.75324,0.177485,6909.68,5.16945,0.942692,1,0.586206897,0.275862069,0.103448276,0.034482759,3,0,0,0,785,0.721507353,0.137931034,0.433103448,34.48297626,28.768696,46.338913
106,linker107_C_linker39_C_rho_relaxed.cif,46.91898,22.87753,0.162325,6663.09,5.69547,0.942688,1,0.551724138,0.275862069,0.172413793,0,0,0,0,0,1033,0.672526042,0.172413793,0.524137931,38.25381228,31.094954,41.19402
107,linker107_C_linker35_C_rho_relaxed.cif,48.15866,23.44845,0.161179,7005.62,5.72679,0.942659,1,0.580645161,0.322580645,0.096774194,0,0,0,0,0,1177,0.681134259,0.096774194,0.294193548,38.80553711,29.828135,40.14078
108,linker101_C_linker40_C_umi_relaxed.cif,28.12093,23.63659,0.161239,6480.22,5.732,0.942656,1,0.580645161,0.258064516,0.096774194,0.064516129,1.5,0,0,0,849,0.736979167,0.161290323,0.516129032,37.01452455,28.250275,44.211273
109,linker107_CH_linker49_N_gis_relaxed.cif,26.39202,16.2068,0.160929,7654.42,5.73621,0.942651,1,0.5,0.3125,0.15625,0.03125,5,0,0,0,313,0.611328125,0.1875,0.5825,35.37561423,26.195078,47.087963
110,linker105_C_linker40_C_rho_relaxed.cif,50.35762,20.07039,0.16574,6544.31,5.57705,0.942626,1,0.6,0.233333333,0.066666667,0.1,0.666666667,0,0,0,1345,0.778356481,0.166666667,0.546666667,40.02937983,29.60153,41.022766
111,linker98_CH_linker94_N_nox_relaxed_interp_3.cif,35.79356,24.75862,0.169295,7041.72,5.40063,0.942603,1,0.576,0.36,0.064,0,0,0,0,0,1141,0.660300926,0.064,0.19456,34.69583604,27.52096,39.42919
112,linker108_N_linker58_CH_ukk_relaxed.cif,19.36408,15.16886,0.179119,7278.6,5.0993,0.9426,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,30.95059448,26.411163,53.39857
113,linker108_CH_linker76_N_uni_relaxed.cif,24.44774,23.95602,0.185596,7199.66,4.9043,0.942598,1,0.56,0.28,0.16,0,0,0,0,0,115,0.68452381,0.16,0.4864,34.7897053,26.048077,55.919994
