,COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,Predicted_CH4_per(10^4 Barrer),Predicted_CO4_per(10^4 Barrer),Predicted_H2S_per(10^4 Barrer)
3515,linker103_NH_linker67_CH2_dia_relaxed.cif,19.3525,18.23254,0.160838,7419.47,5.72341,0.927149,1,0.493670886,0.35443038,0.101265823,0.050632911,2,0,0,0,185,0.592948718,0.151898734,0.482025316,28.98089679,21.10011,38.18977
3516,linker104_CH_linker12_N_lvt_relaxed.cif,25.48682,21.83194,0.167474,6328.91,5.52849,0.927147,1,0.451612903,0.290322581,0.064516129,0.193548387,0.333333333,0,0,0,145,0.647321429,0.258064516,0.861935484,36.73100799,22.493025,39.84452
3517,linker98_CH_linker69_N_gis_relaxed_interp_3.cif,31.36358,24.87155,0.173116,6873.1,5.28525,0.927145,1,0.535714286,0.339285714,0.107142857,0.017857143,6,0,0,0,1825,0.633680556,0.125,0.387142857,34.81857037,23.609936,37.89462
3518,linker108_CH_linker71_N_qtz_relaxed.cif,16.48629,15.08165,0.204097,6957.27,4.4421,0.927144,1,0.517241379,0.275862069,0.172413793,0.034482759,5,0,0,0,235,0.652777778,0.206896552,0.642758621,34.16668304,26.605885,44.386795
3519,linker107_N_linker69_CH_vba_relaxed.cif,22.41474,16.53631,0.180801,7234.04,5.05616,0.927139,1,0.466666667,0.333333333,0.166666667,0.033333333,5,0,0,0,497,0.5546875,0.2,0.621333333,33.6849701,23.009047,43.99929
3520,linker106_C_linker22_C_umi_relaxed.cif,27.66262,22.88031,0.160668,6750.32,5.73781,0.927134,1,0.514285714,0.342857143,0.085714286,0.057142857,1.5,0,0,0,721,0.625868056,0.142857143,0.457142857,35.98041983,22.109396,39.502827
3521,linker110_C_linker38_C_mer_relaxed.cif,33.49459,23.6339,0.202626,5981.88,4.45687,0.927132,1,0.515151515,0.363636364,0.060606061,0.060606061,1,0,0,0,673,0.618566176,0.121212121,0.392727273,29.5507507,23.223532,39.220425
3522,linker101_C_linker38_C_qtz_relaxed.cif,20.41859,19.99121,0.19879,6670.29,4.57096,0.927128,1,0.545454545,0.303030303,0.090909091,0.060606061,1.5,0,0,0,589,0.681712963,0.151515152,0.484848485,28.42561528,23.444273,48.639297
3523,linker98_N_linker103_CH_jbw_relaxed.cif,23.71658,18.41615,0.201047,6764.54,4.47268,0.927125,1,0.607142857,0.345238095,0.047619048,0,0,0,0,0,285,0.698529412,0.047619048,0.144761905,27.32110881,22.688602,42.489494
3524,linker105_N_linker62_CH_qtz_relaxed.cif,16.83493,15.57187,0.200607,7264.79,4.53205,0.927125,1,0.52,0.24,0.2,0.04,5,0,0,0,211,0.676282051,0.24,0.7456,34.6636465,26.807474,49.10591
3525,linker109_C_linker42_C_sra_relaxed.cif,24.46634,21.38697,0.199707,6387.4,4.51721,0.927122,1,0.594202899,0.289855072,0.057971014,0.057971014,1,0,0,0,481,0.733231707,0.115942029,0.375652174,29.35583297,23.396038,43.658684
3526,linker109_N_linker62_CH_dft_relaxed_interp_2.cif,25.21692,19.80866,0.173097,7574.11,5.27541,0.92712,1,0.549295775,0.309859155,0.14084507,0,0,0,0,0,409,0.655448718,0.14084507,0.428169014,32.74942234,23.070255,42.905613
3527,linker92_CO_linker96_NH_siy_relaxed_interp_2.cif,36.86134,16.25097,0.195476,7339.05,4.63361,0.927117,1,0.526315789,0.315789474,0.105263158,0.052631579,2,0,0,0,937,0.650694444,0.157894737,0.501052632,28.9087512,27.564291,42.7726
3528,linker98_N_linker83_CH_gis_relaxed_interp_2.cif,29.89457,20.67415,0.18609,7008.43,4.87742,0.927111,1,0.561403509,0.333333333,0.105263158,0,0,0,0,0,1345,0.656738281,0.105263158,0.32,29.60961934,24.54504,40.771557
3529,linker99_CH_linker69_N_mer_relaxed.cif,25.30022,17.15416,0.185065,7637.88,4.91645,0.92711,1,0.5,0.321428571,0.142857143,0.035714286,4,0,0,0,545,0.608258929,0.178571429,0.557142857,29.12966992,24.112635,48.142994
3530,linker98_CH_linker42_N_cds_relaxed_interp_2.cif,22.01438,15.33292,0.200739,6607.48,4.51162,0.927109,1,0.561403509,0.298245614,0.105263158,0.035087719,3,0,0,0,177,0.69140625,0.140350877,0.440701754,31.02124969,22.482132,47.009666
3531,linker102_C_linker96_C_tfi_relaxed.cif,17.7693,16.74364,0.216183,6668.01,4.13344,0.927105,1,0.6,0.347826087,0.052173913,0,0,0,0,0,381,0.690217391,0.052173913,0.158608696,27.37604874,25.729488,47.162434
3532,linker102_CH_linker68_N_dia_relaxed.cif,20.93988,16.98454,0.180033,7045.54,5.08306,0.927102,1,0.52,0.293333333,0.133333333,0.053333333,2.5,0,0,0,205,0.657051282,0.186666667,0.5888,28.91015221,22.700909,43.927044
3533,linker98_N_linker12_CH_gis_relaxed_interp_2.cif,29.86385,20.7916,0.191056,6732.3,4.74718,0.927097,1,0.526315789,0.333333333,0.070175439,0.070175439,1,0,0,0,1249,0.650520833,0.140350877,0.454736842,29.64794715,24.526146,41.095184
3534,linker108_N_linker46_CH_uni_relaxed.cif,23.69172,23.16443,0.204209,7397,4.41519,0.927092,1,0.558823529,0.323529412,0.117647059,0,0,0,0,0,151,0.662280702,0.117647059,0.357647059,28.08247739,24.140617,52.692005
3535,linker102_C_linker36_C_uki_relaxed.cif,23.28302,18.69821,0.173025,6802.9,5.28304,0.927091,1,0.595505618,0.359550562,0.04494382,0,0,0,0,0,577,0.680424528,0.04494382,0.136629213,31.66614698,22.256962,37.23666
3536,linker108_CH_linker40_N_uon_relaxed_interp_2.cif,20.08616,18.04256,0.229638,6610.02,3.88376,0.927086,1,0.594594595,0.243243243,0.108108108,0.054054054,2,0,0,0,397,0.751893939,0.162162162,0.514594595,26.53295618,26.230436,46.947033
3537,linker100_N_linker40_CH_gis_relaxed_interp_2.cif,24.95741,17.1194,0.195625,6730.8,4.65696,0.927083,1,0.555555556,0.25,0.111111111,0.083333333,1.333333333,0,0,0,929,0.72578125,0.194444444,0.624444444,28.38317439,24.454714,44.745728
3538,linker102_CH2_linker94_NH_jph_relaxed_interp_2.cif,25.63773,23.6145,0.166436,6945.02,5.4683,0.927079,1,0.540425532,0.408510638,0.05106383,0,0,0,0,0,609,0.599409449,0.05106383,0.155234043,31.96073106,22.611279,37.320824
3539,linker100_CH2_linker64_NH_und_relaxed.cif,25.51352,21.11819,0.163847,7463.25,5.6239,0.927078,1,0.433333333,0.366666667,0.133333333,0.066666667,2,0,0,0,417,0.501201923,0.2,0.634666667,32.40029296,22.7877,42.26402
3540,linker109_N_linker65_CH_gis_relaxed_interp_2.cif,33.89959,19.74745,0.174748,7699.07,5.23532,0.927077,1,0.561643836,0.273972603,0.164383562,0,0,0,0,0,897,0.683689024,0.164383562,0.499726027,29.64251806,25.215122,41.31162
3541,linker92_N_linker16_CH_kgd-a_relaxed.cif,24.90567,23.59505,0.176765,8437.32,5.13925,0.927073,0,0.5,0.388888889,0.111111111,0,0,0,0,0,541,0.556584362,0.111111111,0.337777778,28.79073144,23.948141,42.118916
3542,linker111_C_linker62_C_lon_relaxed.cif,20.39759,17.72804,0.18524,6867.31,4.91363,0.927072,1,0.576271186,0.305084746,0.101694915,0,0,0,0,0.016949153,377,0.693014706,0.101694915,0.309152542,30.78431734,23.544983,44.277493
3543,linker102_NH_linker57_CO_lvt_relaxed.cif,25.45521,22.25814,0.170445,6138.34,5.39953,0.927071,1,0.528089888,0.314606742,0.08988764,0.06741573,1.333333333,0,0,0,249,0.662234043,0.157303371,0.505168539,36.91463582,23.4896,38.76958
3544,linker101_C_linker45_C_lcv_relaxed.cif,28.01448,22.01788,0.162337,5384.12,5.67819,0.927067,1,0.56,0.32,0.12,0,0,0,0,0,223,0.663690476,0.12,0.3648,40.39344131,26.061602,40.00926
3545,linker102_N_linker76_CH_dia_relaxed.cif,17.35787,15.4813,0.178094,7439.46,5.11257,0.927065,1,0.549295775,0.338028169,0.112676056,0,0,0,0,0,201,0.644230769,0.112676056,0.342535211,27.69135444,24.013702,39.474804
3546,linker100_NH_linker1_CO_qtz_relaxed.cif,17.59457,16.67989,0.189657,6818.93,4.81512,0.927058,1,0.466666667,0.333333333,0.1,0.1,1,0,0,0,199,0.592261905,0.2,0.648,30.9420374,24.434052,42.801334
3547,linker105_CH_linker74_N_gis_relaxed.cif,26.2132,16.84433,0.163995,7261.75,5.62908,0.927057,1,0.466666667,0.3,0.133333333,0.1,1.333333333,0,0,0,273,0.609375,0.233333333,0.749333333,32.99468136,22.014248,42.832764
3548,linker105_CH_linker59_N_dia_relaxed.cif,17.99866,16.20547,0.176688,7655.35,5.17171,0.927056,1,0.481481481,0.333333333,0.148148148,0.037037037,4,0,0,0,121,0.581730769,0.185185185,0.577777778,32.10980949,22.174595,48.102432
3549,linker107_CH_linker11_N_qtz_relaxed.cif,19.57087,18.94564,0.17733,7187.43,5.16742,0.927055,1,0.4,0.4,0.2,0,0,0,0,0,127,0.37797619,0.2,0.608,31.95017375,23.12663,44.394787
3550,linker106_CH_linker8_N_rhr_relaxed.cif,42.99245,19.74046,0.165912,6146.28,5.59199,0.927055,1,0.424242424,0.272727273,0.181818182,0.121212121,1.5,0,0,0,385,0.572916667,0.303030303,0.96969697,38.64947868,23.659025,38.80881
3551,linker102_CH2_linker64_NH_sra_relaxed.cif,23.8622,19.4638,0.160271,7285.8,5.73579,0.927053,1,0.493975904,0.385542169,0.096385542,0.024096386,4,0,0,0,185,0.56402439,0.120481928,0.375903614,29.11452131,21.296011,36.595108
3552,linker107_N_linker34_CH_cds_relaxed.cif,18.49994,15.53797,0.174386,7507.56,5.27106,0.927053,1,0.487804878,0.292682927,0.12195122,0.097560976,1.25,0,0,0,205,0.640625,0.219512195,0.706341463,34.46345943,22.49852,40.524555
3553,linker105_CH_linker26_N_nbo_relaxed.cif,33.07719,17.67412,0.161136,6689.64,5.76642,0.927052,1,0.454545455,0.204545455,0.136363636,0.204545455,0.666666667,0,0,0,169,0.704166667,0.340909091,1.118181818,37.41802268,21.467066,36.37568
3554,linker99_C_linker31_C_lon_relaxed.cif,18.3294,16.0101,0.172364,7797.46,5.27755,0.927047,1,0.545454545,0.393939394,0.060606061,0,0,0,0,0,353,0.612847222,0.060606061,0.184242424,30.74912529,21.988295,38.438526
3555,linker104_N_linker7_CH_qtz_relaxed.cif,18.78253,17.81131,0.165472,7834.74,5.54934,0.927042,1,0.484848485,0.393939394,0.060606061,0.060606061,1,0,0,0,217,0.565104167,0.121212121,0.392727273,31.53112284,20.736332,38.86063
3556,linker100_N_linker77_CH_vba_relaxed.cif,21.86801,16.35814,0.177232,7529.48,5.16296,0.92704,1,0.481481481,0.333333333,0.148148148,0.037037037,4,0,0,0,481,0.578125,0.185185185,0.577777778,30.84159481,23.45726,50.548035
3557,linker106_CH_linker51_N_gis_relaxed.cif,21.45846,15.77155,0.174698,7741.07,5.22798,0.927035,1,0.465116279,0.395348837,0.139534884,0,0,0,0,0,321,0.5015625,0.139534884,0.424186047,30.35348567,22.340248,39.070004
3558,linker98_N_linker62_CH_gis_relaxed_interp_2.cif,28.27722,21.33007,0.177214,7000.64,5.15591,0.92703,1,0.557692308,0.307692308,0.134615385,0,0,0,0,0,1233,0.664331897,0.134615385,0.409230769,32.7569553,23.93155,41.26045
3559,linker105_N_linker7_CH_unj_relaxed.cif,20.44093,19.58231,0.174182,7945.82,5.22202,0.927029,1,0.5,0.40625,0.0625,0.03125,2,0,0,0,433,0.563802083,0.09375,0.2975,28.9464193,22.980566,44.981594
3560,linker101_CH2_linker45_NH_und_relaxed.cif,22.47908,19.40342,0.170982,7583.24,5.35683,0.927028,1,0.457142857,0.4,0.142857143,0,0,0,0,0,497,0.485351563,0.142857143,0.434285714,31.15609701,22.540941,44.3803
3561,linker100_C_linker95_C_hof_relaxed_interp_2.cif,25.02705,22.48756,0.174904,7575.51,5.19246,0.927022,1,0.589285714,0.401785714,0,0.008928571,0,0,0,0,349,0.660984848,0.008928571,0.030714286,30.42173074,22.04205,42.358147
3562,linker110_C_linker40_C_sod_relaxed.cif,29.10474,15.78101,0.209569,5906.87,4.28985,0.927022,1,0.548387097,0.322580645,0.064516129,0.064516129,1,0,0,0,277,0.678921569,0.129032258,0.418064516,29.99903917,23.902277,44.00364
3563,linker98_CH_linker45_N_cds_relaxed_interp_2.cif,21.8796,15.36531,0.191375,7014.42,4.73865,0.927019,1,0.561403509,0.333333333,0.105263158,0,0,0,0,0,169,0.66015625,0.105263158,0.32,29.98578193,22.751682,45.575256
3564,linker99_CH_linker72_N_gis_relaxed.cif,24.80892,16.85919,0.179343,7234.41,5.13485,0.927017,1,0.482758621,0.24137931,0.137931034,0.137931034,1,0,0,0,305,0.680803571,0.275862069,0.893793103,31.29013291,22.611414,44.577187
3565,linker109_CH_linker69_N_sod_relaxed_interp_2.cif,32.4331,23.56483,0.173046,7512.07,5.27109,0.927017,1,0.518987342,0.35443038,0.101265823,0.025316456,4,0,0,0,601,0.610772358,0.126582278,0.394936709,32.87886635,23.963785,41.731358
3566,linker99_N_linker2_CH_nfa_relaxed.cif,20.18868,16.56128,0.196402,7934.84,4.59659,0.927016,1,0.538461538,0.346153846,0.076923077,0.038461538,2,0,0,0,433,0.644345238,0.115384615,0.366153846,28.2107056,23.42457,47.20678
3567,linker97_CH_linker92_N_fry_relaxed_interp_2.cif,27.93934,23.48171,0.188917,7091.69,4.78782,0.927015,1,0.582089552,0.365671642,0.052238806,0,0,0,0,0,829,0.664262821,0.052238806,0.15880597,29.51542489,23.189178,41.983192
3568,linker108_C_linker31_C_umi_relaxed.cif,27.63737,20.02059,0.173891,6972.05,5.23638,0.927013,1,0.571428571,0.371428571,0.057142857,0,0,0,0,0,833,0.65078125,0.057142857,0.173714286,31.76270629,22.0336,39.421516
3569,linker103_CO_linker57_NH_qtz_relaxed.cif,18.53802,17.10032,0.183875,6812.84,4.97729,0.927009,1,0.542168675,0.289156627,0.096385542,0.072289157,1.333333333,0,0,0,373,0.690740741,0.168674699,0.541686747,28.9690114,23.680103,43.0139
3570,linker106_CH_linker65_N_lvt_relaxed.cif,23.28027,20.41891,0.167119,6574.95,5.5199,0.927006,1,0.482758621,0.24137931,0.275862069,0,0,0,0,0,137,0.611607143,0.275862069,0.83862069,43.17487296,23.544907,34.302074
3571,linker102_C_linker32_C_ukg_relaxed.cif,23.52408,17.90324,0.168715,6868.52,5.44029,0.927005,1,0.540229885,0.367816092,0.091954023,0,0,0,0,0,233,0.619680851,0.091954023,0.27954023,32.36947337,20.76827,37.07644
3572,linker104_N_linker10_CH_lon_relaxed.cif,20.29421,18.75358,0.193276,6188.02,4.72796,0.927004,1,0.451612903,0.225806452,0.129032258,0.193548387,0.666666667,0,0,0,305,0.680803571,0.322580645,1.058064516,34.55767911,24.848598,47.738846
3573,linker103_CO_linker50_NH_sod_relaxed.cif,37.36342,16.13428,0.162098,6539.53,5.69681,0.926998,1,0.516483516,0.32967033,0.10989011,0.043956044,2.5,0,0,0,355,0.629432624,0.153846154,0.485274725,33.02196278,23.24172,37.555042
3574,linker111_C_linker42_C_crb_relaxed.cif,20.34855,18.15298,0.20782,6134.24,4.35059,0.926979,1,0.579710145,0.289855072,0.057971014,0.057971014,1,0,0,0.014492754,465,0.7265625,0.115942029,0.375652174,30.02791773,23.85233,47.57573
3575,linker98_N_linker89_CH_sql_relaxed.cif,25.96827,24.78403,0.200768,7516.85,4.47013,0.926979,0,0.567164179,0.373134328,0.059701493,0,0,0,0,0,148,0.649122807,0.059701493,0.181492537,27.05905292,23.74266,40.249947
3576,linker105_CH_linker82_N_mer_relaxed.cif,26.75424,17.43843,0.178259,7396.84,5.13701,0.926977,1,0.481481481,0.333333333,0.148148148,0.037037037,4,0,0,0,481,0.578125,0.185185185,0.577777778,31.47309201,24.562195,46.670116
3577,linker107_C_linker34_C_lvt_relaxed.cif,24.81226,20.53564,0.180413,6740.75,5.08954,0.926973,1,0.514285714,0.285714286,0.085714286,0.114285714,0.75,0,0,0,197,0.684027778,0.2,0.653714286,30.59835962,22.45027,40.716244
3578,linker105_CH_linker65_N_unj_relaxed.cif,22.81475,22.31229,0.189487,6987.93,4.81827,0.926971,1,0.538461538,0.192307692,0.230769231,0.038461538,6,0,0,0,481,0.71577381,0.269230769,0.833846154,35.09127352,24.06594,54.25963
3579,linker106_CH_linker54_N_gis_relaxed.cif,22.35255,16.68776,0.179175,7084.34,5.1275,0.92697,1,0.459459459,0.297297297,0.162162162,0.081081081,2,0,0,0,321,0.590073529,0.243243243,0.771891892,30.92733038,22.215153,44.112038
3580,linker108_CH_linker79_N_qtz_relaxed.cif,17.4396,16.08191,0.202571,6895.96,4.44792,0.926967,1,0.53125,0.34375,0.125,0,0,0,0,0,253,0.620098039,0.125,0.38,30.47801738,27.029528,48.411003
3581,linker109_CH_linker88_N_dft_relaxed_interp_2.cif,28.09499,23.70312,0.170973,7393.58,5.34997,0.926965,1,0.532467532,0.363636364,0.051948052,0.051948052,1,0,0,0,417,0.635670732,0.103896104,0.336623377,34.26197025,22.068085,39.99871
3582,linker102_CH_linker14_N_qtz_relaxed.cif,21.7746,21.0973,0.163477,7824.03,5.5916,0.926964,1,0.531531532,0.396396396,0.036036036,0.036036036,1,0,0,0,217,0.61299435,0.072072072,0.233513514,31.47924185,20.30552,38.742676
3583,linker105_N_linker49_CH_unj_relaxed.cif,21.70215,21.12764,0.201092,6539.22,4.50569,0.926963,1,0.516129032,0.290322581,0.129032258,0.064516129,2,0,0,0,505,0.657552083,0.193548387,0.614193548,29.91632019,23.545515,50.108234
3584,linker105_N_linker45_CH_uos_relaxed.cif,26.66165,22.56188,0.191824,7064.02,4.74237,0.926962,1,0.533333333,0.3,0.133333333,0.033333333,4,0,0,0,1345,0.656738281,0.166666667,0.52,29.0637877,24.711699,48.615246
3585,linker94_C_linker59_C_hcb_relaxed.cif,26.0246,24.2402,0.190254,8120.92,4.73157,0.926962,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,122.5,0.648148148,0.054054054,0.164324324,27.90131319,23.746868,41.62021
3586,linker107_CH_linker15_N_uoj_relaxed_interp_2.cif,24.94874,15.81001,0.177387,8054.69,5.12192,0.926962,1,0.512820513,0.384615385,0.102564103,0,0,0,0,0,369,0.5765625,0.102564103,0.311794872,28.52739576,23.802324,43.296852
3587,linker111_C_linker65_C_mer_relaxed.cif,33.09128,21.62643,0.171648,6632.93,5.34188,0.926958,1,0.590163934,0.262295082,0.131147541,0,0,0,0,0.016393443,833,0.723090278,0.131147541,0.398688525,32.82579134,23.962019,37.357193
3588,linker109_CH_linker19_N_unj_relaxed_interp_3.cif,25.90864,23.97519,0.179544,7789.55,5.04122,0.926955,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,613,0.642557652,0.043010753,0.130752688,28.98313912,23.539015,45.005672
3589,linker103_NH_linker6_CO_sod_relaxed.cif,38.17287,16.21693,0.165754,6520.32,5.58996,0.926946,1,0.50617284,0.24691358,0.098765432,0.148148148,0.666666667,0,0,0,349,0.709349593,0.24691358,0.809876543,37.12742137,22.64545,37.24806
3590,linker102_CH_linker84_N_npo_relaxed.cif,21.99742,15.85311,0.17855,7004.63,5.11665,0.926943,1,0.52,0.346666667,0.133333333,0,0,0,0,0,142,0.606837607,0.133333333,0.405333333,29.91249442,20.997625,40.58354
3591,linker105_N_linker9_CH_unj_relaxed.cif,22.4274,21.83208,0.174371,7330.32,5.22908,0.926942,1,0.5,0.40625,0.0625,0.03125,2,0,0,0,433,0.563802083,0.09375,0.2975,30.98115361,22.65478,44.179237
3592,linker99_N_linker5_CH_vba_relaxed.cif,21.55425,15.34664,0.169327,8117.23,5.38049,0.92694,1,0.516129032,0.419354839,0.064516129,0,0,0,0,0,577,0.563476563,0.064516129,0.196129032,29.5787718,21.798548,41.03907
3593,linker99_CH_linker79_N_uos_relaxed.cif,27.0977,22.57928,0.167662,7552.69,5.46969,0.926938,1,0.5,0.366666667,0.133333333,0,0,0,0,0,1089,0.5671875,0.133333333,0.405333333,32.0655683,22.828333,42.03881
3594,linker107_CH_linker8_N_gis_relaxed.cif,25.8105,18.7399,0.173098,7076.65,5.32694,0.926936,1,0.451612903,0.258064516,0.161290323,0.129032258,1.25,0,0,0,281,0.627232143,0.290322581,0.934193548,34.6314833,22.807486,41.636604
3595,linker102_N_linker69_CH_pcb_relaxed.cif,33.09481,19.61428,0.17003,7420.64,5.39057,0.926933,1,0.530864198,0.345679012,0.098765432,0.024691358,4,0,0,0,433,0.629360465,0.12345679,0.385185185,32.32859649,23.133478,38.704796
3596,linker107_CH_linker15_N_lvt_relaxed_interp_2.cif,25.52391,19.94749,0.183061,7570.51,4.9601,0.92692,1,0.512820513,0.384615385,0.102564103,0,0,0,0,0,369,0.5765625,0.102564103,0.311794872,28.44194255,23.978378,41.127563
3597,linker108_N_linker5_CH_ukk_relaxed.cif,19.7863,15.19394,0.187821,7316.34,4.79509,0.926917,1,0.545454545,0.393939394,0.060606061,0,0,0,0,0,705,0.611979167,0.060606061,0.184242424,27.43015808,22.88463,44.576862
3598,linker111_NH_linker42_CO_qtz_relaxed.cif,17.70258,15.63712,0.190255,6491.59,4.80041,0.926917,1,0.517647059,0.282352941,0.094117647,0.094117647,1,0,0,0.011764706,361,0.683712121,0.188235294,0.609882353,32.48822199,24.808342,45.747166
3599,linker110_CO_linker34_NH_uoc_relaxed.cif,26.49102,23.17584,0.16384,6320.42,5.64,0.926914,1,0.441860465,0.325581395,0.093023256,0.139534884,0.666666667,0,0,0,177,0.582236842,0.23255814,0.762790698,37.28494959,22.850965,41.854492
3600,linker109_N_linker68_CH_sod_relaxed_interp_2.cif,33.01219,23.90055,0.178257,7264.36,5.12562,0.92691,1,0.506849315,0.301369863,0.136986301,0.054794521,2.5,0,0,0,565,0.636261261,0.191780822,0.604931507,33.46348127,24.23581,43.67752
3601,linker111_C_linker79_C_pcb_relaxed.cif,26.47395,20.84041,0.162618,6876.12,5.63321,0.926904,1,0.535211268,0.394366197,0.056338028,0,0,0,0,0.014084507,369,0.606907895,0.056338028,0.171267606,32.24644118,21.047312,33.736378
3602,linker102_CH_linker60_N_dia_relaxed.cif,20.08827,16.47515,0.16781,7556.68,5.45128,0.926903,1,0.518072289,0.385542169,0.096385542,0,0,0,0,0,201,0.584302326,0.096385542,0.293012048,30.95466828,21.715975,37.389267
3603,linker102_CO_linker20_NH_qzd_relaxed.cif,18.29679,15.29796,0.166593,7778.31,5.49782,0.926902,1,0.531531532,0.396396396,0.036036036,0.036036036,1,0,0,0,433,0.611581921,0.072072072,0.233513514,31.66843983,21.231918,36.710842
3604,linker98_C_linker1_C_gis_relaxed_interp_2.cif,26.68688,23.9884,0.177781,6301.4,5.12147,0.9269,1,0.571428571,0.367346939,0.06122449,0,0,0,0,0,1169,0.65234375,0.06122449,0.186122449,31.82857322,24.110788,39.816566
3605,linker108_NH_linker6_CH2_rhr_relaxed.cif,42.35983,21.58675,0.171069,6241.48,5.38613,0.9269,1,0.457142857,0.314285714,0.114285714,0.114285714,1,0,0,0,457,0.595052083,0.228571429,0.740571429,39.34736057,23.51171,38.061764
3606,linker102_CH_linker78_N_dia_relaxed.cif,20.31467,17.74048,0.172475,7309.71,5.29804,0.926899,1,0.518987342,0.35443038,0.101265823,0.025316456,4,0,0,0,201,0.612804878,0.126582278,0.394936709,30.59893713,22.116093,40.34238
3607,linker111_C_linker3_C_lon_relaxed.cif,21.74793,16.57777,0.174673,7174.99,5.19967,0.926897,1,0.567164179,0.417910448,0,0,0,0,0,0.014925373,385,0.633223684,0,0,32.03599714,22.120659,37.4229
3608,linker102_N_linker59_CH_dia_relaxed.cif,18.18156,16.39207,0.168237,7799.84,5.43365,0.926897,1,0.532467532,0.363636364,0.103896104,0,0,0,0,0,201,0.612804878,0.103896104,0.315844156,30.58505139,21.84971,38.462757
3609,linker98_CH_linker41_N_cds_relaxed_interp_2.cif,22.24647,16.11208,0.18872,6744.42,4.80903,0.926892,1,0.563636364,0.327272727,0.090909091,0.018181818,5,0,0,0,167,0.673387097,0.109090909,0.338909091,33.94728871,22.63542,42.73562
3610,linker102_CH_linker82_N_npo_relaxed.cif,21.55424,15.4026,0.17432,7252.94,5.24323,0.926891,1,0.532467532,0.363636364,0.103896104,0,0,0,0,0,151,0.613821138,0.103896104,0.315844156,28.79066492,21.950346,39.988167
3611,linker107_N_linker74_CH_umq_relaxed.cif,28.25238,24.40482,0.172341,7325.67,5.33095,0.926885,1,0.451612903,0.322580645,0.161290323,0.064516129,2.5,0,0,0,497,0.5546875,0.225806452,0.712258065,33.23463909,22.998285,47.278427
3612,linker111_NH_linker103_CO_fud_relaxed.cif,36.18912,22.21856,0.170368,5650.09,5.359,0.92688,1,0.518672199,0.381742739,0.066390041,0.01659751,4,0,0,0.01659751,226,0.602666667,0.082987552,0.258921162,35.21701913,21.78846,35.287483
3613,linker106_CH_linker40_N_uoj_relaxed_interp_2.cif,26.0458,16.34328,0.193269,6758.7,4.69977,0.926878,1,0.512820513,0.282051282,0.153846154,0.051282051,3,0,0,0,417,0.6515625,0.205128205,0.644102564,30.6498467,24.632475,43.382465
3614,linker100_CH_linker72_N_gme_relaxed.cif,28.70566,22.87205,0.178525,6241.22,5.16645,0.926877,1,0.466666667,0.233333333,0.133333333,0.166666667,0.8,0,0,0,457,0.680059524,0.3,0.978666667,35.59469602,24.999336,40.293926
3615,linker99_CH_linker11_N_uni_relaxed.cif,22.79345,22.40449,0.190443,7606.3,4.75429,0.926876,1,0.424242424,0.393939394,0.181818182,0,0,0,0,0,73,0.43452381,0.181818182,0.552727273,28.79536295,23.212294,54.87828
3616,linker105_N_linker82_CH_qtz_relaxed.cif,17.10411,15.19216,0.190819,7503.57,4.76799,0.926873,1,0.481481481,0.333333333,0.148148148,0.037037037,4,0,0,0,181,0.580128205,0.185185185,0.577777778,29.45114608,23.724506,48.451565
3617,linker106_C_linker22_C_gis_relaxed.cif,26.84203,19.69277,0.16531,6687.66,5.57244,0.926872,1,0.514285714,0.342857143,0.085714286,0.057142857,1.5,0,0,0,361,0.626736111,0.142857143,0.457142857,35.20094802,22.379332,37.93765
3618,linker106_C_linker32_C_gis_relaxed.cif,29.10604,20.76081,0.160134,6745.21,5.75904,0.926868,1,0.457142857,0.371428571,0.171428571,0,0,0,0,0,257,0.501953125,0.171428571,0.521142857,34.30235016,22.13694,39.044083
3619,linker108_N_linker11_CH_vba_relaxed.cif,20.73969,16.13131,0.204958,6393.96,4.39983,0.926867,1,0.457142857,0.371428571,0.171428571,0,0,0,0,0,513,0.500976563,0.171428571,0.521142857,29.00975872,24.897882,42.389793
3620,linker99_N_linker69_CH_uni_relaxed.cif,24.77541,22.61919,0.186085,8056.87,4.89691,0.926864,1,0.5,0.321428571,0.142857143,0.035714286,4,0,0,0,103,0.613095238,0.178571429,0.557142857,29.68989642,23.58711,63.481487
3621,linker99_CH_linker46_N_pcl_relaxed.cif,24.75289,18.74929,0.186341,7788.59,4.86483,0.926863,1,0.53125,0.34375,0.125,0,0,0,0,0,337,0.619485294,0.125,0.38,28.74813025,24.029755,46.310722
3622,linker103_CH_linker93_N_jea_relaxed.cif,22.13654,18.44913,0.186338,7230.64,4.86653,0.926863,1,0.594936709,0.35443038,0.050632911,0,0,0,0,0,257,0.683510638,0.050632911,0.153924051,31.47070175,21.345388,44.34745
3623,linker109_N_linker44_CH_qtz_relaxed.cif,21.9474,17.79146,0.168828,8030.93,5.40704,0.926861,1,0.504761905,0.380952381,0.076190476,0.038095238,2,0,0,0,94,0.591194969,0.114285714,0.362666667,31.93333144,21.093037,41.450428
