COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_CO2(mol/kg),D_CO2(10^-8 m2/s),P_CO2(10^4 Barrer)
22021N2.cif,7.77183,5.8306,0.581616,3534.79,1.20079,0.667293,0,0.491525424,0.440677966,0.033898305,0.033898305,0,0,0,0,1,280,0.536398467,0.06779661,0.219661017,11.11396178,0.579569912,7.466931977
19462N2.cif,19.7347,19.45091,0.554043,2026.16,1.30289,0.659664,0,0.5,0.357142857,0.071428571,0.071428571,0,0,0,0,1,52,0.619047619,0.142857143,0.462857143,4.710705278,1.448559487,7.449087495
17151N2.cif,24.50352,24.38006,0.510773,1931.55,1.44409,0.69313,0,0.5,0.403614458,0.042168675,0.054216867,0,0,0,0,0.777777778,96.5,0.581325301,0.096385542,0.314698795,3.968132543,1.774438913,7.445680591
16002N2.cif,35.8627,35.70086,0.417252,1937.81,1.91132,0.780556,0,0.653846154,0.230769231,0,0.076923077,0,0,0.038461538,0,0,169,0.828431373,0.076923077,0.264615385,5.643524902,1.35498862,7.438804371
13012N2.cif,40.15467,40.01714,0.450916,1584.72,1.71965,0.742541,0,0.606060606,0.303030303,0,0.060606061,0,0,0.03030303,0,0,181,0.754166667,0.060606061,0.208484848,2.815859512,2.638513177,7.430206535
21690N2.cif,26.55132,26.34624,0.466571,1995.68,1.65497,0.726873,0,0.510673235,0.356321839,0.088669951,0.044334975,0,0,0,0,2,757,0.6085209,0.133004926,0.422068966,4.031554403,1.810188994,7.392430905
21290N2.cif,26.95282,26.74378,0.462772,2047.65,1.6536,0.730585,0,0.573770492,0.360655738,0.032786885,0,0.032786885,0,0,0,0,189,0.675,0.032786885,0.099672131,3.876298302,1.887786113,7.389624218
14030N2.cif,41.24391,41.07732,0.385723,1920.6,2.09705,0.782083,0,0.564102564,0.307692308,0.051282051,0.051282051,0,0,0.025641026,0,1,187,0.708333333,0.102564103,0.332307692,4.780955405,1.705298978,7.346122346
19230N2.cif,18.893,18.75752,0.50258,2186.77,1.4738,0.698648,0,0.558441558,0.376623377,0.051948052,0.012987013,0,0,0,0,4,221,0.64244186,0.064935065,0.202597403,4.574517571,1.528964377,7.33534999
21013N2.cif,30.41829,30.17194,0.330376,2683.19,2.44969,0.741144,0,0.52,0.36,0.04,0.08,0,0,0,0,0.5,100,0.641025641,0.12,0.3968,3.112623092,3.21910303,7.328026824
16056N2.cif,22.69839,22.47622,0.528129,1825.57,1.41356,0.727168,0,0.563636364,0.254545455,0,0.109090909,0.018181818,0,0.054545455,0,0,97,0.782258065,0.109090909,0.375272727,5.986255841,1.067186438,7.327990483
16058N2.cif,22.92273,22.67603,0.606977,1693.79,1.19481,0.712453,0,0.557692308,0.211538462,0.038461538,0.115384615,0.019230769,0,0.057692308,0,0.333333333,93,0.801724138,0.153846154,0.513846154,6.015523398,0.942150095,7.320428814
15130N2.cif,29.36548,29.18172,0.478265,1910.59,1.59803,0.74468,0,0.611111111,0.222222222,0,0.111111111,0,0,0.055555556,0,0,109,0.825757576,0.111111111,0.382222222,4.730010554,1.452209967,7.307088436
20150N2.cif,21.27537,21.08432,0.594721,2030.49,1.16761,0.639946,0,0.548387097,0.387096774,0.032258065,0,0.032258065,0,0,0,0,130,0.637254902,0.032258065,0.098064516,4.727031411,1.357269624,7.293328437
21100N2.cif,27.68757,27.52556,0.408199,2434.37,1.95851,0.763239,0,0.611111111,0.305555556,0.055555556,0,0.013888889,0.013888889,0,0,0,253,0.71875,0.069444444,0.224166667,5.527788176,1.417407723,7.291102913
19560N2.cif,21.86424,21.77168,0.479614,2574.9,1.54699,0.690956,0,0.483870968,0.451612903,0.032258065,0.032258065,0,0,0,0,1,94,0.522222222,0.064516129,0.209032258,4.974241815,1.474121254,7.257998877
19182N2.cif,38.83476,38.66104,0.329164,2602.69,2.56255,0.805958,0,0.48,0.32,0.12,0.08,0,0,0,0,1.5,88,0.611111111,0.2,0.64,5.039785234,1.814673455,7.24685895
19070N2.cif,28.83691,28.64974,0.511162,1921.94,1.49616,0.750704,0,0.523809524,0.285714286,0.142857143,0.047619048,0,0,0,0,3,88,0.666666667,0.19047619,0.598095238,5.006619918,1.260665905,7.234132707
21320N2.cif,17.86719,17.64676,0.600161,1890.36,1.15579,0.664996,0,0.610169492,0.322033898,0.06779661,0,0,0,0,0,0,205,0.711805556,0.06779661,0.206101695,4.813449164,1.25968205,7.228008997
19340N2.cif,15.27488,14.95,0.664991,1901.55,1.00131,0.631426,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,5.360319223,1.074334448,7.222423235
21330N2.cif,29.41365,29.21423,0.427291,2122.8,1.85092,0.733368,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,3.192375132,2.416348814,7.219943491
16082N2.cif,18.08872,17.78249,0.482589,2213.32,1.55283,0.697822,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,3.283922399,2.184393697,7.215400248
21083N2.cif,23.42094,23.16997,0.615166,1673.8,1.15582,0.67396,0,0.582089552,0.268656716,0.059701493,0.089552239,0,0,0,0,0.666666667,117,0.75,0.149253731,0.489552239,4.53549733,1.282337413,7.202250549
19530N2.cif,27.86404,27.64987,0.389822,2476.34,2.024,0.741463,0,0.567164179,0.388059701,0.044776119,0,0,0,0,0,0,98,0.644736842,0.044776119,0.136119403,4.021752031,2.073799065,7.200329056
19180N2.cif,30.87196,30.67805,0.41863,2321.76,1.92384,0.774453,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,4.45104236,1.667367758,7.186759162
14090N2.cif,25.67443,25.47826,0.555688,1823.49,1.36008,0.757458,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,7.275164398,0.785638982,7.185714559
14070N2.cif,23.47129,23.15638,0.467273,2296.67,1.6384,0.728116,0,0.581818182,0.345454545,0.072727273,0,0,0,0,0,0,173,0.67578125,0.072727273,0.221090909,5.377220207,1.31245688,7.171808395
21391N2.cif,38.85647,38.68679,0.356172,2256.46,2.29075,0.762353,0,0.482758621,0.379310345,0.068965517,0.068965517,0,0,0,0,1,97,0.577380952,0.137931034,0.446896552,3.273573744,2.690399584,7.142814233
19311N2.cif,17.92967,17.62098,0.540706,2151.33,1.34883,0.687613,0,0.553191489,0.340425532,0.106382979,0,0,0,0,0,0,135,0.649038462,0.106382979,0.323404255,4.619825455,1.392016263,7.141504185
21600N2.cif,34.66268,34.49452,0.379388,2225.74,2.15958,0.786848,0,0.545454545,0.318181818,0.090909091,0,0.045454545,0,0,0,0,97,0.673611111,0.090909091,0.276363636,4.170993633,1.9157591,7.124746391
18090N2.cif,24.82011,24.69607,0.452534,2034.74,1.70489,0.751625,0,0.606060606,0.303030303,0,0.060606061,0,0,0.03030303,0,0,181,0.754166667,0.060606061,0.208484848,5.271984607,1.325830289,7.101155975
17191N2.cif,15.41149,14.96924,0.632066,1950.27,1.06305,0.655802,0,0.549295775,0.38028169,0.070422535,0,0,0,0,0,0,49.5,0.634615385,0.070422535,0.214084507,6.479981793,0.884245777,7.094086779
20610N2.cif,29.25245,29.05709,0.435995,2168.32,1.7886,0.739455,0,0.55,0.35,0.1,0,0,0,0,0,0,85,0.643939394,0.1,0.304,3.586251859,2.052534442,7.088250367
15031N2.cif,24.82664,24.58827,0.454279,2129.51,1.69922,0.738781,0,0.567567568,0.324324324,0.027027027,0.054054054,0,0,0.027027027,0,0.5,89.5,0.71031746,0.081081081,0.268108108,4.927293026,1.429341867,7.059881879
21060N2.cif,24.45582,24.16775,0.617355,1546.34,1.12373,0.598898,0,0.529411765,0.352941176,0.088235294,0.029411765,0,0,0,0,3,136,0.62962963,0.117647059,0.369411765,2.194882402,2.911262753,7.056592583
13071N2.cif,21.64442,21.57151,0.653124,1535.97,1.0345,0.649595,0,0.5,0.4,0.05,0.05,0,0,0,0,1,70,0.583333333,0.1,0.324,3.954049011,1.407100869,7.050503727
15184N2.cif,31.97817,31.79613,0.518971,1589.22,1.47777,0.74137,0,0.590909091,0.227272727,0.068181818,0.090909091,0,0,0.022727273,0,0.75,163,0.783653846,0.15819209,0.517062147,4.151267426,1.476629056,7.044412364
21340N2.cif,38.20079,38.04226,0.328548,2442.07,2.5164,0.794382,0,0.576923077,0.384615385,0.038461538,0,0,0,0,0,0,118,0.655555556,0.038461538,0.116923077,3.998454421,2.259901645,7.044082948
13073N2.cif,21.41233,21.15097,0.708258,1490.85,0.979135,0.639023,0,0.473684211,0.263157895,0.105263158,0.157894737,0,0,0,0,0.666666667,73,0.675925926,0.263157895,0.863157895,4.509818507,1.153749167,7.033848245
16170N2.cif,18.65543,18.388,0.539708,2157.97,1.34365,0.684871,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,5.457356295,1.165060294,7.019608535
19041N2.cif,25.07646,24.87317,0.501009,2004.89,1.54795,0.713791,0,0.523809524,0.285714286,0.095238095,0.071428571,0,0,0,0.023809524,1.333333333,91,0.689393939,0.166666667,0.535238095,6.975755391,0.941567501,7.015745874
20152N2.cif,21.11229,20.9312,0.612609,1938.01,1.12884,0.615901,0,0.533333333,0.366666667,0.066666667,0,0.033333333,0,0,0,0,121,0.630208333,0.066666667,0.202666667,4.096678543,1.517333929,7.005221778
20331N2.cif,17.83307,17.58148,0.573158,2042.03,1.21726,0.677938,0,0.569620253,0.379746835,0.050632911,0,0,0,0,0,0,59,0.655555556,0.050632911,0.153924051,5.656573331,1.061919917,6.971465379
19500N2.cif,33.50006,33.29033,0.400438,2216.88,2.03692,0.759445,0,0.535714286,0.321428571,0.071428571,0.071428571,0,0,0,0,1,121,0.672222222,0.142857143,0.462857143,5.20823467,1.473005687,6.96852928
19215C2.cif,25.11446,24.81643,0.468225,2149.14,1.63789,0.719198,0,0.528301887,0.339622642,0.075471698,0,0,0.056603774,0,0,0,100,0.595238095,0.12962963,0.446296296,11.21837168,0.617227082,6.964539696
11003N2.cif,13.67413,13.35279,0.439138,3654.62,1.76573,0.763722,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,12.56212819,0.553148828,6.960750844
14100N2.cif,17.12286,16.83337,0.521556,2376.93,1.35425,0.643727,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,4.111151119,1.687144741,6.955574479
16142N2.cif,31.14894,30.95031,0.374905,2439.49,2.14332,0.758789,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,3.861809848,2.117085922,6.946822137
17155N2.cif,19.382,19.26829,0.632277,1452.11,1.06795,0.60565,0,0.458715596,0.431192661,0.036697248,0.073394495,0,0,0,0,0.5,103,0.515,0.110091743,0.364036697,2.573226945,2.359472346,6.94443054
12023N2.cif,27.1624,26.96927,0.610087,1461.73,1.20648,0.716379,0,0.563758389,0.214765101,0.080536913,0.10738255,0,0,0.026845638,0.006711409,0.75,131,0.779761905,0.187919463,0.614228188,4.25359708,1.248901929,6.934798613
15100N2.cif,36.31333,36.15712,0.392046,2096.62,2.07603,0.768104,0,0.56,0.28,0.08,0.08,0,0,0,0,1,121,0.720238095,0.16,0.5184,4.022383836,1.912955429,6.920858446
21170N2.cif,30.22016,30.03446,0.361855,2533.5,2.20707,0.737081,0,0.529411765,0.392156863,0.078431373,0,0,0,0,0,0,97,0.598765432,0.078431373,0.238431373,3.366810228,2.576525299,6.910626068
13010N2.cif,30.61493,30.44075,0.58509,1371.86,1.22118,0.67494,0,0.607142857,0.285714286,0,0.071428571,0,0,0.035714286,0,0,157,0.769607843,0.071428571,0.245714286,2.503887636,2.335263307,6.896886589
21393N2.cif,37.05879,36.80411,0.316613,2623.49,2.64165,0.754921,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,3.123244726,3.082458459,6.873026965
20282N2.cif,20.5796,20.43071,0.632043,1781.1,1.12198,0.697054,0,0.581818182,0.363636364,0.054545455,0,0,0,0,0,0,171,0.66796875,0.054545455,0.165818182,7.153328366,0.729956017,6.87119786
20051N2.cif,26.26799,26.02613,0.51313,1922.2,1.47943,0.719602,0,0.575757576,0.333333333,0.060606061,0.03030303,0,0,0,0,2,209,0.6875,0.090225564,0.286315789,3.999180162,1.557252488,6.868538258
19220N2.cif,37.58462,37.37679,0.300469,2795.11,2.81467,0.793517,0,0.6,0.36,0.04,0,0,0,0,0,0,124,0.688888889,0.04,0.1216,3.784374773,2.529094926,6.816002276
19550N2.cif,19.29454,19.15539,0.59689,1748.79,1.16554,0.654863,0,0.561403509,0.368421053,0.070175439,0,0,0,0,0,0,83,0.6484375,0.070175439,0.213333333,4.589351908,1.269464616,6.801916052
21601N2.cif,37.95969,37.80266,0.33991,2351.82,2.4553,0.804088,0,0.541666667,0.333333333,0.083333333,0,0.041666667,0,0,0,0,103,0.66025641,0.083333333,0.253333333,4.325158372,1.922964225,6.789773582
19470N2.cif,31.50293,31.32681,0.511426,2059.61,1.43282,0.685452,0,0.569892473,0.365591398,0.064516129,0,0,0,0,0,0,415,0.652515723,0.064516129,0.196129032,4.162434712,1.555676578,6.780178843
19521N2.cif,16.86471,16.31454,0.486115,2507.23,1.54116,0.681819,0,0.463768116,0.434782609,0.028985507,0.072463768,0,0,0,0,0.4,100,0.520833333,0.101449275,0.337391304,4.300421354,1.587026771,6.756440161
18134N3.cif,13.6119,13.19498,0.54766,2690.47,1.32162,0.688561,1,0.56779661,0.36440678,0.06779661,0,0,0,0,0,0,88,0.656716418,0.06779661,0.206101695,8.719703242,0.686914992,6.746409415
19352N2.cif,24.40536,24.23277,0.605788,1897.42,1.12858,0.636999,0,0.638888889,0.333333333,0.027777778,0,0,0,0,0,0,202,0.731884058,0.027777778,0.084444444,4.883155121,1.196166428,6.732340872
17154N2.cif,20.947,20.81746,0.615241,1455.24,1.10679,0.622935,0,0.462264151,0.443396226,0.037735849,0.056603774,0,0,0,0,0.666666667,99,0.505102041,0.094339623,0.309433962,2.899404702,2.025639481,6.723161513
21210N2.cif,26.07142,25.77232,0.524414,2211.86,1.3878,0.71636,0,0.547619048,0.380952381,0.071428571,0,0,0,0,0,0,172,0.623188406,0.071428571,0.217142857,7.107893321,0.84108088,6.708089017
17140N2.cif,19.89057,19.60984,0.517896,2150.75,1.42121,0.699112,0,0.575757576,0.363636364,0.060606061,0,0,0,0,0,0,76,0.666666667,0.060606061,0.184242424,4.529525694,1.368614095,6.704055486
20360N2.cif,32.23249,32.0573,0.420387,1987.51,1.84397,0.726934,0,0.608695652,0.347826087,0.043478261,0,0,0,0,0,0,118,0.702380952,0.043478261,0.132173913,3.107489648,2.361900468,6.699310283
16173N2.cif,31.48265,31.2943,0.395166,2397.26,2.03601,0.775119,0,0.611111111,0.319444444,0.055555556,0,0.013888889,0,0,0,0,253,0.71875,0.055555556,0.168888889,4.999342577,1.463945974,6.695768831
21011N2.cif,25.69576,25.42451,0.429535,2282.69,1.82639,0.746369,0,0.541666667,0.375,0.041666667,0.041666667,0,0,0,0,1,100,0.641025641,0.083333333,0.27,4.408968613,1.584295758,6.688673047
19271N2.cif,8.23258,6.14233,0.653353,2639.97,1.06273,0.713288,0,0.577777778,0.325925926,0.059259259,0,0.02962963,0,0,0.007407407,0,109,0.698717949,0.059259259,0.180148148,12.70513995,0.377919903,6.683540372
13121N2.cif,21.50268,21.38819,0.477811,2263.85,1.57435,0.70941,0,0.587628866,0.371134021,0.041237113,0,0,0,0,0,0,153,0.671052632,0.041237113,0.125360825,5.224638097,1.26167608,6.67378302
15183N2.cif,27.37273,27.15264,0.560685,1609.48,1.34792,0.717629,0,0.567567568,0.216216216,0.081081081,0.108108108,0,0,0.027027027,0,0.75,131,0.779761905,0.187919463,0.614228188,4.194526698,1.321673545,6.662552264
19030N2.cif,10.855,10.63601,0.724467,1942.79,0.913305,0.548879,0,0.446808511,0.319148936,0.127659574,0.085106383,0,0.021276596,0,0,1.5,70,0.555555556,0.234042553,0.743829787,3.079912837,1.815872457,6.642530249
21382N2.cif,11.44724,10.9067,0.799004,1640.75,0.788857,0.620044,0,0.557142857,0.342857143,0.057142857,0,0.042857143,0,0,0,0,53,0.679487179,0.057142857,0.173714286,7.277683391,0.616373361,6.637782721
20190N2.cif,25.64462,25.41555,0.42343,2276.38,1.85778,0.74013,0,0.564102564,0.358974359,0.051282051,0,0.025641026,0,0,0,0,88,0.666666667,0.051282051,0.155897436,3.869413282,1.832283983,6.636545655
18101N2.cif,28.47879,28.26931,0.41945,2321.44,1.87956,0.754746,0,0.555555556,0.333333333,0.055555556,0.055555556,0,0,0,0,1,82,0.683333333,0.111111111,0.36,4.936328206,1.419545697,6.62596251
21200N2.cif,22.25008,21.9532,0.496452,2157.24,1.51962,0.710967,0,0.555555556,0.333333333,0.074074074,0.037037037,0,0,0,0,2,161,0.670833333,0.111111111,0.352592593,5.24642769,1.197439016,6.623054895
16350N2.cif,29.99816,29.80285,0.502317,1777.56,1.54186,0.765391,0,0.578947368,0.210526316,0,0.105263158,0.052631579,0,0.052631579,0,0,109,0.825757576,0.105263158,0.362105263,6.442400175,0.89410632,6.614737906
20165N2.cif,28.08589,27.8263,0.39267,2482.33,2.01925,0.743857,0,0.541666667,0.375,0.083333333,0,0,0,0,0,0,97,0.621794872,0.083333333,0.253333333,4.487085505,1.688580433,6.610249092
19121N2.cif,9.96278,9.48852,0.55408,3039.36,1.33197,0.698708,0,0.4375,0.3125,0.125,0.125,0,0,0,0,1,49,0.583333333,0.25,0.81,11.90552896,0.479475588,6.600820712
15182N2.cif,28.61691,28.45106,0.546974,1644.31,1.39133,0.728924,0,0.554744526,0.204379562,0.087591241,0.116788321,0,0,0.02919708,0.00729927,0.75,119,0.782894737,0.204379562,0.668029197,4.214359187,1.315054005,6.599919207
19510N2.cif,38.80846,38.64294,0.315673,2570.51,2.6613,0.795821,0,0.52,0.36,0.08,0.04,0,0,0,0,2,97,0.621794872,0.12,0.3808,4.40636519,1.99457413,6.594745692
20581N2.cif,16.24084,15.94544,0.613707,1952.77,1.13546,0.652599,0,0.510204082,0.408163265,0.06122449,0.020408163,0,0,0,0,3,229,0.5725,0.081218274,0.255025381,4.269759482,1.282115491,6.54866223
19430N2.cif,17.18126,16.8155,0.629044,1882.75,1.11261,0.691769,0,0.608695652,0.347826087,0.043478261,0,0,0,0,0,0,157,0.700892857,0.043478261,0.132173913,6.271158606,0.803227401,6.547009503
16100N2.cif,18.50904,18.21597,0.575807,1915.73,1.23673,0.654306,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,3.700332032,1.571778674,6.544922085
20130N2.cif,27.54388,27.36019,0.581431,1659.86,1.31551,0.718241,0,0.571428571,0.333333333,0.047619048,0,0,0.047619048,0,0,0,94,0.652777778,0.095238095,0.285714286,3.79642454,1.38210186,6.544820651
19120N2.cif,23.32644,23.09476,0.520492,2009.98,1.45116,0.679985,0,0.4375,0.3125,0.125,0.125,0,0,0,0,1,49,0.583333333,0.25,0.81,3.752825773,1.649140336,6.542503424
20641N2.cif,19.28585,18.93959,0.514391,2162.25,1.41146,0.685461,0,0.586206897,0.379310345,0.034482759,0,0,0,0,0,0,68.5,0.671568627,0.034482759,0.104827586,4.790002992,1.294622074,6.530846176
19280N2.cif,26.44235,26.18813,0.54299,2232.05,1.32378,0.668145,0,0.527272727,0.4,0.036363636,0.036363636,0,0,0,0,1,211,0.606321839,0.072727273,0.235636364,5.249106657,1.147569108,6.527416891
21182N2.cif,26.06708,25.87098,0.52496,1892.44,1.43759,0.727859,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,5.238607859,1.090931616,6.522310024
21014N2.cif,28.44211,28.27496,0.331169,2785.96,2.44546,0.730978,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,2.985262263,3.015067429,6.508007635
16174N2.cif,27.40816,27.16403,0.39397,2442.4,2.01741,0.760869,0,0.582278481,0.367088608,0.025316456,0.025316456,0,0,0,0,1,249,0.676630435,0.050632911,0.164050633,4.90925421,1.479611567,6.503555223
19231N2.cif,11.56769,10.67044,0.537007,3078.17,1.34531,0.706929,0,0.558441558,0.376623377,0.051948052,0.012987013,0,0,0,0,4,221,0.64244186,0.064935065,0.202597403,9.915955509,0.578411055,6.503414717
19573N2.cif,16.4295,16.20616,0.611617,2062.62,1.11903,0.645971,0,0.581818182,0.354545455,0.063636364,0,0,0,0,0,0,172,0.671875,0.063636364,0.193454545,5.654569915,0.972220537,6.487412139
16220N2.cif,26.053,25.82277,0.498003,2046.37,1.55597,0.750947,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,6.32738566,0.917878954,6.487322889
19212N2.cif,26.09972,25.80375,0.412655,2454.56,1.89747,0.734291,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,4.207799202,1.700486234,6.475868106
11002N2.cif,32.49748,32.26851,0.347833,2598.13,2.35981,0.742915,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,3.6712926,2.284547325,6.473566567
21310N2.cif,23.04945,22.86662,0.41957,2535.41,1.85275,0.739168,0,0.62295082,0.344262295,0.032786885,0,0,0,0,0,0,217,0.713815789,0.032786885,0.099672131,4.761070325,1.466316384,6.4668743
19211C2.cif,27.57963,27.47143,0.420629,2342.28,1.83939,0.745832,0,0.54,0.38,0.08,0,0,0,0,0,0,100,0.617283951,0.078431373,0.238431373,10.39754603,0.663338958,6.462806168
15111N2.cif,32.25806,32.10371,0.588294,1318.44,1.2248,0.69918,0,0.633333333,0.266666667,0,0.066666667,0,0,0.033333333,0,0,181,0.793859649,0.066666667,0.229333333,3.322174885,1.582573299,6.459282683
19213C2.cif,26.32865,26.03909,0.421798,2370.52,1.8204,0.72679,0,0.528301887,0.396226415,0.075471698,0,0,0,0,0,0,100,0.595238095,0.074074074,0.225185185,8.594636375,0.817126663,6.430502317
19572N2.cif,16.26354,16.13144,0.609996,2030.83,1.12289,0.633227,0,0.581818182,0.354545455,0.063636364,0,0,0,0,0,0,172,0.671875,0.063636364,0.193454545,4.723102712,1.17811574,6.419723315
20180N2.cif,19.35841,18.84768,0.522088,2190.02,1.44382,0.684697,0,0.5625,0.3125,0.03125,0,0,0.09375,0,0,0,68.5,0.634259259,0.125,0.468125,7.979790927,0.753170812,6.417142465
16057N2.cif,25.10039,25.04365,0.581344,1658.6,1.25956,0.726554,0,0.559585492,0.196891192,0.010362694,0.124352332,0.046632124,0,0.062176166,0,0.083333333,178,0.824074074,0.134715026,0.459274611,6.031637793,0.843045818,6.415079983
21691N2.cif,22.2962,22.20311,0.676478,1786.18,1.02703,0.627669,0,0.439252336,0.435747664,0.078271028,0.031542056,0,0.015186916,0,0,2.481481481,666,0.442819149,0.125,0.391401869,4.447756918,1.134533237,6.399664031
16030N2.cif,26.13967,25.93049,0.428418,2200.48,1.81626,0.742473,0,0.555555556,0.355555556,0.088888889,0,0,0,0,0,0,97,0.646666667,0.088888889,0.270222222,3.971455208,1.693520485,6.390032225
19170N2.cif,28.19438,28.06533,0.659458,1358.49,1.04177,0.655275,0,0.4375,0.4375,0.020833333,0.0625,0.020833333,0,0.020833333,0,0.333333333,124,0.492063492,0.083333333,0.278333333,4.280820979,1.154046836,6.376403507
19466N2.cif,29.22245,29.02234,0.477852,1982.24,1.59405,0.726861,0,0.48,0.4,0.04,0.08,0,0,0,0,0.5,82,0.569444444,0.12,0.3968,4.180459189,1.469247501,6.372036793
16080N2.cif,16.90398,16.57842,0.512828,2194.48,1.44068,0.674244,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,3.257976527,1.887163706,6.349812433
21012N2.cif,30.63543,30.3537,0.320409,2741.09,2.56866,0.745548,0,0.531914894,0.340425532,0.042553191,0.085106383,0,0,0,0,0.5,100,0.666666667,0.127659574,0.42212766,3.155710247,2.817190788,6.343197685
19282N2.cif,30.44752,30.23816,0.537064,1968.74,1.35161,0.659081,0,0.547169811,0.339622642,0.037735849,0.075471698,0,0,0,0,0.5,235,0.675287356,0.113207547,0.374339623,4.76242876,1.259109029,6.339736609
19214N2.cif,24.8972,24.59507,0.459412,2228.73,1.68964,0.725082,0,0.518518519,0.351851852,0.074074074,0,0,0.055555556,0,0,0,97,0.577380952,0.12962963,0.446296296,7.085237094,0.895870809,6.315442464
19520N2.cif,19.71899,19.51272,0.457703,2422.36,1.66916,0.70453,0,0.483870968,0.419354839,0.032258065,0.064516129,0,0,0,0,0.5,100,0.555555556,0.096774194,0.32,4.278654714,1.531351411,6.310734424
20210N2.cif,16.69084,16.55631,0.525024,2293.25,1.37776,0.69243,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,0,59,0.614583333,0.045454545,0.138181818,6.892305116,0.843006726,6.309066677
20191N2.cif,33.01596,32.79335,0.332648,2592.91,2.50487,0.779484,0,0.565217391,0.347826087,0.043478261,0,0.043478261,0,0,0,0,106,0.679487179,0.043478261,0.132173913,3.709207607,2.195320658,6.30646193
20580N3.cif,16.24084,15.94544,0.591588,2024.96,1.17906,0.654035,1,0.505050505,0.414141414,0.060606061,0.02020202,0,0,0,0,3,225,0.5625,0.080808081,0.253737374,4.496866311,1.210405777,6.290365209
20164N2.cif,25.87293,25.57106,0.460211,2208.12,1.6485,0.688243,0,0.5,0.392857143,0.071428571,0.035714286,0,0,0,0,2,97,0.577380952,0.107142857,0.34,3.787412838,1.753901271,6.284361197
15110N2.cif,29.29451,29.11054,0.480027,1904.35,1.58595,0.745289,0,0.611111111,0.222222222,0,0.111111111,0,0,0.055555556,0,0,109,0.825757576,0.111111111,0.382222222,4.749742651,1.235909319,6.272802505
20281N2.cif,22.82201,22.49727,0.478073,2273.54,1.57578,0.704012,0,0.581818182,0.363636364,0.054545455,0,0,0,0,0,0,171,0.66796875,0.054545455,0.165818182,4.33891935,1.436847086,6.267306851
16331N2.cif,30.60553,30.41534,0.393362,2331.82,2.03756,0.762097,0,0.55,0.35,0.1,0,0,0,0,0,0,85,0.643939394,0.1,0.304,3.941019092,1.772614095,6.255181896
17100N2.cif,29.31086,29.13679,0.523006,1713.86,1.45543,0.717385,0,0.571428571,0.238095238,0.095238095,0.095238095,0,0,0,0,1,109,0.756944444,0.19047619,0.617142857,4.044100202,1.380016831,6.254315773
21102N2.cif,27.3707,27.29496,0.397034,2509.02,2.02098,0.766735,0,0.611111111,0.319444444,0.055555556,0,0.013888889,0,0,0,0,253,0.71875,0.055555556,0.168888889,4.686122866,1.462776104,6.232740803
17240N3.cif,25.60327,25.41101,0.428917,2366.02,1.77727,0.709462,1,0.56,0.4,0.04,0,0,0,0,0,0,106,0.630952381,0.04,0.1216,3.686790679,1.85877458,6.228624571
13123N2.cif,17.88597,17.49977,0.584938,1943.42,1.23028,0.668593,0,0.57,0.3,0.1,0,0.03,0,0,0,0,80,0.701754386,0.1,0.304,5.161605319,1.031758144,6.220838268
18151N2.cif,22.00137,21.77837,0.648722,1595.84,1.08777,0.662496,0,0.5625,0.25,0.0625,0.0625,0,0.0625,0,0,1,76,0.703703704,0.1875,0.6025,5.871964716,0.822524481,6.199957433
