COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_CH4(mol/kg),D_CH4(10^-8 m2/s),P_CH4(10^4 Barrer)
07012N3.cif,18.79873,16.12301,0.176283,6656.65,5.17815,0.946881,1,0.564705882,0.282352941,0,0.094117647,0,0,0.058823529,0,0,433,0.751736111,0.094117647,0.323764706,2.62819064,26.02437957,34.10025561
07011N3.cif,9.68318,8.50466,0.388736,5292.57,2.05414,0.870751,1,0.489795918,0.326530612,0,0.081632653,0,0,0.102040816,0,0,193,0.670138889,0.081632653,0.280816327,1.574041845,8.866429784,14.11004331
07013N3.cif,27.47264,19.05082,0.170478,6419.8,5.3681,0.95051,1,0.576470588,0.282352941,0,0.094117647,0,0,0.047058824,0,0,112,0.761904762,0.094117647,0.323764706,2.808405954,32.40788087,44.05042486
20564N3.cif,10.39141,8.99001,0.501099,4268.8,1.5296,0.833738,1,0.5,0.333333333,0,0.125,0,0,0.041666667,0,0,65,0.677083333,0.12,0.4128,1.330404047,9.131383134,15.15960221
21091N3.cif,4.79479,3.94341,0.972508,299.395,0.49651,0.313669,1,0.538461538,0.393162393,0.034188034,0.034188034,0,0,0,0,1,79,0.626984127,0.068376068,0.221538462,0.462480438,1.4303008,0.60269846
19401N3.cif,11.5101,7.64416,0.30788,7731.14,2.72262,0.866878,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,0,37,0.637931034,0.075471698,0.229433962,1.748230975,10.47058272,14.59229742
20100C3.cif,50.96214,50.91801,0.328319,1956.73,2.61977,0.836915,1,0.5,0.394736842,0.078947368,0,0,0.026315789,0,0,0,124,0.543859649,0.105263158,0.317894737,1.182094769,28.50047446,27.6500744
20114N3.cif,12.06451,10.07551,0.231848,8133.79,3.79041,0.905398,1,0.521367521,0.41025641,0.034188034,0.034188034,0,0,0,0,1,73,0.598360656,0.068376068,0.221538462,2.132168202,17.0533832,22.79761676
19002N3.cif,23.97998,20.28649,0.140829,7067.37,6.59524,0.942223,1,0.572815534,0.349514563,0.038834951,0,0.038834951,0,0,0,0,81,0.686440678,0.038834951,0.118058252,3.108395599,30.40549541,37.45835635
19250N3.cif,7.22911,6.74297,0.714266,1887.78,0.893476,0.538283,1,0.513761468,0.403669725,0.036697248,0.036697248,0,0,0.009174312,0,1,265,0.591517857,0.073394495,0.237798165,0.678237699,2.19392097,1.708787654
16110N3.cif,22.72268,16.03454,0.173311,7277.76,5.23902,0.931295,1,0.463414634,0.390243902,0.048780488,0.048780488,0,0,0.048780488,0,1,64,0.561403509,0.097560976,0.316097561,2.760518728,24.81352201,33.02228033
19252N3.cif,6.99064,6.50235,0.746991,1674.86,0.828336,0.510249,1,0.52293578,0.403669725,0.036697248,0.036697248,0,0,0,0,1,273,0.598684211,0.073394495,0.237798165,0.593821298,1.978813506,1.337743097
19400N3.cif,14.32155,12.10114,0.316997,5190.57,2.75347,0.972088,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,1.982184354,14.47912395,26.41566902
20116N3.cif,28.52567,23.74486,0.108902,8274.73,8.65674,0.957624,1,0.503875969,0.434108527,0.031007752,0.031007752,0,0,0,0,1,145,0.557692308,0.062015504,0.200930233,4.008574479,28.30013368,35.33652774
20563N3.cif,8.28131,7.39877,0.809619,2126.18,0.805342,0.783173,1,0.5,0.3,0,0.15,0,0,0.05,0,0,57,0.7125,0.142857143,0.491428571,1.353151665,4.355463896,11.16178989
19241N3.cif,5.14503,4.7741,0.871072,528.847,0.5842,0.299991,1,0.570093458,0.392523364,0.037383178,0,0,0,0,0,0,157,0.643442623,0.037383178,0.11364486,0.428361592,2.343697274,0.783589971
19000N3.cif,19.29611,16.64848,0.207045,6282.28,4.34959,0.919865,1,0.523809524,0.380952381,0.047619048,0,0.047619048,0,0,0,0,55,0.625,0.047619048,0.144761905,2.213478124,20.97452897,26.4101485
14050N3.cif,13.26023,8.62197,0.394807,5191.51,2.0066,0.853166,1,0.565217391,0.434782609,0,0,0,0,0,0,0,49,0.628205128,0,0,1.665523855,9.813806407,16.44452293
20571N3.cif,9.85367,8.34107,0.505453,3127.44,1.45161,0.674538,1,0.546391753,0.371134021,0.082474227,0,0,0,0,0,0,133,0.627358491,0.082474227,0.250721649,0.872575174,2.887137247,2.565500076
15201N3.cif,26.5708,22.37925,0.128813,6496.73,7.3044,0.958395,1,0.584415584,0.25974026,0.051948052,0.103896104,0,0,0,0,0.5,69,0.766666667,0.155844156,0.515324675,3.5077566,44.40422234,57.43445493
19421N3.cif,28.07964,26.28184,0.152124,6864.11,6.06215,0.941884,1,0.564356436,0.396039604,0.03960396,0,0,0,0,0,0,289,0.63377193,0.03960396,0.12039604,2.994357345,24.02994701,30.79400297
18021N3.cif,12.96805,9.80173,0.351674,7770.16,2.35258,0.874698,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,0,59,0.59,0.042553191,0.129361702,1.752836328,10.77544256,17.35359378
20651N3.cif,9.32717,8.71364,0.870706,1435.91,0.656226,0.462459,1,0.533333333,0.355555556,0.066666667,0.022222222,0,0.022222222,0,0,3,45.25,0.628472222,0.111111111,0.367555556,0.448026724,8.871320104,4.780259721
15200N3.cif,8.20958,7.60329,0.55678,4995.9,1.35641,0.818357,1,0.517241379,0.275862069,0.068965517,0.137931034,0,0,0,0,0.5,43,0.716666667,0.206896552,0.684137931,1.370610168,10.93216111,20.39205302
16130N3.cif,31.72634,22.10199,0.146333,6295.71,6.37587,0.960091,1,0.612903226,0.258064516,0,0.086021505,0,0,0.043010753,0,0,136,0.795321637,0.084805654,0.291731449,3.17819857,34.53407446,46.05725754
13180N3.cif,5.37236,4.11429,1.0494,908.247,0.489079,0.494038,1,0.510204082,0.326530612,0.081632653,0.081632653,0,0,0,0,1,33,0.66,0.163265306,0.528979592,0.936282962,2.913430165,4.224036852
20110N3.cif,29.01327,24.61711,0.0960765,8726.69,9.87317,0.955869,1,0.542857143,0.380952381,0.038095238,0.038095238,0,0,0,0,1,145,0.635964912,0.076190476,0.246857143,4.401807626,51.71050944,62.43670508
16113N3.cif,16.19063,14.24492,0.209078,6621.12,4.29353,0.922396,1,0.463414634,0.341463415,0.048780488,0.048780488,0,0.048780488,0.048780488,0,1,253,0.554824561,0.146341463,0.510243902,2.233653592,20.68387602,26.6126453
16251N3.cif,13.46817,12.29168,0.279806,7283.55,3.05826,0.90766,1,0.6,0.365217391,0.034782609,0,0,0,0,0,0,189,0.684782609,0.034782609,0.10573913,1.979989019,20.18396966,30.31545821
19020N3.cif,11.92097,8.93284,0.303867,6824.98,2.81202,0.868307,1,0.532467532,0.311688312,0.051948052,0.051948052,0,0.051948052,0,0,1,105,0.640243902,0.155844156,0.543376623,1.656092746,11.31822712,14.77183508
21311N3.cif,21.70429,21.55021,0.567372,1973.29,1.3215,0.800511,1,0.62295082,0.344262295,0.032786885,0,0,0,0,0,0,217,0.713815789,0.032786885,0.099672131,1.055565236,11.81636364,16.92071382
13182N3.cif,6.14398,5.43904,1.05108,941.889,0.470735,0.433566,1,0.485714286,0.4,0.057142857,0.057142857,0,0,0,0,1,39,0.573529412,0.114285714,0.370285714,0.700269253,1.192458293,1.136616082
19240N3.cif,5.86904,5.47654,0.865448,557.75,0.624971,0.373096,1,0.584158416,0.376237624,0.03960396,0,0,0,0,0,0,157,0.665254237,0.03960396,0.12039604,0.553684373,1.711168693,0.913758046
21313N3.cif,40.84634,40.78327,0.327254,2407.86,2.59218,0.863105,1,0.607142857,0.357142857,0.035714286,0,0,0,0,0,0,142,0.696078431,0.035714286,0.108571429,1.478019253,10.33491131,12.8869455
20118N3.cif,12.28917,9.84553,0.238813,8288.52,3.65081,0.893995,1,0.503875969,0.434108527,0.031007752,0.031007752,0,0,0,0,1,73,0.561538462,0.062015504,0.200930233,2.037575581,10.13315103,13.1663637
21315N3.cif,31.18528,31.09708,0.389144,2339.93,2.04649,0.772689,1,0.597014925,0.343283582,0.059701493,0,0,0,0,0,0,111,0.69375,0.059701493,0.181492537,1.087956029,10.45677548,10.21736117
20115N3.cif,10.65907,9.7459,0.336368,8201.79,2.45083,0.862405,1,0.521367521,0.41025641,0.034188034,0.034188034,0,0,0,0,1,145,0.594262295,0.068376068,0.221538462,1.693504528,11.79721115,17.31036416
21111N3.cif,9.58888,7.32571,0.598089,2816.97,1.13314,0.65034,1,0.516778523,0.463087248,0.020134228,0,0,0,0,0,0,168,0.545454545,0.020134228,0.061208054,1.010618845,1.74398213,2.047624206
18132N3.cif,8.97859,8.87995,0.735312,1892.53,0.854331,0.627722,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,0.926224444,4.299221333,5.489838851
14051N3.cif,13.27592,7.58301,0.470513,4338.33,1.65883,0.836274,1,0.44,0.4,0.08,0.08,0,0,0,0,1,34,0.515151515,0.16,0.5184,1.462693461,9.141021368,15.71385772
17160N3.cif,21.8567,18.71003,0.165781,6688.85,5.5543,0.938093,1,0.579365079,0.349206349,0.063492063,0,0,0,0,0.007936508,0,99,0.678082192,0.063492063,0.193015873,2.727590127,28.74798407,36.42350257
19251N3.cif,6.87672,6.39394,0.787731,1577.8,0.812435,0.541113,1,0.523364486,0.373831776,0.037383178,0.037383178,0,0,0.009345794,0.018691589,1,281,0.627232143,0.074766355,0.242242991,0.566195798,2.146172814,1.547076491
17240N3.cif,25.60327,25.41101,0.428917,2366.02,1.77727,0.709462,1,0.56,0.4,0.04,0,0,0,0,0,0,106,0.630952381,0.04,0.1216,0.881715975,8.779020468,7.0354474
18010N3.cif,5.77387,5.02763,0.831566,1101.03,0.68567,0.461678,1,0.526315789,0.403508772,0.035087719,0.035087719,0,0,0,0,1,73,0.608333333,0.070175439,0.227368421,0.540734713,0.692228544,0.429224208
18020N3.cif,17.5734,14.36485,0.156205,8393.65,5.87985,0.931754,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,0,59,0.59,0.042553191,0.129361702,2.867794958,29.44566303,36.7096448
20520N3.cif,12.89769,12.60206,0.680943,1878.3,0.898842,0.517656,1,0.6,0.36,0.04,0,0,0,0,0,0,124,0.688888889,0.04,0.1216,0.54631847,9.117739775,5.244446252
19403N3.cif,7.67734,4.72002,0.61576,2217.1,1.10514,0.580411,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,0,37,0.637931034,0.075471698,0.229433962,0.778274108,1.353468814,1.124456074
19003N3.cif,11.12571,8.93489,0.288804,6966.62,2.96852,0.893675,1,0.572815534,0.349514563,0.038834951,0,0.038834951,0,0,0,0,81,0.686440678,0.038834951,0.118058252,1.809153581,13.99243248,19.51488606
16112N3.cif,25.15287,15.93631,0.188209,6559.23,4.81199,0.925076,1,0.463414634,0.341463415,0.048780488,0.048780488,0,0.048780488,0.048780488,0,1,64,0.561403509,0.146341463,0.510243902,2.433879004,28.10292502,35.56991772
08000N3.cif,9.86844,5.40897,0.522061,4229.44,1.387,0.745136,1,0.394833948,0.442804428,0,0.088560886,0,0,0.073800738,0,0,189,0.441588785,0.088560886,0.304649446,1.215922373,5.661729385,7.998827018
20443N3.cif,10.12872,9.50351,0.754281,1453.61,0.844804,0.547421,1,0.362068966,0.448275862,0.086206897,0.086206897,0,0.017241379,0,0,1,38.5,0.305555556,0.189655172,0.613103448,0.470847288,5.334232797,3.09757058
21291N3.cif,23.32506,21.96829,0.378666,3315.09,2.19005,0.870396,1,0.561290323,0.348387097,0.051612903,0,0.038709677,0,0,0,0,233,0.66954023,0.051612903,0.156903226,1.553414754,6.554427983,10.0232825
16332N3.cif,17.51716,13.42157,0.275377,5151,3.19242,0.904039,1,0.517241379,0.275862069,0.068965517,0.137931034,0,0,0,0,0.5,85,0.708333333,0.206896552,0.684137931,1.847273838,20.79482514,28.56379672
20501N3.cif,8.53839,5.1108,0.796833,1890.77,0.792462,0.613053,1,0.529411765,0.294117647,0.058823529,0.117647059,0,0,0,0,0.5,151,0.699074074,0.176470588,0.583529412,0.8523679,3.878850632,4.82403029
20112N3.cif,10.43778,9.58065,0.327035,8131.63,2.54535,0.87038,1,0.542857143,0.380952381,0.038095238,0.038095238,0,0,0,0,1,145,0.635964912,0.076190476,0.246857143,1.712400894,17.77907491,25.88405379
18041N3.cif,4.77581,4.31835,1.11611,249.663,0.401897,0.211205,1,0.489361702,0.368794326,0.028368794,0.113475177,0,0,0,0,0.25,169,0.612318841,0.141843972,0.476595745,0.205586628,1.252038802,0.181233466
13040N3.cif,8.45219,8.28728,0.70169,1797.36,0.894896,0.473173,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.460560003,5.834211463,2.664699122
17161N3.cif,16.46047,13.64478,0.331563,5815.1,2.53207,0.874279,1,0.579365079,0.349206349,0.063492063,0,0,0,0,0.007936508,0,197,0.674657534,0.063492063,0.193015873,1.641962185,9.97638871,14.18296957
20481N3.cif,61.4236,35.99105,0.0649332,7662.28,14.9243,0.975378,1,0.577154309,0.360721443,0.056112224,0,0,0,0,0.006012024,0,1529,0.663628472,0.056112224,0.170581162,6.369755308,69.68430407,83.96765583
20440N3.cif,12.90543,12.57722,0.721036,1849.57,0.926833,0.616439,1,0.37254902,0.431372549,0.098039216,0.078431373,0,0.019607843,0,0,1.25,38.5,0.337719298,0.196078431,0.629803922,0.688667401,7.74919619,7.084803164
18121N3.cif,6.13559,6.06486,0.933924,901.888,0.529958,0.355431,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.43222893,4.042633974,1.732445749
19402N3.cif,6.34336,5.7532,0.46182,7409.18,1.64666,0.801027,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,1.535147887,7.144786563,12.11919913
21040N3.cif,5.08169,4.94969,1.03457,625.965,0.487545,0.340963,1,0.570247934,0.330578512,0.033057851,0.033057851,0,0.033057851,0,0,1,185,0.670289855,0.099173554,0.318677686,0.36641338,0.310026043,0.119688159
20442N3.cif,9.86897,9.55392,0.667311,1963.87,1.00367,0.588781,1,0.365079365,0.476190476,0.079365079,0.063492063,0,0.015873016,0,0,1.25,38.5,0.278985507,0.158730159,0.50984127,0.693120707,5.82519813,4.738230636
20261N3.cif,13.17228,13.11194,0.871863,1032.71,0.595071,0.425941,1,0.492682927,0.487804878,0.019512195,0,0,0,0,0,0,201,0.497524752,0.019512195,0.059317073,0.344779329,2.51403955,0.961447489
15202N3.cif,13.35449,10.5223,0.257625,6511.29,3.42188,0.915341,1,0.584415584,0.25974026,0.051948052,0.103896104,0,0,0,0,0.5,69,0.766666667,0.155844156,0.515324675,1.96317572,21.47986743,29.70135358
19253N3.cif,7.3388,6.44929,0.838706,1329.54,0.732891,0.475615,1,0.53271028,0.373831776,0.037383178,0.037383178,0,0,0,0.018691589,1,289,0.63377193,0.074766355,0.242242991,0.511774548,0.819464215,0.499676034
17090N3.cif,8.32513,8.10818,0.730299,1664.12,0.840287,0.449479,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.435290127,3.3274711,1.42009622
18120N3.cif,7.53693,6.98122,0.493027,3176.15,1.45436,0.629803,1,0.555555556,0.388888889,0.055555556,0,0,0,0,0,0,101,0.63125,0.055555556,0.168888889,0.925338342,3.553643498,3.049751083
18022N3.cif,10.16733,9.67446,0.467019,3532.93,1.61428,0.698827,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,0,59,0.59,0.042553191,0.129361702,0.89678719,4.440119411,3.881528883
21041N3.cif,11.97179,11.87647,0.844022,1393.19,0.693726,0.483296,1,0.574468085,0.340425532,0.028368794,0.028368794,0,0.028368794,0,0,1,217,0.669753086,0.085106383,0.273475177,0.477602966,2.23542321,1.300793293
20111N3.cif,12.48955,10.59437,0.220993,8236.2,4.00483,0.911316,1,0.542857143,0.380952381,0.038095238,0.038095238,0,0,0,0,1,73,0.640350877,0.076190476,0.246857143,2.238243124,15.98177662,21.51762718
20480N3.cif,61.79024,34.78989,0.0618651,7942.42,15.6637,0.976074,1,0.580645161,0.362903226,0.056451613,0,0,0,0,0,0,1529,0.663628472,0.056451613,0.171612903,6.756382681,68.18460121,83.08900518
21110N3.cif,23.05723,21.65583,0.215582,6769.58,4.11055,0.89893,1,0.584269663,0.348314607,0.06741573,0,0,0,0,0,0,211,0.676282051,0.06741573,0.20494382,2.134265621,19.27043352,23.80635336
19404N3.cif,5.87881,5.64925,0.769703,1345.04,0.773026,0.442599,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,0.54009514,0.970519716,0.533362884
19022N3.cif,10.98008,8.27158,0.343281,6662.78,2.44721,0.860065,1,0.532467532,0.311688312,0.051948052,0.051948052,0,0.051948052,0,0,1,105,0.640243902,0.155844156,0.500779221,1.535228494,11.41588364,15.4553252
21270N3.cif,4.92801,4.59057,1.0074,345.929,0.471451,0.310888,1,0.559633028,0.385321101,0.036697248,0.018348624,0,0,0,0,2,157,0.643442623,0.055045872,0.174678899,0.540091165,2.116009143,1.069067358
