COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_CH4(mol/kg),D_CH4(10^-8 m2/s),P_CH4(10^4 Barrer)
21354N2.cif,22.4453,21.72518,0.327065,2568.64,2.74593,0.960359,0,0.692307692,0,0.307692308,0,0,0,0,0,0,129,0.895833333,0.301886792,0.917735849,1.715347872,70.89078719,114.0838687
21670N2.cif,5.85394,4.40977,0.679122,2056.1,0.997376,0.542496,0,0.5,0.071428571,0.285714286,0.142857143,0,0,0,0,2,67,0.797619048,0.428571429,1.36,0.471921648,1.36398479,0.708334374
21410N2.cif,22.50124,22.18022,0.457288,2811.55,1.65165,0.714231,0,0.471910112,0.45505618,0.039325843,0.033707865,0,0,0,0,1.166666667,168,0.5,0.073033708,0.235505618,0.948645325,14.42146133,13.34615586
21351N2.cif,22.55319,21.73551,0.242335,3505.5,3.72121,0.960275,0,0.666666667,0.175438596,0.140350877,0,0,0,0,0.01754386,0,125,0.822368421,0.140350877,0.426666667,2.211537165,74.79353351,114.9700207
21660N2.cif,7.73885,7.27798,0.973023,1368.83,0.548332,0.46244,0,0.588235294,0.235294118,0.117647059,0,0.058823529,0,0,0,0,46,0.766666667,0.117647059,0.357647059,0.530289682,5.510232381,3.927137801
21531N2.cif,10.88939,10.65465,0.963001,1297.86,0.624735,0.652104,0,0.541176471,0.376470588,0.047058824,0.035294118,0,0,0,0,1.333333333,117,0.635869565,0.081871345,0.262923977,0.788908068,3.83529697,5.67523106
21400N2.cif,27.19937,27.05362,0.412821,2377.29,1.87423,0.730464,0,0.56,0.4,0.04,0,0,0,0,0,0,106,0.630952381,0.04,0.1216,0.967385229,8.183042771,7.129998233
22000N2.cif,30.11354,30.0174,0.562012,1617.69,1.36812,0.763372,0,0.571428571,0.19047619,0.047619048,0,0,0.19047619,0,0,0,94,0.652777778,0.238095238,0.902857143,0.818817903,7.320690286,7.681317714
21480N2.cif,13.01052,12.37536,0.841932,1282.29,0.756165,0.463761,0,0.410714286,0.285714286,0.071428571,0.071428571,0,0.160714286,0,0,1,58,0.420289855,0.303571429,1.1025,0.341198913,5.921463827,2.3562562
21353N2.cif,22.44138,21.73096,0.279365,3002.87,3.21322,0.960237,0,0.679245283,0,0.301886792,0,0,0,0,0.018867925,0,129,0.895833333,0.301886792,0.917735849,2.01801844,66.9711058,108.2873142
21391N2.cif,38.85647,38.68679,0.356172,2256.46,2.29075,0.762353,0,0.482758621,0.379310345,0.068965517,0.068965517,0,0,0,0,1,97,0.577380952,0.137931034,0.446896552,1.028170198,13.51315325,11.26813789
21360N2.cif,10.60356,10.19245,0.771789,1307.54,0.785267,0.470195,0,0.406779661,0.430508475,0.122033898,0.040677966,0,0,0,0,3,96,0.4,0.162711864,0.510915254,0.486236275,2.964626507,1.562458477
21460N2.cif,19.34628,19.09254,0.585014,2048.65,1.21112,0.597171,0,0.5,0.384615385,0.038461538,0.076923077,0,0,0,0,0.5,94,0.602564103,0.115384615,0.381538462,0.57338066,6.846190407,4.096109268
21440N2.cif,17.07582,16.40166,0.541895,2305.57,1.31513,0.68175,0,0.555555556,0.416666667,0.027777778,0,0,0,0,0,0,148,0.616666667,0.027777778,0.084444444,0.811987114,3.562792589,3.192232528
21620N2.cif,21.60969,21.36547,0.524019,2098.4,1.3706,0.672771,0,0.526315789,0.421052632,0.052631579,0,0,0,0,0,0,70,0.583333333,0.052631579,0.16,0.774632754,8.08258729,6.592879033
21392N2.cif,37.30939,37.1392,0.403371,1968.93,1.9989,0.750816,0,0.482758621,0.344827586,0.068965517,0.068965517,0,0.034482759,0,0,1,97,0.577380952,0.172413793,0.555862069,0.919142297,16.57662795,13.78261686
21382N2.cif,11.44724,10.9067,0.799004,1640.75,0.788857,0.620044,0,0.557142857,0.342857143,0.057142857,0,0.042857143,0,0,0,0,53,0.679487179,0.057142857,0.173714286,0.69299224,5.76523761,5.911961488
21352N2.cif,22.22526,21.73638,0.269598,3103.49,3.3119,0.967703,0,0.721311475,0.131147541,0.131147541,0,0,0,0,0.016393443,0,153,0.869318182,0.131147541,0.398688525,2.155099792,59.69369212,100.2464797
21650N2.cif,8.50883,7.98145,1.44448,592.334,0.32215,0.355472,0,0.60952381,0.076190476,0.152380952,0.076190476,0,0.076190476,0,0.00952381,2,105,0.8203125,0.301886792,1.018867925,0.259367151,4.620543861,1.83797479
21661N2.cif,13.4719,13.35864,0.766248,1565.79,0.827539,0.604466,0,0.575342466,0.287671233,0.095890411,0,0.04109589,0,0,0,0,60.5,0.720238095,0.095890411,0.291506849,0.612680792,6.258695481,5.304859286
21420N2.cif,8.3785,7.56134,0.795186,1476.43,0.739801,0.480856,0,0.555555556,0.361111111,0.083333333,0,0,0,0,0,0,103,0.64375,0.083333333,0.253333333,0.542281111,3.159091117,1.956522944
21330N2.cif,29.41365,29.21423,0.427291,2122.8,1.85092,0.733368,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,0.904633662,6.995148468,5.922839072
21380N2.cif,14.88759,14.53938,0.709137,1688.66,0.937703,0.658095,0,0.576923077,0.346153846,0.038461538,0,0.038461538,0,0,0,0,62.5,0.694444444,0.038461538,0.116923077,0.705944061,7.563525957,7.442654834
21711N2.cif,10.96455,10.53452,1.20612,693.303,0.364807,0.342524,0,0.421052632,0.368421053,0.105263158,0.052631579,0.052631579,0,0,0,2,49,0.510416667,0.157894737,0.501052632,0.25926719,12.16398199,3.891521252
21690N2.cif,26.55132,26.34624,0.466571,1995.68,1.65497,0.726873,0,0.510673235,0.356321839,0.088669951,0.044334975,0,0,0,0,2,757,0.6085209,0.133004926,0.422068966,0.845259096,13.77745177,11.79640248
21680N2.cif,11.60726,11.45019,0.872501,1358.9,0.631541,0.538235,0,0.59375,0.375,0.03125,0,0,0,0,0,0,103,0.677631579,0.03125,0.095,0.502598299,5.066777905,3.571949428
21450N2.cif,37.64006,37.49572,0.355495,2412.97,2.32538,0.796876,0,0.613138686,0.255474453,0.04379562,0.087591241,0,0,0,0,0.5,131,0.779761905,0.131386861,0.434452555,1.154633917,12.50151051,12.21365352
21421N2.cif,12.72508,12.04475,0.650792,1954.08,1.0112,0.575009,0,0.565217391,0.369565217,0.065217391,0,0,0,0,0,0,135,0.649038462,0.065217391,0.19826087,0.63292945,8.456887411,5.98270035
21600N2.cif,34.66268,34.49452,0.379388,2225.74,2.15958,0.786848,0,0.545454545,0.318181818,0.090909091,0,0.045454545,0,0,0,0,97,0.673611111,0.090909091,0.276363636,1.087242794,13.04449745,12.64570005
21651N2.cif,9.6161,9.10674,1.65035,604.429,0.295635,0.512287,0,0.620155039,0.124031008,0.124031008,0.062015504,0,0.062015504,0,0.007751938,2,129,0.80625,0.246153846,0.830769231,0.458616202,2.392274009,2.770538939
21424N2.cif,15.75198,15.24492,0.562973,2212.19,1.24603,0.640205,0,0.571428571,0.375,0.053571429,0,0,0,0,0,0,167,0.65234375,0.053571429,0.162857143,0.716022099,3.750314528,2.890781708
21381N2.cif,15.15191,14.84828,0.705099,1655.41,0.925118,0.621436,0,0.56,0.32,0.08,0,0.04,0,0,0,0,58,0.69047619,0.08,0.2432,0.619572335,8.388257385,6.801815123
22041N2.cif,10.71529,10.57759,0.933183,1053.09,0.5777,0.436111,0,0.64,0.32,0.04,0,0,0,0,0,0,189,0.73828125,0.04,0.1216,0.338865477,6.34837361,2.61497905
21340N2.cif,38.20079,38.04226,0.328548,2442.07,2.5164,0.794382,0,0.576923077,0.384615385,0.038461538,0,0,0,0,0,0,118,0.655555556,0.038461538,0.116923077,1.192417704,12.06632464,11.21621161
22031N2.cif,8.77977,8.26807,1.41755,590.226,0.329357,0.341553,0,0.566371681,0.14159292,0.212389381,0,0,0.07079646,0,0.008849558,0,93,0.7265625,0.280701754,0.919298246,0.242193934,3.315496035,1.161242216
21631N2.cif,26.43382,26.25093,0.537292,1848.51,1.40721,0.750499,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,0.888051724,8.815103723,9.428459316
21490N2.cif,8.6827,7.32397,1.10025,562.703,0.452205,0.26477,0,0.52892562,0.371900826,0.066115702,0.016528926,0,0.016528926,0,0,4,309,0.603515625,0.099173554,0.30677686,0.206226727,2.238511515,0.401678868
21390N2.cif,22.31282,22.05035,0.502545,2087.5,1.47923,0.678856,0,0.52293578,0.366972477,0.055045872,0.055045872,0,0,0,0,1,72,0.631578947,0.110091743,0.356697248,0.75969686,5.602291532,4.336838048
21601N2.cif,37.95969,37.80266,0.33991,2351.82,2.4553,0.804088,0,0.541666667,0.333333333,0.083333333,0,0.041666667,0,0,0,0,103,0.66025641,0.083333333,0.253333333,1.1988294,19.18848235,18.77932964
21712N2.cif,16.9478,16.60136,0.841107,927.94,0.700886,0.468026,0,0.458333333,0.375,0.083333333,0.041666667,0.041666667,0,0,0,2,73,0.553030303,0.125,0.396666667,0.299563987,14.23360499,5.013491564
21710N2.cif,10.4747,10.05362,1.15137,696.736,0.430965,0.319626,0,0.4375,0.3125,0.125,0.0625,0.0625,0,0,0,2,49,0.583333333,0.1875,0.595,0.203856291,3.797900745,0.851019062
22020N2.cif,8.0167,6.01664,0.544533,4204.55,1.32859,0.713568,0,0.509433962,0.41509434,0.037735849,0.037735849,0,0,0,0,1,280,0.576131687,0.075471698,0.244528302,1.127917368,4.319927134,5.654937721
21422N2.cif,11.51494,10.97887,0.682504,1790.89,0.923072,0.526077,0,0.538461538,0.403846154,0.057692308,0,0,0,0,0,0,135,0.602678571,0.057692308,0.175384615,0.552071966,4.995513766,2.957637345
21331N2.cif,29.4063,29.20821,0.450021,2047.12,1.72832,0.72181,0,0.541666667,0.333333333,0.083333333,0.041666667,0,0,0,0,2,103,0.66025641,0.125,0.396666667,0.859414418,19.23112547,16.03531746
21395N2.cif,38.12916,37.9101,0.329937,2492.96,2.53545,0.756729,0,0.482758621,0.344827586,0.068965517,0.103448276,0,0,0,0,0.666666667,103,0.613095238,0.172413793,0.565517241,1.080789062,23.94978036,19.30316066
21394N2.cif,35.57159,35.29817,0.320161,2708.49,2.61618,0.743869,0,0.454545455,0.393939394,0.060606061,0.090909091,0,0,0,0,0.666666667,97,0.538888889,0.151515152,0.496969697,1.074486594,10.79808083,8.253288268
22021N2.cif,7.77183,5.8306,0.581616,3534.79,1.20079,0.667293,0,0.491525424,0.440677966,0.033898305,0.033898305,0,0,0,0,1,280,0.536398467,0.06779661,0.219661017,0.985803269,4.499671273,5.142076177
21393N2.cif,37.05879,36.80411,0.316613,2623.49,2.64165,0.754921,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,1.126393117,25.07302732,20.16236916
21370N2.cif,9.45404,9.01044,1.07115,1053.17,0.500753,0.495673,0,0.428571429,0.285714286,0.142857143,0.142857143,0,0,0,0,1,22,0.611111111,0.285714286,0.925714286,0.527788595,3.008276502,2.517896407
22001N2.cif,8.61999,8.30428,0.813726,1331.01,0.706503,0.444991,0,0.461538462,0.461538462,0.025641026,0,0,0.051282051,0,0,0,280,0.432098765,0.076923077,0.282051282,0.495434288,2.753260052,1.475289542
22002N2.cif,7.36659,6.8423,0.794607,1854.99,0.751164,0.4912,0,0.461538462,0.435897436,0.025641026,0,0,0.076923077,0,0,0,280,0.432098765,0.102564103,0.384102564,0.551064541,5.301377385,3.405779159
21633N2.cif,10.99,10.58604,0.888693,1283.18,0.643935,0.530409,0,0.55,0.35,0.05,0.05,0,0,0,0,1,44.5,0.674242424,0.1,0.324,0.523493877,3.17017032,2.33653019
21530N2.cif,11.11257,10.69236,0.889795,1360.96,0.690563,0.650257,0,0.534883721,0.38372093,0.046511628,0.034883721,0,0,0,0,1.333333333,115,0.625,0.081395349,0.261395349,0.814376924,3.966970182,5.58308118
21350N2.cif,22.22645,21.73463,0.312943,2641.26,2.8356,0.966965,0,0.666666667,0.060606061,0.242424242,0,0,0,0,0.03030303,0,77,0.875,0.242424242,0.736969697,1.917519923,72.91916883,126.3781931
21470N2.cif,10.66918,9.93798,0.652225,2086.63,1.00404,0.557768,0,0.588235294,0.382352941,0.029411765,0,0,0,0,0,0,213,0.665625,0.029411765,0.089411765,0.637131042,2.806904519,1.943220088
21700N2.cif,19.39136,13.42722,0.223906,6360.9,3.95184,0.900475,0,0.515151515,0.375757576,0.072727273,0,0,0.024242424,0.012121212,0,0,197,0.579411765,0.096969697,0.317575758,2.053645375,19.09605763,23.61680318
21411N2.cif,26.40974,26.1042,0.391003,2831.87,2.02234,0.758425,0,0.483870968,0.451612903,0.032258065,0.032258065,0,0,0,0,1,187,0.519444444,0.064516129,0.209032258,1.068231887,11.78762251,11.15318838
21691N2.cif,22.2962,22.20311,0.676478,1786.18,1.02703,0.627669,0,0.439252336,0.435747664,0.078271028,0.031542056,0,0.015186916,0,0,2.481481481,666,0.442819149,0.125,0.391401869,0.615166575,9.351166615,7.295539829
21630N2.cif,22.92625,22.70842,0.582998,1752.27,1.22944,0.695911,0,0.529411765,0.352941176,0.058823529,0.058823529,0,0,0,0,1,70,0.648148148,0.117647059,0.381176471,0.746283753,8.572302407,7.752410959
21425N2.cif,14.71041,14.36408,0.557585,2223.01,1.25735,0.604115,0,0.58,0.38,0.04,0,0,0,0,0,0,153,0.659482759,0.04,0.1216,0.652631884,1.21029181,0.794700769
22030N2.cif,8.77963,8.26802,1.35336,616.414,0.344017,0.341658,0,0.571428571,0.142857143,0.214285714,0,0,0.071428571,0,0,0,93,0.7265625,0.283185841,0.927433628,0.258135408,3.597826632,1.282647426
22010N2.cif,14.76,14.44648,0.794048,1698.8,0.735523,0.486746,0,0.366666667,0.5,0.066666667,0.066666667,0,0,0,0,1,37,0.28030303,0.133333333,0.432,0.443587887,9.94347955,5.09192222
22040N2.cif,26.78069,26.01336,0.445005,2798.23,1.72331,0.718986,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,259,0.674479167,0.037037037,0.112592593,0.881624886,8.07469174,6.803144065
21010N2.cif,27.09464,26.88019,0.446606,2109.45,1.75004,0.772144,0,0.581395349,0.325581395,0.046511628,0.046511628,0,0,0,0,1,106,0.706666667,0.093023256,0.301395349,1.004473609,11.27016242,11.66020299
20140N2.cif,8.96948,8.64909,0.770438,1695.36,0.780543,0.529368,0,0.565217391,0.376811594,0.028985507,0.028985507,0,0,0,0,1,103,0.66025641,0.057971014,0.187826087,0.588094458,3.055462649,2.1889407
16060N2.cif,9.86309,7.98521,0.526648,3902.98,1.3788,0.722489,0,0.512605042,0.420168067,0.033613445,0.033613445,0,0,0,0,1,141,0.577868852,0.067226891,0.217815126,1.133472811,3.645077333,4.695524196
13075N2.cif,15.59333,15.27988,0.82531,1336.61,0.773576,0.56683,0,0.5,0.25,0.083333333,0.083333333,0,0.083333333,0,0,1,46,0.638888889,0.25,0.871666667,0.473750989,10.12795027,6.704342226
16331N2.cif,30.60553,30.41534,0.393362,2331.82,2.03756,0.762097,0,0.55,0.35,0.1,0,0,0,0,0,0,85,0.643939394,0.1,0.304,1.009447979,7.56909645,6.84140323
15186N2.cif,44.62581,44.50279,0.363876,1916.32,2.28792,0.812419,0,0.566666667,0.233333333,0.033333333,0.133333333,0,0,0.033333333,0,0.25,160,0.784313725,0.166666667,0.56,1.126604845,13.2754161,13.20589353
20590N2.cif,26.30732,26.08678,0.562376,1673.11,1.28537,0.695248,0,0.557377049,0.327868852,0.098360656,0,0.016393443,0,0,0,0,136,0.666666667,0.098360656,0.299016393,0.734422177,9.066348468,7.776053991
12010N2.cif,18.71848,18.35805,0.626105,1702.75,1.1018,0.670962,0,0.549019608,0.294117647,0.039215686,0.078431373,0,0,0.039215686,0,0.5,321,0.716517857,0.117647059,0.389019608,0.703122449,7.168341056,6.32425352
19102N2.cif,23.82296,23.59441,0.578502,1703.53,1.25265,0.708289,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,0,109,0.756944444,0.105263158,0.32,0.773945504,14.44426071,13.6815598
21182N2.cif,26.06708,25.87098,0.52496,1892.44,1.43759,0.727859,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,0.833401415,7.615128242,7.243016507
14060N2.cif,18.55947,18.12092,0.413466,3425.64,1.91155,0.735488,0,0.56097561,0.341463415,0.048780488,0,0.048780488,0,0,0,0,63,0.684782609,0.048780488,0.148292683,0.990122484,5.269064866,4.738625776
17030N2.cif,31.79267,31.61204,0.41393,2134.64,1.91453,0.760588,0,0.545454545,0.363636364,0.045454545,0.045454545,0,0,0,0,1,94,0.652777778,0.090909091,0.294545455,1.020990582,23.40137448,22.4674625
16481N2.cif,17.87385,17.15,0.593558,1945.95,1.17849,0.642699,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,0.684298569,4.7761769,3.724014584
13100N2.cif,21.19983,20.79435,0.324166,3850.95,2.5693,0.85753,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,1.63340969,7.153581437,9.701747972
08011N2.cif,10.52235,9.83865,0.791326,1342.77,0.749476,0.418015,0,0.4375,0.375,0,0.125,0,0,0.0625,0,0,49,0.583333333,0.125,0.43,0.28950284,2.30571761,0.659509107
16510N2.cif,9.87643,9.11511,0.747046,1698.72,0.838476,0.507774,0,0.571428571,0.333333333,0.095238095,0,0,0,0,0,0,97,0.673611111,0.095238095,0.28952381,0.526094562,4.887188225,2.91309893
19281N2.cif,29.55916,29.37082,0.533802,2016.72,1.35769,0.688287,0,0.551020408,0.367346939,0.040816327,0.040816327,0,0,0,0,1,211,0.651234568,0.081632653,0.264489796,0.792737686,10.16611519,8.844002266
14073N2.cif,20.23652,19.93614,0.312968,4749.81,2.69554,0.866003,0,0.571428571,0.346938776,0.040816327,0.040816327,0,0,0,0,1,153,0.683035714,0.081632653,0.264489796,1.897458332,3.304702615,5.07619753
19455N2.cif,33.98261,33.56429,0.23879,3677.88,3.65752,0.847875,0,0.518072289,0.421686747,0.060240964,0,0,0,0,0,0,146.5,0.567829457,0.060240964,0.18313253,1.73482367,8.94881413,9.388221833
20172N2.cif,11.33952,11.03237,0.76071,1430.65,0.821838,0.520388,0,0.510204082,0.367346939,0.040816327,0.040816327,0.040816327,0,0,0,1,125,0.625,0.081632653,0.264489796,0.493768407,5.305018736,3.097213691
17061N2.cif,7.88207,7.25612,0.933326,1164.01,0.56724,0.413393,0,0.569620253,0.341772152,0.088607595,0,0,0,0,0,0,120,0.666666667,0.088607595,0.269367089,0.431744125,2.828042113,1.407094749
17150N2.cif,25.62212,25.51861,0.493129,1970.01,1.50711,0.701642,0,0.5,0.415662651,0.042168675,0.042168675,0,0,0,0,1,94.5,0.569277108,0.084337349,0.273253012,0.8222503,6.832707879,5.806140832
18050N2.cif,27.26495,27.09127,0.42524,2294.58,1.83026,0.728063,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,0.93284668,10.87270331,9.37919205
15170N2.cif,10.81126,10.55954,0.806596,1519.14,0.732188,0.513979,0,0.62962963,0.333333333,0.037037037,0,0,0,0,0,0,148,0.725490196,0.037037037,0.112592593,0.486289943,2.07140516,1.247315536
19430N2.cif,17.18126,16.8155,0.629044,1882.75,1.11261,0.691769,0,0.608695652,0.347826087,0.043478261,0,0,0,0,0,0,157,0.700892857,0.043478261,0.132173913,0.827230628,8.068362944,8.674984411
13161N2.cif,19.0418,17.92977,0.398037,4040,2.07755,0.854391,0,0.571428571,0.266666667,0.076190476,0,0,0.076190476,0,0.00952381,0,161,0.670833333,0.152380952,0.534857143,1.587237796,6.405729801,10.32773943
14072N2.cif,21.4664,20.98216,0.312968,4492.7,2.70641,0.87207,0,0.571428571,0.346938776,0.040816327,0.040816327,0,0,0,0,1,153,0.683035714,0.081632653,0.264489796,1.867103836,5.94822871,9.05361374
20540N2.cif,7.57719,7.23367,1.07152,812.451,0.460618,0.347489,0,0.512820513,0.358974359,0.076923077,0.051282051,0,0,0,0,1.5,74.5,0.620833333,0.125,0.4,0.325291658,1.104365326,0.399522813
16412C2.cif,10.55425,10.03477,0.819044,1601.47,0.723502,0.451309,0,0.509433962,0.377358491,0.056603774,0.037735849,0,0.018867925,0,0,1.5,95.5,0.589506173,0.113207547,0.376981132,0.366752306,4.089256173,1.655819332
19572N2.cif,16.26354,16.13144,0.609996,2030.83,1.12289,0.633227,0,0.581818182,0.354545455,0.063636364,0,0,0,0,0,0,172,0.671875,0.063636364,0.193454545,0.697193186,9.983206649,8.030159227
19170N2.cif,28.19438,28.06533,0.659458,1358.49,1.04177,0.655275,0,0.4375,0.4375,0.020833333,0.0625,0.020833333,0,0.020833333,0,0.333333333,124,0.492063492,0.083333333,0.278333333,0.589818818,18.5432248,14.11656975
17131N2.cif,28.02716,27.82019,0.581978,1597.17,1.19307,0.600777,0,0.566666667,0.366666667,0.066666667,0,0,0,0,0,0,265,0.649509804,0.066666667,0.202666667,0.569051164,12.43189416,7.387934497
16413C2.cif,10.55425,10.03477,1.02107,1200.52,0.559846,0.43566,0,0.519230769,0.384615385,0.057692308,0.038461538,0,0,0,0,1.5,95.5,0.589506173,0.094339623,0.301886792,0.330890306,3.086357056,1.356900385
21320N2.cif,17.86719,17.64676,0.600161,1890.36,1.15579,0.664996,0,0.610169492,0.322033898,0.06779661,0,0,0,0,0,0,205,0.711805556,0.06779661,0.206101695,0.742165996,9.715585939,8.595505139
19150N2.cif,5.22249,4.45148,1.25415,591.079,0.363274,0.330842,0,0.444444444,0.222222222,0.222222222,0.111111111,0,0,0,0,2,16,0.666666667,0.333333333,1.057777778,0.507567286,5.243782372,3.298549098
15080N2.cif,11.01506,9.25289,0.416852,4813.94,1.88643,0.824157,0,0.492307692,0.353846154,0.030769231,0.092307692,0,0,0.030769231,0,0.333333333,81,0.6328125,0.123076923,0.411076923,1.523117953,3.977978597,6.217307841
19531N2.cif,35.06104,34.80543,0.200938,4926.27,4.4558,0.898054,0,0.571428571,0.38961039,0.038961039,0,0,0,0,0,0,114,0.647727273,0.038961039,0.118441558,2.162852076,14.75813264,17.20431179
19350N2.cif,11.47456,11.29339,0.754705,1626.45,0.819711,0.586387,0,0.617647059,0.352941176,0.029411765,0,0,0,0,0,0,119,0.708333333,0.029411765,0.089411765,0.663270017,4.960677541,4.349180927
20152N2.cif,21.11229,20.9312,0.612609,1938.01,1.12884,0.615901,0,0.533333333,0.366666667,0.066666667,0,0.033333333,0,0,0,0,121,0.630208333,0.066666667,0.202666667,0.647237046,8.04713503,5.869667341
17153N2.cif,24.14078,23.9675,0.518329,1843.77,1.4064,0.680804,0,0.488764045,0.426966292,0.04494382,0.039325843,0,0,0,0,1.142857143,95,0.545977011,0.084269663,0.271910112,0.728873357,9.659409316,7.42069877
20361N2.cif,24.03543,23.81475,0.550295,1726.61,1.28811,0.65481,0,0.611111111,0.333333333,0.055555556,0,0,0,0,0,0,94,0.712121212,0.055555556,0.168888889,0.675754744,8.82281974,6.416850632
19471N2.cif,11.35144,9.73082,0.542931,3475.73,1.31936,0.73481,0,0.569892473,0.365591398,0.064516129,0,0,0,0,0,0,415,0.652515723,0.064516129,0.196129032,0.944499897,3.056778113,3.440329805
17155N2.cif,19.382,19.26829,0.632277,1452.11,1.06795,0.60565,0,0.458715596,0.431192661,0.036697248,0.073394495,0,0,0,0,0.5,103,0.515,0.110091743,0.364036697,0.548993146,12.0334889,7.556177307
21240C2.cif,7.79146,7.43582,0.999305,972.291,0.520522,0.379025,0,0.53968254,0.380952381,0.063492063,0,0,0.015873016,0,0,0,62.5,0.612745098,0.079365079,0.24,0.33219819,3.011771013,1.131878155
19510N2.cif,38.80846,38.64294,0.315673,2570.51,2.6613,0.795821,0,0.52,0.36,0.08,0.04,0,0,0,0,2,97,0.621794872,0.12,0.3808,1.266108078,7.061430857,6.708584185
19031N2.cif,8.57775,7.55574,0.724467,2514.21,0.921311,0.558794,0,0.446808511,0.319148936,0.127659574,0.085106383,0,0.021276596,0,0,1.5,70,0.555555556,0.234042553,0.743829787,0.651458708,2.079420343,1.638000668
20130N2.cif,27.54388,27.36019,0.581431,1659.86,1.31551,0.718241,0,0.571428571,0.333333333,0.047619048,0,0,0.047619048,0,0,0,94,0.652777778,0.095238095,0.285714286,0.689869547,10.2297539,8.802683501
21242C2.cif,14.40335,13.92267,0.695102,1730.52,0.965068,0.591245,0,0.559139785,0.397849462,0.043010753,0,0,0,0,0,0,97,0.621794872,0.042553191,0.129361702,0.549743178,3.251882528,2.194447862
21312N2.cif,45.47565,45.33846,0.269235,2711.4,3.20211,0.851109,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,0,142,0.696078431,0.035714286,0.108571429,1.566392839,13.99659138,15.00562964
15030N2.cif,18.68522,18.38514,0.581115,1910.73,1.20238,0.642122,0,0.535714286,0.357142857,0.035714286,0.035714286,0,0,0.035714286,0,1,59.5,0.661111111,0.071428571,0.231428571,0.668128006,4.631398234,3.448783947
19200N2.cif,9.19121,8.45677,0.505368,4048.61,1.48023,0.793684,0,0.5625,0.375,0.0625,0,0,0,0,0,0,70,0.648148148,0.0625,0.19,1.340508768,3.30374968,5.305749086
20169N2.cif,23.45658,23.15947,0.577773,1710.01,1.20705,0.601677,0,0.602040816,0.357142857,0.040816327,0,0,0,0,0,0,163,0.690677966,0.040816327,0.124081633,0.588639254,10.06364675,6.150916167
21035N2.cif,9.59384,9.45338,0.780658,1696.72,0.784876,0.620265,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,87,0.6796875,0.037037037,0.112592593,0.849111621,6.163245022,7.568797032
16300N2.cif,32.27168,32.11652,0.361341,2429.29,2.21016,0.754853,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,1.067733175,28.81965119,25.06949785
21083N2.cif,23.42094,23.16997,0.615166,1673.8,1.15582,0.67396,0,0.582089552,0.268656716,0.059701493,0.089552239,0,0,0,0,0.666666667,117,0.75,0.149253731,0.489552239,0.700024408,10.48349964,9.087835645
21210N2.cif,26.07142,25.77232,0.524414,2211.86,1.3878,0.71636,0,0.547619048,0.380952381,0.071428571,0,0,0,0,0,0,172,0.623188406,0.071428571,0.217142857,0.943871354,10.23051664,10.83504022
15040N2.cif,12.30214,12.16224,0.758374,1652.08,0.80124,0.589014,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,0,44.5,0.674242424,0.052631579,0.16,0.636157665,8.31199432,7.054944564
17110N2.cif,25.71565,25.36984,0.35903,3338.21,2.23658,0.733574,0,0.470588235,0.470588235,0.029411765,0.029411765,0,0,0,0,1,94,0.489583333,0.058823529,0.190588235,1.057993199,7.169458701,5.967033325
13140N2.cif,8.1834,7.57492,1.05262,1018.49,0.486406,0.447846,0,0.363636364,0.181818182,0,0.181818182,0.090909091,0,0.181818182,0,0,19,0.791666667,0.181818182,0.625454545,0.42236985,3.596092814,2.138644847
19270N2.cif,15.40875,15.16595,0.615922,2030.53,1.14667,0.627515,0,0.577777778,0.325925926,0.059259259,0,0.02962963,0,0,0.007407407,0,109,0.698717949,0.059259259,0.180148148,0.706842647,3.843136,3.135977061
20162N2.cif,23.46924,23.1796,0.655335,1463.93,1.00651,0.537346,0,0.583333333,0.361111111,0.027777778,0.027777778,0,0,0,0,1,172,0.682539683,0.055555556,0.18,0.438407824,10.19254899,4.699947834
20541N2.cif,5.08862,4.83044,1.44221,229.999,0.274494,0.272703,0,0.482758621,0.344827586,0.103448276,0.068965517,0,0,0,0,1.5,50.5,0.601190476,0.166666667,0.533333333,0.250969593,1.711751203,0.504655159
