COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_H2S(10^-8 m2/s),P_H2S(10^4 Barrer)
21330N2.cif,29.41365,29.21423,0.427291,2122.8,1.85092,0.733368,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,12.23895058,0.622868516,7.135112293
20630N2.cif,25.99705,25.8776,0.527893,2208.81,1.37232,0.693984,0,0.547619048,0.380952381,0.071428571,0,0,0,0,0,0,172,0.623188406,0.071428571,0.217142857,24.2960835,0.268085777,7.127216577
19522N2.cif,13.63704,13.20257,0.568271,2255.54,1.23807,0.622486,0,0.447368421,0.447368421,0.026315789,0.078947368,0,0,0,0,0.333333333,100,0.490196078,0.105263158,0.351578947,20.60147727,0.327342213,7.125248416
19283N2.cif,28.3007,28.04963,0.597348,1868.17,1.21172,0.67454,0,0.547169811,0.339622642,0.037735849,0.037735849,0.037735849,0,0,0,1,235,0.675287356,0.075471698,0.244528302,21.24362227,0.277571158,7.096636843
2016aN2.cif,25.82068,25.52152,0.46089,2191.81,1.6518,0.684053,0,0.493975904,0.385542169,0.084337349,0.036144578,0,0,0,0,2.333333333,94,0.573170732,0.120481928,0.380722892,11.60700392,0.649071113,7.094372706
15061N2.cif,17.15189,16.83791,0.533999,2428.44,1.34895,0.662372,0,0.566666667,0.333333333,0.1,0,0,0,0,0,0,136,0.666666667,0.1,0.304,22.15444241,0.302938403,7.090422529
19571N2.cif,18.62708,18.4708,0.566886,1984.75,1.24723,0.674686,0,0.581395349,0.348837209,0.069767442,0,0,0,0,0,0,135,0.675,0.069767442,0.212093023,22.28649769,0.277624566,7.068246677
20070N2.cif,20.02412,19.71982,0.604538,1937.32,1.20863,0.786066,0,0.555555556,0.388888889,0.055555556,0,0,0,0,0,0,38.5,0.641666667,0.054545455,0.165818182,25.02524905,0.197904693,7.02961707
17080C2.cif,14.92983,14.32288,0.870877,1503.28,0.790054,0.814922,0,0.551282051,0.384615385,0.051282051,0,0,0.012820513,0,0,0,107,0.622093023,0.064102564,0.193846154,17.06466566,0.193980703,7.016874784
14091N2.cif,22.52384,22.2758,0.554271,1964.6,1.32531,0.69458,0,0.545454545,0.345454545,0.054545455,0.054545455,0,0,0,0,1,80,0.666666667,0.109090909,0.353454545,22.84937294,0.266887425,7.012314389
16273N2.cif,27.58431,27.22939,0.52721,2211.38,1.4241,0.679423,0,0.567567568,0.324324324,0.054054054,0,0.054054054,0,0,0,0,175,0.694444444,0.054054054,0.164324324,16.85665528,0.386701506,6.974060396
20220N2.cif,16.06764,15.76621,0.578389,2174.66,1.23661,0.66917,0,0.487804878,0.341463415,0.146341463,0,0.024390244,0,0,0,0,70,0.583333333,0.146341463,0.444878049,21.12655632,0.284235096,6.941885587
19352N2.cif,24.40536,24.23277,0.605788,1897.42,1.12858,0.636999,0,0.638888889,0.333333333,0.027777778,0,0,0,0,0,0,202,0.731884058,0.027777778,0.084444444,18.68246447,0.321124655,6.914834379
16100N2.cif,18.50904,18.21597,0.575807,1915.73,1.23673,0.654306,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,20.68878858,0.29493156,6.86639374
19541N2.cif,31.58439,31.34458,0.492255,2092.94,1.52031,0.688398,0,0.6,0.355555556,0.044444444,0,0,0,0,0,0,223,0.688271605,0.044444444,0.135111111,13.34444411,0.501276952,6.770527571
16140N2.cif,25.66942,25.15091,0.467001,2505.63,1.64877,0.691698,0,0.538461538,0.358974359,0.051282051,0.051282051,0,0,0,0,1,163,0.646825397,0.102564103,0.332307692,16.91062814,0.412650085,6.732720095
21571N3.cif,19.92583,19.64275,0.600738,1816.6,1.16021,0.635445,1,0.5625,0.375,0.03125,0,0.03125,0,0,0,0,377,0.654513889,0.03125,0.095,19.16438142,0.307757714,6.724831014
22020N2.cif,8.0167,6.01664,0.544533,4204.55,1.32859,0.713568,0,0.509433962,0.41509434,0.037735849,0.037735849,0,0,0,0,1,280,0.576131687,0.075471698,0.244528302,22.6617768,0.254177358,6.685054297
19465N2.cif,9.13682,8.76972,0.568308,2382.69,1.24348,0.687574,0,0.473684211,0.421052632,0.052631579,0.052631579,0,0,0,0,1,58,0.537037037,0.105263158,0.341052632,20.35021379,0.28108631,6.676155388
19570N2.cif,18.27023,17.93011,0.579217,1913.44,1.2126,0.652864,0,0.581395349,0.348837209,0.069767442,0,0,0,0,0,0,135,0.675,0.069767442,0.212093023,20.62283789,0.28512755,6.641500079
16481N2.cif,17.87385,17.15,0.593558,1945.95,1.17849,0.642699,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,20.08110627,0.289103127,6.614937749
20170N2.cif,17.09377,16.84206,0.532221,2361.63,1.388,0.696752,0,0.56097561,0.341463415,0.048780488,0,0.048780488,0,0,0,0,125,0.679347826,0.048780488,0.148292683,24.45864028,0.243124059,6.586353384
17110N2.cif,25.71565,25.36984,0.35903,3338.21,2.23658,0.733574,0,0.470588235,0.470588235,0.029411765,0.029411765,0,0,0,0,1,94,0.489583333,0.058823529,0.190588235,13.57152388,0.614668592,6.562341966
13080N2.cif,20.43722,20.1802,0.650962,1626.56,1.01029,0.588432,0,0.666666667,0.238095238,0.095238095,0,0,0,0,0,0,133,0.791666667,0.095238095,0.28952381,8.155086574,0.702973132,6.558941735
19573N2.cif,16.4295,16.20616,0.611617,2062.62,1.11903,0.645971,0,0.581818182,0.354545455,0.063636364,0,0,0,0,0,0,172,0.671875,0.063636364,0.193454545,19.75276531,0.280895418,6.547562901
20611N2.cif,29.9908,29.75298,0.370041,2637.92,2.20062,0.734087,0,0.503816794,0.358778626,0.13740458,0,0,0,0,0,0,77,0.583333333,0.13740458,0.417709924,8.949668688,0.899727654,6.533260228
21210N2.cif,26.07142,25.77232,0.524414,2211.86,1.3878,0.71636,0,0.547619048,0.380952381,0.071428571,0,0,0,0,0,0,172,0.623188406,0.071428571,0.217142857,25.50526681,0.226677403,6.487214444
20510N2.cif,31.98916,31.89419,0.424741,2556.94,1.831,0.730132,0,0.6,0.355555556,0.044444444,0,0,0,0,0,0,223,0.688271605,0.044444444,0.135111111,18.18098912,0.385073635,6.484872024
16170N2.cif,18.65543,18.388,0.539708,2157.97,1.34365,0.684871,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,24.36951734,0.239781513,6.4512639
20470N2.cif,24.5783,24.20917,0.543008,2146.37,1.3514,0.661362,0,0.567567568,0.324324324,0,0.108108108,0,0,0,0,0,181,0.718253968,0.108108108,0.371891892,20.7021876,0.290311217,6.446738781
18033N2.cif,15.91973,15.50715,0.509455,2682.76,1.43459,0.708592,0,0.546666667,0.4,0.053333333,0,0,0,0,0,0,201,0.612804878,0.053333333,0.162133333,25.05234211,0.23854659,6.443742421
11000N2.cif,17.20303,16.8085,0.560101,2651.54,1.29552,0.636035,0,0.409090909,0.409090909,0.090909091,0.090909091,0,0,0,0,1,49,0.453703704,0.181818182,0.589090909,21.90536908,0.276440492,6.443385945
16160N2.cif,20.05475,19.77275,0.644388,1703.71,1.09962,0.667846,0,0.5625,0.25,0.125,0.0625,0,0,0,0,2,79,0.731481481,0.1875,0.595,19.86253767,0.250659837,6.399673408
18083N2.cif,18.16021,17.98332,0.549072,2359.08,1.33134,0.65285,0,0.533333333,0.366666667,0.066666667,0.033333333,0,0,0,0,2,161,0.62890625,0.099173554,0.314710744,22.30283859,0.267491713,6.38745317
17010N2.cif,19.03739,18.74254,0.538185,2041.53,1.33326,0.663491,0,0.586206897,0.379310345,0.034482759,0,0,0,0,0,0,68.5,0.671568627,0.034482759,0.104827586,22.87357661,0.260540052,6.356085777
17131N2.cif,28.02716,27.82019,0.581978,1597.17,1.19307,0.600777,0,0.566666667,0.366666667,0.066666667,0,0,0,0,0,0,265,0.649509804,0.066666667,0.202666667,12.06559478,0.503549991,6.344914068
20160N2.cif,25.57282,25.18439,0.516247,2007.32,1.42734,0.647799,0,0.514285714,0.4,0.028571429,0.057142857,0,0,0,0,0.5,130,0.601851852,0.085714286,0.283428571,9.994151624,0.635264305,6.341803072
13123N2.cif,17.88597,17.49977,0.584938,1943.42,1.23028,0.668593,0,0.57,0.3,0.1,0,0.03,0,0,0,0,80,0.701754386,0.1,0.304,21.49156398,0.252380274,6.335919339
12010N2.cif,18.71848,18.35805,0.626105,1702.75,1.1018,0.670962,0,0.549019608,0.294117647,0.039215686,0.078431373,0,0,0.039215686,0,0.5,321,0.716517857,0.117647059,0.389019608,20.91054237,0.241028558,6.324023083
20331N2.cif,17.83307,17.58148,0.573158,2042.03,1.21726,0.677938,0,0.569620253,0.379746835,0.050632911,0,0,0,0,0,0,59,0.655555556,0.050632911,0.153924051,22.32033909,0.242886857,6.291927221
20282N2.cif,20.5796,20.43071,0.632043,1781.1,1.12198,0.697054,0,0.581818182,0.363636364,0.054545455,0,0,0,0,0,0,171,0.66796875,0.054545455,0.165818182,21.06974018,0.226396606,6.277065962
21632N2.cif,22.01401,21.75115,0.62163,1725.56,1.17218,0.694609,0,0.555555556,0.277777778,0.055555556,0.111111111,0,0,0,0,0.5,88,0.733333333,0.166666667,0.551111111,22.02338069,0.220995435,6.277030111
21250N2.cif,13.81014,13.5147,0.655304,1717.78,1.03387,0.566619,0,0.476190476,0.333333333,0.142857143,0.047619048,0,0,0,0,3,70,0.583333333,0.19047619,0.598095238,15.63467018,0.359366705,6.231248402
12011N2.cif,18.72706,18.36705,0.668765,1594.81,1.02828,0.672999,0,0.554455446,0.277227723,0.03960396,0.079207921,0,0,0.03960396,0.00990099,0.5,329,0.734375,0.118811881,0.392871287,19.50346537,0.236952755,6.212638043
21131N2.cif,21.07537,20.7426,0.602024,1650.86,1.17019,0.584998,0,0.463235294,0.397058824,0.073529412,0.066176471,0,0,0,0,1.111111111,68,0.53968254,0.139705882,0.451176471,17.85473249,0.330131269,6.200443385
12012N2.cif,18.712,18.34894,0.667524,1603.48,1.03011,0.673584,0,0.554455446,0.277227723,0.03960396,0.079207921,0,0,0.03960396,0.00990099,0.5,329,0.734375,0.118811881,0.392871287,19.47685291,0.235997229,6.173037098
19060N2.cif,15.65803,15.43355,0.583835,1969.02,1.19232,0.630276,0,0.557692308,0.384615385,0.048076923,0.009615385,0,0,0,0,5,74.5,0.642241379,0.057692308,0.179230769,20.04076419,0.280226521,6.172469617
19351N2.cif,24.79884,24.55797,0.596792,1523.24,1.15028,0.611712,0,0.620689655,0.344827586,0.034482759,0,0,0,0,0,0,154,0.712962963,0.034482759,0.104827586,18.31736806,0.305118629,6.094194898
18061N2.cif,17.10874,16.94754,0.735392,1284.17,0.859351,0.530949,0,0.434782609,0.391304348,0.086956522,0.086956522,0,0,0,0,1,61,0.508333333,0.173913043,0.563478261,10.66309736,0.489828281,6.091349087
17210N2.cif,17.39366,17.09611,0.650728,1687.48,1.04855,0.637238,0,0.592592593,0.296296296,0.074074074,0.037037037,0,0,0,0,2,70,0.729166667,0.111111111,0.352592593,18.14755159,0.269737988,6.062836606
20164N2.cif,25.87293,25.57106,0.460211,2208.12,1.6485,0.688243,0,0.5,0.392857143,0.071428571,0.035714286,0,0,0,0,2,97,0.577380952,0.107142857,0.34,12.11110781,0.526076274,6.027620956
19061N2.cif,16.249,16.14031,0.560777,2027.57,1.25975,0.655404,0,0.54368932,0.40776699,0.038834951,0.009708738,0,0,0,0,4,69,0.616071429,0.048543689,0.151456311,21.57317205,0.253962958,6.014481792
18082N2.cif,19.04427,18.58824,0.52829,2191.54,1.41786,0.695891,0,0.576923077,0.326923077,0.076923077,0,0,0.019230769,0,0,0,161,0.670833333,0.095238095,0.307428571,25.50410516,0.213588779,5.981590589
16050N2.cif,15.08117,14.72412,0.763077,1424.44,0.86969,0.62874,0,0.553191489,0.212765957,0.106382979,0.085106383,0,0,0.042553191,0,1.25,80,0.769230769,0.189473684,0.609684211,15.65561172,0.265739027,5.961827241
18161N2.cif,16.89116,16.56702,0.716559,1615.59,0.948589,0.634322,0,0.576923077,0.269230769,0.115384615,0,0.038461538,0,0,0,0,65.5,0.727777778,0.115384615,0.350769231,16.96544614,0.258681808,5.958095392
19462N2.cif,19.7347,19.45091,0.554043,2026.16,1.30289,0.659664,0,0.5,0.357142857,0.071428571,0.071428571,0,0,0,0,1,52,0.619047619,0.142857143,0.462857143,22.60966789,0.240776021,5.942760426
18081N2.cif,18.72632,18.44249,0.606696,1904.5,1.20482,0.677405,0,0.576923077,0.269230769,0.076923077,0,0,0.076923077,0,0,0,161,0.670833333,0.152380952,0.534857143,23.49094761,0.204800194,5.905612947
19101N2.cif,18.31073,18.02008,0.754903,1425.03,0.883504,0.647613,0,0.642857143,0.214285714,0,0.142857143,0,0,0,0,0,91,0.842592593,0.142857143,0.491428571,17.11158931,0.235003429,5.871996752
21440N2.cif,17.07582,16.40166,0.541895,2305.57,1.31513,0.68175,0,0.555555556,0.416666667,0.027777778,0,0,0,0,0,0,148,0.616666667,0.027777778,0.084444444,21.89653724,0.241953313,5.846040964
13051N2.cif,16.14031,15.82205,0.705665,1611.76,0.9356,0.606973,0,0.5,0.333333333,0.083333333,0.083333333,0,0,0,0,1,46,0.638888889,0.166666667,0.54,15.82035691,0.287811422,5.825145836
20167N2.cif,23.62181,23.33054,0.585642,1692.92,1.17942,0.603038,0,0.606060606,0.363636364,0.03030303,0,0,0,0,0,0,166,0.691666667,0.03030303,0.092121212,8.727367308,0.629942511,5.799300555
13050N2.cif,22.25156,21.99941,0.614558,1732.89,1.18567,0.69127,0,0.555555556,0.277777778,0.055555556,0.111111111,0,0,0,0,0.5,88,0.733333333,0.166666667,0.551111111,22.26275045,0.20466977,5.78172799
21720N2.cif,19.90949,19.62592,0.71899,1470.43,0.935034,0.613236,0,0.58,0.24,0.06,0.06,0.06,0,0,0,1,90,0.775862069,0.12,0.3888,15.6651869,0.280190573,5.780350101
17190N2.cif,16.67363,16.26602,0.560084,2101.25,1.25856,0.641462,0,0.569620253,0.379746835,0.050632911,0,0,0,0,0,0,59,0.655555556,0.050632911,0.153924051,21.05698774,0.2553815,5.770644599
16210N2.cif,21.14298,20.88364,0.691946,1549.53,0.995106,0.625205,0,0.555555556,0.222222222,0.111111111,0.111111111,0,0,0,0,1,91,0.758333333,0.222222222,0.72,17.30381578,0.256952644,5.745187017
21424N2.cif,15.75198,15.24492,0.562973,2212.19,1.24603,0.640205,0,0.571428571,0.375,0.053571429,0,0,0,0,0,0,167,0.65234375,0.053571429,0.162857143,20.74881328,0.256932488,5.738963524
19121N2.cif,9.96278,9.48852,0.55408,3039.36,1.33197,0.698708,0,0.4375,0.3125,0.125,0.125,0,0,0,0,1,49,0.583333333,0.25,0.81,25.27035031,0.194661084,5.688177506
17180N2.cif,13.08541,12.65155,0.526629,2446.75,1.39681,0.657643,0,0.534883721,0.348837209,0.093023256,0.023255814,0,0,0,0,4,88,0.637681159,0.11627907,0.362790698,22.90130906,0.24005386,5.686938401
15060N2.cif,14.78901,14.43667,0.634104,2017.57,1.0591,0.60405,0,0.535714286,0.357142857,0.107142857,0,0,0,0,0,0,112,0.622222222,0.107142857,0.325714286,16.98204124,0.291990358,5.672915759
20570N3.cif,7.49061,6.9364,0.513335,2994.88,1.38888,0.633934,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,18.38649213,0.317308523,5.670744622
21380N2.cif,14.88759,14.53938,0.709137,1688.66,0.937703,0.658095,0,0.576923077,0.346153846,0.038461538,0,0.038461538,0,0,0,0,62.5,0.694444444,0.038461538,0.116923077,16.81693358,0.241409233,5.658925449
18120N3.cif,7.53693,6.98122,0.493027,3176.15,1.45436,0.629803,1,0.555555556,0.388888889,0.055555556,0,0,0,0,0,0,101,0.63125,0.055555556,0.168888889,18.67617737,0.326124565,5.648868712
18112N2.cif,16.94837,16.60555,0.737921,1581.42,0.912564,0.718239,0,0.622222222,0.288888889,0.044444444,0.044444444,0,0,0,0,1,169,0.754464286,0.088888889,0.288,18.5740382,0.191886158,5.642133849
19030N2.cif,10.855,10.63601,0.724467,1942.79,0.913305,0.548879,0,0.446808511,0.319148936,0.127659574,0.085106383,0,0.021276596,0,0,1.5,70,0.555555556,0.234042553,0.743829787,12.76205573,0.372190601,5.641515839
20210N2.cif,16.69084,16.55631,0.525024,2293.25,1.37776,0.69243,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,0,59,0.614583333,0.045454545,0.138181818,24.33774691,0.212101569,5.605235117
21111N3.cif,9.58888,7.32571,0.598089,2816.97,1.13314,0.65034,1,0.516778523,0.463087248,0.020134228,0,0,0,0,0,0,168,0.545454545,0.020134228,0.061208054,17.82091346,0.265181146,5.490266643
18060N2.cif,15.65893,15.42821,0.740757,1860.28,0.840573,0.554997,0,0.4,0.44,0.08,0.08,0,0,0,0,1,49,0.408333333,0.16,0.5184,13.95549623,0.31516595,5.400892395
16070N2.cif,16.96964,16.65922,0.69272,2043.62,0.984958,0.628433,0,0.391304348,0.391304348,0.086956522,0.130434783,0,0,0,0,0.666666667,49,0.453703704,0.217391304,0.713043478,16.96342522,0.243360568,5.367783843
20201N2.cif,17.24318,16.91517,0.606834,1933.87,1.12818,0.630439,0,0.62745098,0.333333333,0.039215686,0,0,0,0,0,0,185,0.72265625,0.039215686,0.119215686,19.22501845,0.243980772,5.359816173
20280N2.cif,15.79014,15.58649,0.618262,1909.31,1.10384,0.602055,0,0.595238095,0.357142857,0.047619048,0,0,0,0,0,0,137,0.685,0.047619048,0.144761905,17.38063219,0.276170265,5.336613596
21661N2.cif,13.4719,13.35864,0.766248,1565.79,0.827539,0.604466,0,0.575342466,0.287671233,0.095890411,0,0.04109589,0,0,0,0,60.5,0.720238095,0.095890411,0.291506849,14.30375705,0.268675768,5.316605134
20173N2.cif,17.25336,16.81646,0.603533,2024.57,1.16749,0.640302,0,0.510204082,0.367346939,0.040816327,0.040816327,0.040816327,0,0,0,1,125,0.625,0.081632653,0.264489796,19.91647439,0.231021659,5.310869021
16191N2.cif,9.08273,6.59713,0.563956,3731.74,1.25262,0.667696,0,0.573529412,0.375,0.051470588,0,0,0,0,0,0,204,0.653846154,0.051470588,0.156470588,20.10636115,0.233423183,5.278566681
21241C2.cif,14.90801,14.44401,0.65643,1811.45,1.02619,0.593262,0,0.553191489,0.393617021,0.042553191,0,0,0.010638298,0,0,0,97,0.621794872,0.053191489,0.160851064,16.62021676,0.270842847,5.236047243
20169N2.cif,23.45658,23.15947,0.577773,1710.01,1.20705,0.601677,0,0.602040816,0.357142857,0.040816327,0,0,0,0,0,0,163,0.690677966,0.040816327,0.124081633,8.514306624,0.589181617,5.208751977
12000N2.cif,16.14031,15.82205,0.705665,1611.76,0.9356,0.604037,0,0.5,0.333333333,0.083333333,0.083333333,0,0,0,0,1,46,0.638888889,0.166666667,0.54,15.71088609,0.259289226,5.186349994
18133N3.cif,8.65257,7.14934,0.619925,2876.21,1.11407,0.71233,1,0.563829787,0.382978723,0.042553191,0,0,0,0.010638298,0,0,205,0.644654088,0.042553191,0.129361702,20.31418431,0.191974455,5.143725325
10020N2.cif,16.6896,16.38076,0.659293,1656.97,0.979716,0.609503,0,0.615384615,0.384615385,0,0,0,0,0,0,0,67,0.697916667,0,0,16.59635955,0.257200499,5.123343849
16121N2.cif,16.31523,16.01845,0.766045,1519.71,0.84405,0.589591,0,0.461016949,0.298305085,0.108474576,0.118644068,0.013559322,0,0,0,0.914285714,169,0.621323529,0.227118644,0.737898305,14.34991157,0.263211927,5.095355247
21020N2.cif,8.21562,7.06034,0.513434,4002.61,1.40544,0.739537,0,0.532608696,0.434782609,0.032608696,0,0,0,0,0,0,57.5,0.586734694,0.032608696,0.099130435,26.17939493,0.171519557,5.092515187
21242C2.cif,14.40335,13.92267,0.695102,1730.52,0.965068,0.591245,0,0.559139785,0.397849462,0.043010753,0,0,0,0,0,0,97,0.621794872,0.042553191,0.129361702,15.53785602,0.266939498,5.091368154
10010N2.cif,16.84184,16.54632,0.790253,1345.67,0.806906,0.611998,0,0.536585366,0.219512195,0.097560976,0.097560976,0,0,0.048780488,0,1,67,0.761363636,0.195121951,0.632195122,14.47351941,0.242564447,5.071448273
19540N2.cif,23.24133,22.98354,0.770136,1353.67,0.858523,0.681149,0,0.6,0.342857143,0.057142857,0,0,0,0,0,0,175,0.694444444,0.057142857,0.173714286,17.78518411,0.1812608,5.051104537
20490N2.cif,22.80197,22.38787,0.538196,2237.03,1.31759,0.577589,0,0.538461538,0.41025641,0.025641026,0.025641026,0,0,0,0,1,154,0.611111111,0.051282051,0.166153846,7.755162196,0.701274029,5.04954877
16120N2.cif,16.08953,15.75495,0.682814,1723.1,0.999979,0.627858,0,0.47826087,0.304347826,0.130434783,0.086956522,0,0,0,0,1.5,41.5,0.628787879,0.217391304,0.695652174,17.45179108,0.22459484,5.019011366
16211N2.cif,21.60557,21.35282,0.73422,1377.07,0.928577,0.624666,0,0.526315789,0.210526316,0.105263158,0.157894737,0,0,0,0,0.666666667,91,0.758333333,0.263157895,0.863157895,16.315713,0.223891325,5.004168822
12062N2.cif,16.97751,16.6418,0.771703,1399.58,0.854629,0.605706,0,0.55,0.2,0.1,0.1,0,0,0.05,0,1,273,0.775568182,0.197530864,0.64,14.9905178,0.238350739,4.988382567
19300N2.cif,15.47802,15.08861,0.62521,2141.31,1.1169,0.698049,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,20.24606331,0.188520769,4.975378998
19292N2.cif,17.40725,17.26877,0.580577,2501.58,1.22099,0.672002,0,0.583333333,0.377192982,0.035087719,0.004385965,0,0,0,0,8,353,0.663533835,0.039473684,0.121754386,20.75846186,0.205030012,4.959724476
22021N2.cif,7.77183,5.8306,0.581616,3534.79,1.20079,0.667293,0,0.491525424,0.440677966,0.033898305,0.033898305,0,0,0,0,1,280,0.536398467,0.06779661,0.219661017,18.64300948,0.228337108,4.934691213
19430N2.cif,17.18126,16.8155,0.629044,1882.75,1.11261,0.691769,0,0.608695652,0.347826087,0.043478261,0,0,0,0,0,0,157,0.700892857,0.043478261,0.132173913,20.93057444,0.180897995,4.921206304
20340N2.cif,19.61233,19.36474,0.60802,1736.2,1.1173,0.592504,0,0.634408602,0.301075269,0.064516129,0,0,0,0,0,0,88,0.745762712,0.064516129,0.196129032,17.39035807,0.261796571,4.898873004
20671N2.cif,15.23076,14.98879,0.888223,1326.83,0.675664,0.658086,0,0.619047619,0.357142857,0.023809524,0,0,0,0,0,0,147,0.706730769,0.023809524,0.072380952,12.85981106,0.21747279,4.882685262
20491N2.cif,18.73247,18.40105,0.687281,1905.78,0.919741,0.543331,0,0.538461538,0.41025641,0.025641026,0.025641026,0,0,0,0,1,154,0.611111111,0.051282051,0.166153846,12.99177617,0.336380842,4.874310107
21425N2.cif,14.71041,14.36408,0.557585,2223.01,1.25735,0.604115,0,0.58,0.38,0.04,0,0,0,0,0,0,153,0.659482759,0.04,0.1216,18.96284184,0.254610577,4.857637641
19130N2.cif,19.47106,19.07436,0.574802,1898.07,1.23538,0.625515,0,0.596491228,0.333333333,0.070175439,0,0,0,0,0,0,189,0.694852941,0.070175439,0.213333333,20.1388946,0.222979574,4.822489163
13141N2.cif,14.91096,14.57188,0.765949,1517.98,0.825094,0.560259,0,0.444444444,0.222222222,0,0.111111111,0.111111111,0,0.111111111,0,0,37,0.770833333,0.111111111,0.382222222,13.3021956,0.280165624,4.776848007
20440N3.cif,12.90543,12.57722,0.721036,1849.57,0.926833,0.616439,1,0.37254902,0.431372549,0.098039216,0.078431373,0,0.019607843,0,0,1.25,38.5,0.337719298,0.196078431,0.629803922,16.46907973,0.217992977,4.766212929
13078N2.cif,12.50908,12.16293,0.939852,1307.15,0.632546,0.536348,0,0.428571429,0.285714286,0.071428571,0.178571429,0.035714286,0,0,0,0.4,46,0.638888889,0.25,0.831428571,11.05889797,0.285056429,4.746389539
19460N2.cif,16.4355,16.09771,0.619785,1854.68,1.09967,0.602125,0,0.52173913,0.347826087,0.086956522,0.043478261,0,0,0,0,2,46,0.638888889,0.130434783,0.413913043,17.3360569,0.245580772,4.745554394
19482N2.cif,14.41536,13.95697,0.700732,1905.08,0.927059,0.564521,0,0.518987342,0.405063291,0.063291139,0,0,0.012658228,0,0,0,140.5,0.571138211,0.075949367,0.24278481,13.53833908,0.294855882,4.716521158
17191N2.cif,15.41149,14.96924,0.632066,1950.27,1.06305,0.655802,0,0.549295775,0.38028169,0.070422535,0,0,0,0,0,0,49.5,0.634615385,0.070422535,0.214084507,19.34061015,0.195782525,4.688067027
16470N2.cif,16.88904,16.56473,0.636449,1751.64,1.04128,0.615794,0,0.615384615,0.384615385,0,0,0,0,0,0,0,67,0.697916667,0,0,17.62326949,0.226912042,4.681204758
18032N2.cif,16.28451,15.87436,0.589329,2137.76,1.16003,0.669135,0,0.577464789,0.394366197,0.028169014,0,0,0,0,0,0,213,0.649390244,0.028169014,0.085633803,19.29124515,0.205853562,4.677402637
12060N2.cif,16.97751,16.6418,0.777322,1389.46,0.853392,0.603699,0,0.543209877,0.197530864,0.098765432,0.098765432,0,0,0.049382716,0.012345679,1,273,0.775568182,0.197530864,0.64,14.92838551,0.2216288,4.637404758
19390N2.cif,15.94271,15.59844,0.673576,1746.88,1.00811,0.622678,0,0.514285714,0.342857143,0.085714286,0.057142857,0,0,0,0,1.5,46,0.638888889,0.142857143,0.457142857,17.37675269,0.212844599,4.633358798
19340N2.cif,15.27488,14.95,0.664991,1901.55,1.00131,0.631426,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,17.77561768,0.207468772,4.625196802
20450N2.cif,14.87352,14.64627,0.514154,2587.73,1.39585,0.646248,0,0.590909091,0.386363636,0.022727273,0,0,0,0,0,0,139,0.668269231,0.022727273,0.069090909,22.76638262,0.204161967,4.612919264
20521N3.cif,14.50976,13.59843,0.629826,2034.83,1.01368,0.544016,1,0.6,0.366666667,0.033333333,0,0,0,0,0,0,148,0.685185185,0.033333333,0.101333333,13.29544019,0.336148876,4.573842363
19231N2.cif,11.56769,10.67044,0.537007,3078.17,1.34531,0.706929,0,0.558441558,0.376623377,0.051948052,0.012987013,0,0,0,0,4,221,0.64244186,0.064935065,0.202597403,23.80058492,0.169170189,4.56543075
21640N3.cif,21.41247,21.08933,0.546112,2723.26,1.29153,0.57621,1,0.383333333,0.483333333,0.033333333,0.1,0,0,0,0,0.333333333,49,0.355072464,0.133333333,0.445333333,10.5933347,0.457491519,4.555046372
12040N2.cif,18.83659,18.67205,0.719774,1484.44,0.903117,0.664182,0,0.526315789,0.315789474,0,0.105263158,0,0,0.052631579,0,0,85,0.708333333,0.105263158,0.362105263,17.90578994,0.177838005,4.546904898
21570N3.cif,14.64157,14.50795,0.693562,1773.75,0.942237,0.584027,1,0.555555556,0.37037037,0.037037037,0,0.037037037,0,0,0,0,313,0.652083333,0.037037037,0.112592593,14.99230537,0.249277894,4.521525177
21073N2.cif,14.31763,13.94463,0.767301,1640.62,0.852703,0.617491,0,0.6,0.2,0.1,0.1,0,0,0,0,1,58,0.805555556,0.2,0.648,15.11554671,0.210994784,4.513428081
07002N2.cif,16.54198,16.21639,0.698051,1577.95,0.93062,0.614306,0,0.583333333,0.291666667,0,0.083333333,0,0,0.041666667,0,0,64,0.761904762,0.083333333,0.286666667,16.35599234,0.215423349,4.512904394
