COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_H2S(10^-8 m2/s),P_H2S(10^4 Barrer)
16310N2.cif,9.70729,7.60702,0.48852,4361.74,1.5287,0.795617,0,0.5625,0.3625,0.05,0.025,0,0,0,0,2,119,0.661111111,0.075,0.238,30.18934851,0.346648284,12.14908999
20471N2.cif,27.69353,27.51608,0.429975,2242.37,1.82248,0.752859,0,0.571428571,0.333333333,0,0.095238095,0,0,0,0,0,103,0.715277778,0.095238095,0.327619048,21.18085357,0.592834701,12.14083277
20052N2.cif,26.26799,26.02613,0.515219,1914.4,1.47452,0.721744,0,0.571428571,0.330827068,0.060150376,0.030075188,0,0,0,0.007518797,2,209,0.6875,0.090225564,0.286315789,17.94238463,0.608197874,12.1203361
16052N2.cif,25.19248,24.96346,0.536146,1784.97,1.39056,0.730569,0,0.59437751,0.248995984,0.008032129,0.096385542,0.004016064,0,0.048192771,0,0.083333333,234,0.790540541,0.104417671,0.355983936,23.90219689,0.431506507,12.06657537
19180N2.cif,30.87196,30.67805,0.41863,2321.76,1.92384,0.774453,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,18.19433422,0.684525977,12.06052094
17030N2.cif,31.79267,31.61204,0.41393,2134.64,1.91453,0.760588,0,0.545454545,0.363636364,0.045454545,0.045454545,0,0,0,0,1,94,0.652777778,0.090909091,0.294545455,17.00048626,0.754181971,12.05669884
08030N2.cif,28.70553,28.52404,0.524353,1737.8,1.42408,0.735575,0,0.608695652,0.260869565,0,0.086956522,0,0,0.043478261,0,0,133,0.791666667,0.086956522,0.299130435,14.09060432,0.74025032,12.01637552
20402N2.cif,13.579,13.28883,0.461471,3463.47,1.64522,0.765405,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,30.89390134,0.36821199,12.00109685
13012N2.cif,40.15467,40.01714,0.450916,1584.72,1.71965,0.742541,0,0.606060606,0.303030303,0,0.060606061,0,0,0.03030303,0,0,181,0.754166667,0.060606061,0.208484848,11.05309601,1.084720651,11.99036727
17050N2.cif,24.86396,24.59168,0.4697,2224.54,1.61793,0.709679,0,0.52,0.4,0.04,0,0.04,0,0,0,0,94,0.602564103,0.04,0.1216,13.31721966,0.904187082,11.9886126
16082N2.cif,18.08872,17.78249,0.482589,2213.32,1.55283,0.697822,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,25.26311633,0.471352201,11.9775802
19365N2.cif,28.46183,28.21263,0.460051,2223.51,1.71868,0.764064,0,0.5,0.411764706,0.029411765,0.029411765,0.029411765,0,0,0,1,118,0.578431373,0.058823529,0.190588235,16.84411709,0.676921863,11.97118274
19182N2.cif,38.83476,38.66104,0.329164,2602.69,2.56255,0.805958,0,0.48,0.32,0.12,0.08,0,0,0,0,1.5,88,0.611111111,0.2,0.64,17.77883483,0.846817219,11.92977541
16380N2.cif,40.84931,40.70376,0.311083,2490.79,2.71143,0.806921,0,0.538461538,0.346153846,0.115384615,0,0,0,0,0,0,106,0.630952381,0.115384615,0.350769231,12.24170201,1.295893749,11.89413999
16173N2.cif,31.48265,31.2943,0.395166,2397.26,2.03601,0.775119,0,0.611111111,0.319444444,0.055555556,0,0.013888889,0,0,0,0,253,0.71875,0.055555556,0.168888889,19.34508081,0.66856586,11.83252002
15131N2.cif,34.37058,34.20786,0.399337,2085.11,2.00387,0.777067,0,0.65,0.2,0,0.1,0,0,0.05,0,0,133,0.852564103,0.1,0.344,17.58258352,0.723808526,11.79557053
15181N2.cif,31.97817,31.79613,0.520358,1584.98,1.4746,0.738617,0,0.587570621,0.225988701,0.06779661,0.09039548,0,0,0.02259887,0.005649718,0.75,163,0.783653846,0.15819209,0.517062147,14.47014584,0.708775259,11.7738241
15180N2.cif,27.37273,27.15264,0.562421,1604.52,1.3444,0.716748,0,0.563758389,0.214765101,0.080536913,0.10738255,0,0,0.026845638,0.006711409,0.75,131,0.779761905,0.187919463,0.614228188,15.04110653,0.649820218,11.76834998
16090N2.cif,24.00484,23.76481,0.458559,2324.75,1.65854,0.717927,0,0.5625,0.375,0.0625,0,0,0,0,0,0,70,0.648148148,0.0625,0.19,28.58101966,0.418358871,11.75754799
14090N2.cif,25.67443,25.47826,0.555688,1823.49,1.36008,0.757458,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,25.67191972,0.363419387,11.72925865
17152N2.cif,23.3108,23.23814,0.516977,1926.4,1.42002,0.687176,0,0.49704142,0.408284024,0.041420118,0.053254438,0,0,0,0,0.777777778,96.5,0.574404762,0.094674556,0.309112426,12.00237939,0.919597839,11.71167598
16142N2.cif,31.14894,30.95031,0.374905,2439.49,2.14332,0.758789,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,14.9185937,0.92242488,11.69272415
12023N2.cif,27.1624,26.96927,0.610087,1461.73,1.20648,0.716379,0,0.563758389,0.214765101,0.080536913,0.10738255,0,0,0.026845638,0.006711409,0.75,131,0.779761905,0.187919463,0.614228188,14.80029753,0.600986611,11.61139532
17100N2.cif,29.31086,29.13679,0.523006,1713.86,1.45543,0.717385,0,0.571428571,0.238095238,0.095238095,0.095238095,0,0,0,0,1,109,0.756944444,0.19047619,0.617142857,15.9207009,0.650222947,11.60106844
18050N2.cif,27.26495,27.09127,0.42524,2294.58,1.83026,0.728063,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,13.23724335,0.945200111,11.57014863
19212N2.cif,26.09972,25.80375,0.412655,2454.56,1.89747,0.734291,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,16.29553408,0.784108495,11.56417421
19451N2.cif,33.81681,33.58969,0.354589,2405.41,2.29455,0.769095,0,0.528735632,0.402298851,0.057471264,0.011494253,0,0,0,0,5,164.5,0.596014493,0.068965517,0.214252874,14.44954429,0.976198802,11.48979336
19090N2.cif,28.64646,28.4495,0.471219,1966.4,1.65286,0.743468,0,0.578947368,0.263157895,0.105263158,0.052631579,0,0,0,0,2,97,0.734848485,0.157894737,0.501052632,17.38717904,0.631027726,11.48093327
21120N2.cif,34.42603,34.30552,0.350024,2277.67,2.35824,0.791398,0,0.490909091,0.363636364,0.072727273,0.072727273,0,0,0,0,1,97,0.598765432,0.145454545,0.471272727,16.01605073,0.863188627,11.43848397
13110N2.cif,12.905,11.30363,0.537289,3121.81,1.41481,0.788735,0,0.559139785,0.301075269,0.086021505,0.043010753,0,0,0,0.010752688,2,145,0.697115385,0.129032258,0.409462366,28.13376508,0.321165354,11.43694833
13150N2.cif,22.85845,22.64663,0.594918,1711.5,1.19727,0.697785,0,0.529411765,0.352941176,0.058823529,0.058823529,0,0,0,0,1,70,0.648148148,0.117647059,0.381176471,21.70784317,0.424142227,11.41619759
15184N2.cif,31.97817,31.79613,0.518971,1589.22,1.47777,0.74137,0,0.590909091,0.227272727,0.068181818,0.090909091,0,0,0.022727273,0,0.75,163,0.783653846,0.15819209,0.517062147,14.67993304,0.676426681,11.41136122
20392N2.cif,27.4266,27.19968,0.471421,2109.24,1.62335,0.73086,0,0.588235294,0.338235294,0.058823529,0,0.014705882,0,0,0,0,221,0.690625,0.058823529,0.178823529,22.43848564,0.491598352,11.35171895
19453N2.cif,34.04024,33.7988,0.330288,2521.98,2.48844,0.773706,0,0.488888889,0.444444444,0.066666667,0,0,0,0,0,0,136,0.515151515,0.066666667,0.202666667,13.53335514,1.098180835,11.34390679
16141N2.cif,30.56193,30.37003,0.410772,2212.47,1.93246,0.751786,0,0.545454545,0.363636364,0.045454545,0.045454545,0,0,0,0,1,94,0.652777778,0.090909091,0.294545455,18.56248488,0.659844253,11.29762534
19213C2.cif,26.32865,26.03909,0.421798,2370.52,1.8204,0.72679,0,0.528301887,0.396226415,0.075471698,0,0,0,0,0,0,100,0.595238095,0.074074074,0.225185185,36.12202081,0.341412655,11.29222864
15182N2.cif,28.61691,28.45106,0.546974,1644.31,1.39133,0.728924,0,0.554744526,0.204379562,0.087591241,0.116788321,0,0,0.02919708,0.00729927,0.75,119,0.782894737,0.204379562,0.668029197,15.50552704,0.610205396,11.2674609
19413N2.cif,32.32912,32.14472,0.426492,2057.91,1.89307,0.782012,0,0.55,0.3,0.1,0,0.05,0,0,0,0,91,0.689393939,0.1,0.304,19.92661863,0.567006435,11.25538756
21300C3.cif,13.53182,9.23584,0.492082,2754.01,1.5493,0.784495,1,0.595744681,0.319148936,0.042553191,0.042553191,0,0,0,0,1,481,0.71577381,0.084507042,0.273802817,29.23294521,0.333278199,11.23367068
17153N2.cif,24.14078,23.9675,0.518329,1843.77,1.4064,0.680804,0,0.488764045,0.426966292,0.04494382,0.039325843,0,0,0,0,1.142857143,95,0.545977011,0.084269663,0.271910112,11.41755436,0.931638428,11.21147207
16174N2.cif,27.40816,27.16403,0.39397,2442.4,2.01741,0.760869,0,0.582278481,0.367088608,0.025316456,0.025316456,0,0,0,0,1,249,0.676630435,0.050632911,0.164050633,18.91690511,0.661929461,11.21113003
21393N2.cif,37.05879,36.80411,0.316613,2623.49,2.64165,0.754921,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,8.620201945,1.8165289,11.17904108
16083N2.cif,15.85858,15.75194,0.514777,2894.15,1.41793,0.692622,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,24.42821855,0.429624977,11.17664059
20250N2.cif,39.10948,38.96493,0.311939,2625.61,2.67975,0.802671,0,0.541666667,0.375,0.083333333,0,0,0,0,0,0,97,0.621794872,0.083333333,0.253333333,12.77583813,1.165755235,11.13829135
20010N2.cif,36.14446,35.95564,0.516564,2099.59,1.52426,0.824731,0,0.555555556,0.349206349,0.031746032,0.063492063,0,0,0,0,0.5,283,0.673809524,0.095238095,0.314920635,20.20033087,0.431619948,11.09458335
20203N2.cif,33.14216,33.0583,0.500587,2036.35,1.49932,0.793859,0,0.607843137,0.352941176,0.039215686,0,0,0,0,0,0,259,0.696236559,0.039215686,0.119215686,23.10723638,0.403644703,11.07094658
21081N2.cif,24.39456,24.10534,0.561653,1839.07,1.31344,0.682543,0,0.568965517,0.25862069,0.068965517,0.103448276,0,0,0,0,0.666666667,99,0.75,0.172413793,0.565517241,23.4122182,0.41272719,11.06415609
19170N2.cif,28.19438,28.06533,0.659458,1358.49,1.04177,0.655275,0,0.4375,0.4375,0.020833333,0.0625,0.020833333,0,0.020833333,0,0.333333333,124,0.492063492,0.083333333,0.278333333,10.91689126,0.780313822,10.994958
21180N2.cif,26.30129,26.20123,0.541178,1858.59,1.39392,0.742465,0,0.5,0.333333333,0.111111111,0,0.055555556,0,0,0,0,67,0.62037037,0.111111111,0.337777778,26.27921299,0.348011318,10.97580525
15071N2.cif,29.61979,29.44973,0.418586,2194.67,1.87546,0.736193,0,0.545454545,0.363636364,0.045454545,0.045454545,0,0,0,0,1,94,0.652777778,0.090909091,0.294545455,14.73766076,0.808405333,10.96601053
12022N2.cif,26.75925,26.564,0.545355,1784.05,1.39003,0.738904,0,0.587155963,0.220183486,0.073394495,0.073394495,0,0,0.036697248,0.009174312,1,101,0.7890625,0.146788991,0.47559633,20.77361014,0.438552409,10.96516939
20390N2.cif,23.84687,23.76556,0.519867,1943.03,1.45106,0.721258,0,0.588235294,0.308823529,0.058823529,0,0.014705882,0.029411765,0,0,0,221,0.690625,0.088235294,0.271764706,25.74514715,0.380208776,10.96263512
20050N2.cif,26.26799,26.02613,0.48873,2017.29,1.55558,0.722813,0,0.567164179,0.343283582,0.059701493,0.029850746,0,0,0,0,2,205,0.674342105,0.089552239,0.284179104,18.67937931,0.555303691,10.94466581
16011N2.cif,29.37192,29.15277,0.422249,2199.84,1.87449,0.764191,0,0.55,0.3,0,0.1,0,0,0.05,0,0,97,0.734848485,0.1,0.344,22.13358045,0.511665067,10.91496983
13090N2.cif,26.31246,26.12562,0.575112,1639.66,1.29912,0.743181,0,0.5625,0.1875,0,0.125,0.0625,0,0.0625,0,0,91,0.842592593,0.125,0.43,25.34681871,0.337295695,10.9142987
16320N2.cif,22.85845,22.64663,0.594918,1711.5,1.19727,0.700647,0,0.529411765,0.352941176,0.058823529,0.058823529,0,0,0,0,1,70,0.648148148,0.117647059,0.381176471,21.9126351,0.399745344,10.9055845
21600N2.cif,34.66268,34.49452,0.379388,2225.74,2.15958,0.786848,0,0.545454545,0.318181818,0.090909091,0,0.045454545,0,0,0,0,97,0.673611111,0.090909091,0.276363636,14.90219726,0.819636848,10.89082473
13011N2.cif,37.4441,37.29623,0.497001,1494.69,1.51786,0.717084,0,0.628571429,0.285714286,0,0.057142857,0,0,0.028571429,0,0,205,0.776515152,0.057142857,0.196571429,9.921258228,1.03092088,10.88764457
19220N2.cif,37.58462,37.37679,0.300469,2795.11,2.81467,0.793517,0,0.6,0.36,0.04,0,0,0,0,0,0,124,0.688888889,0.04,0.1216,14.53496608,1.050314417,10.87185889
16340N2.cif,14.05373,12.59264,0.497826,3104.13,1.53459,0.79469,0,0.536585366,0.317073171,0.097560976,0.048780488,0,0,0,0,2,117,0.664772727,0.146341463,0.464390244,29.75115294,0.309150102,10.8683363
20130N2.cif,27.54388,27.36019,0.581431,1659.86,1.31551,0.718241,0,0.571428571,0.333333333,0.047619048,0,0,0.047619048,0,0,0,94,0.652777778,0.095238095,0.285714286,16.06501833,0.541419152,10.84920126
16081N2.cif,16.0767,15.93388,0.536196,2751.54,1.3526,0.67041,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,22.86425451,0.441535404,10.83929867
16053N2.cif,24.93805,24.69934,0.515595,1853.29,1.45308,0.714316,0,0.596774194,0.258064516,0,0.096774194,0,0,0.048387097,0,0,233,0.787162162,0.096774194,0.332903226,18.23417662,0.538409628,10.79972259
21011N2.cif,25.69576,25.42451,0.429535,2282.69,1.82639,0.746369,0,0.541666667,0.375,0.041666667,0.041666667,0,0,0,0,1,100,0.641025641,0.083333333,0.27,17.17150907,0.656094171,10.7880101
21631N2.cif,26.43382,26.25093,0.537292,1848.51,1.40721,0.750499,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,26.06101074,0.342464984,10.7493566
19211C2.cif,27.57963,27.47143,0.420629,2342.28,1.83939,0.745832,0,0.54,0.38,0.08,0,0,0,0,0,0,100,0.617283951,0.078431373,0.238431373,37.67984463,0.303737378,10.7241312
16172N2.cif,25.3962,25.13758,0.430329,2429.02,1.80703,0.746872,0,0.610169492,0.355932203,0.033898305,0,0,0,0,0,0,201,0.697916667,0.033898305,0.103050847,32.06872399,0.347945434,10.7115955
16030N2.cif,26.13967,25.93049,0.428418,2200.48,1.81626,0.742473,0,0.555555556,0.355555556,0.088888889,0,0,0,0,0,0,97,0.646666667,0.088888889,0.270222222,14.42186879,0.78126303,10.70487842
17070N2.cif,29.23932,29.06389,0.46773,1983.46,1.68225,0.769711,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,26.82449659,0.370978978,10.70085185
18080N2.cif,20.75693,20.3011,0.495478,2247.61,1.54562,0.773081,0,0.576923077,0.346153846,0.076923077,0,0,0,0,0,0,161,0.670833333,0.076190476,0.231619048,29.38770887,0.317030192,10.65933912
15250N2.cif,23.50203,23.28698,0.469734,2235.45,1.59771,0.726109,0,0.5625,0.375,0.0625,0,0,0,0,0,0,70,0.648148148,0.0625,0.19,28.36418557,0.368115671,10.63709384
20600N2.cif,24.65927,24.41634,0.550916,1815.41,1.34187,0.701856,0,0.582089552,0.268656716,0.059701493,0.089552239,0,0,0,0,0.666666667,117,0.75,0.149253731,0.489552239,24.48141678,0.375818376,10.6258214
18022N3.cif,10.16733,9.67446,0.467019,3532.93,1.61428,0.698827,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,0,59,0.59,0.042553191,0.129361702,24.41774855,0.445969732,10.61523901
20321N2.cif,35.86719,35.71819,0.338126,2374.49,2.38349,0.740891,0,0.523809524,0.333333333,0.095238095,0.047619048,0,0,0,0,2,85,0.643939394,0.142857143,0.453333333,6.14136214,2.30716897,10.60209145
21690N2.cif,26.55132,26.34624,0.466571,1995.68,1.65497,0.726873,0,0.510673235,0.356321839,0.088669951,0.044334975,0,0,0,0,2,757,0.6085209,0.133004926,0.422068966,15.19570878,0.688287016,10.59452203
19050N2.cif,33.67402,33.50221,0.404282,2178.88,2.00034,0.777454,0,0.578947368,0.263157895,0.105263158,0,0.052631579,0,0,0,0,97,0.734848485,0.105263158,0.32,17.39555305,0.646500571,10.55797945
16058N2.cif,22.92273,22.67603,0.606977,1693.79,1.19481,0.712453,0,0.557692308,0.211538462,0.038461538,0.115384615,0.019230769,0,0.057692308,0,0.333333333,93,0.801724138,0.153846154,0.513846154,22.57545736,0.360584104,10.51443982
21451N2.cif,37.94652,37.7935,0.331379,2547.69,2.52538,0.809784,0,0.636363636,0.272727273,0.045454545,0.045454545,0,0,0,0,1,130,0.773809524,0.090909091,0.294545455,16.86189171,0.77420854,10.46340364
15183N2.cif,27.37273,27.15264,0.560685,1609.48,1.34792,0.717629,0,0.567567568,0.216216216,0.081081081,0.108108108,0,0,0.027027027,0,0.75,131,0.779761905,0.187919463,0.614228188,15.01611062,0.579230005,10.45302475
16080N2.cif,16.90398,16.57842,0.512828,2194.48,1.44068,0.674244,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,23.79279416,0.424987983,10.44300455
21620N2.cif,21.60969,21.36547,0.524019,2098.4,1.3706,0.672771,0,0.526315789,0.421052632,0.052631579,0,0,0,0,0,0,70,0.583333333,0.052631579,0.16,22.79840977,0.434523276,10.43149245
19215C2.cif,25.11446,24.81643,0.468225,2149.14,1.63789,0.719198,0,0.528301887,0.339622642,0.075471698,0,0,0.056603774,0,0,0,100,0.595238095,0.12962963,0.446296296,34.03357108,0.304725638,10.43119673
15185N2.cif,28.61691,28.45106,0.54517,1649.75,1.39509,0.728375,0,0.558823529,0.205882353,0.088235294,0.117647059,0,0,0.029411765,0,0.75,119,0.782894737,0.204379562,0.668029197,15.78664011,0.555129545,10.39406865
19102N2.cif,23.82296,23.59441,0.578502,1703.53,1.25265,0.708289,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,0,109,0.756944444,0.105263158,0.32,23.30772714,0.364373361,10.39385027
16031N2.cif,20.89927,20.59917,0.459652,2402.15,1.65482,0.707618,0,0.50877193,0.403508772,0.087719298,0,0,0,0,0,0,98.5,0.566091954,0.087719298,0.266666667,17.8248809,0.597909527,10.35391718
17250N2.cif,23.09949,22.98007,0.473356,2293.79,1.60319,0.720029,0,0.533333333,0.333333333,0.133333333,0,0,0,0,0,0,61,0.635416667,0.133333333,0.405333333,27.73816771,0.366180807,10.34012461
14020N2.cif,25.68704,25.30476,0.509823,2263,1.45407,0.685238,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,21.06614165,0.46959777,10.32253679
21410N2.cif,22.50124,22.18022,0.457288,2811.55,1.65165,0.714231,0,0.471910112,0.45505618,0.039325843,0.033707865,0,0,0,0,1.166666667,168,0.5,0.073033708,0.235505618,19.72671801,0.535355262,10.30243692
20200N2.cif,31.90137,31.82555,0.45887,2355.17,1.66753,0.803131,0,0.574468085,0.382978723,0.042553191,0,0,0,0,0,0,211,0.651234568,0.042553191,0.129361702,24.86041696,0.375984596,10.28890283
20391N2.cif,26.02626,25.80438,0.493969,2018.89,1.54451,0.726367,0,0.588235294,0.308823529,0.058823529,0,0.014705882,0.029411765,0,0,0,221,0.690625,0.088235294,0.295882353,28.00231506,0.342152727,10.26796298
19560N2.cif,21.86424,21.77168,0.479614,2574.9,1.54699,0.690956,0,0.483870968,0.451612903,0.032258065,0.032258065,0,0,0,0,1,94,0.522222222,0.064516129,0.209032258,14.95931503,0.69079058,10.22856972
20021N2.cif,23.45923,23.22804,0.54045,1908,1.37108,0.700235,0,0.529411765,0.294117647,0.117647059,0.058823529,0,0,0,0,2,73,0.675925926,0.176470588,0.56,24.39804185,0.37030152,10.21231855
19452N2.cif,29.19112,28.93731,0.356418,2480.72,2.28103,0.778281,0,0.541176471,0.388235294,0.058823529,0.011764706,0,0,0,0,5,170.5,0.617753623,0.070588235,0.219294118,14.67352872,0.839608367,10.20755978
13010N2.cif,30.61493,30.44075,0.58509,1371.86,1.22118,0.67494,0,0.607142857,0.285714286,0,0.071428571,0,0,0.035714286,0,0,157,0.769607843,0.071428571,0.245714286,11.20778931,0.769637832,10.17439886
16400N2.cif,27.21938,26.57139,0.42372,2912,1.87411,0.812829,0,0.542857143,0.285714286,0,0.114285714,0,0,0.057142857,0,0,169,0.74122807,0.114285714,0.393142857,36.23460613,0.272799197,10.1685572
15111N2.cif,32.25806,32.10371,0.588294,1318.44,1.2248,0.69918,0,0.633333333,0.266666667,0,0.066666667,0,0,0.033333333,0,0,181,0.793859649,0.066666667,0.229333333,11.47635102,0.719467858,10.14409217
20590N2.cif,26.30732,26.08678,0.562376,1673.11,1.28537,0.695248,0,0.557377049,0.327868852,0.098360656,0,0.016393443,0,0,0,0,136,0.666666667,0.098360656,0.299016393,13.36905112,0.649475394,10.14014963
21080N2.cif,29.76014,29.69167,0.471582,1915.2,1.63874,0.741736,0,0.590909091,0.272727273,0.045454545,0.090909091,0,0,0,0,0.5,118,0.756410256,0.136363636,0.450909091,17.96365409,0.540189991,10.13823481
2016bN2.cif,27.32528,27.05431,0.398995,2449.74,1.98458,0.730258,0,0.535211268,0.366197183,0.098591549,0,0,0,0,0,0,94,0.618421053,0.098591549,0.29971831,13.79905009,0.840612627,10.09493269
21311N3.cif,21.70429,21.55021,0.567372,1973.29,1.3215,0.800511,1,0.62295082,0.344262295,0.032786885,0,0,0,0,0,0,217,0.713815789,0.032786885,0.099672131,27.06185611,0.274513842,10.07793571
19456N2.cif,31.68333,31.42561,0.347252,2496.72,2.33496,0.758433,0,0.494505495,0.43956044,0.065934066,0,0,0,0,0,0,142,0.525925926,0.065934066,0.20043956,12.86495636,0.991181756,10.03085944
16220N2.cif,26.053,25.82277,0.498003,2046.37,1.55597,0.750947,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,28.93021786,0.309525527,10.00239434
14070N2.cif,23.47129,23.15638,0.467273,2296.67,1.6384,0.728116,0,0.581818182,0.345454545,0.072727273,0,0,0,0,0,0,173,0.67578125,0.072727273,0.221090909,29.76687786,0.330201586,9.988453521
21220N2.cif,27.65317,27.42777,0.533422,2012.08,1.3725,0.711957,0,0.575757576,0.333333333,0.060606061,0.03030303,0,0,0,0,2,157,0.688596491,0.090909091,0.288484848,13.93647263,0.630689912,9.970294553
20163N2.cif,25.87293,25.57106,0.460211,2216.04,1.6485,0.691003,0,0.5,0.392857143,0.071428571,0.035714286,0,0,0,0,2,97,0.577380952,0.107142857,0.34,12.57935992,0.83305539,9.953685187
16055N2.cif,21.95248,21.69719,0.545051,1791.26,1.35895,0.725018,0,0.581818182,0.254545455,0,0.109090909,0,0,0.054545455,0,0,201,0.78515625,0.109090909,0.375272727,25.38048642,0.332260156,9.953565668
19520N2.cif,19.71899,19.51272,0.457703,2422.36,1.66916,0.70453,0,0.483870968,0.419354839,0.032258065,0.064516129,0,0,0,0,0.5,100,0.555555556,0.096774194,0.32,18.88444814,0.546172149,9.934171399
16381N2.cif,31.20946,31.02175,0.384282,2370.73,2.07827,0.762661,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,15.76447945,0.716790414,9.891632093
16056N2.cif,22.69839,22.47622,0.528129,1825.57,1.41356,0.727168,0,0.563636364,0.254545455,0,0.109090909,0.018181818,0,0.054545455,0,0,97,0.782258065,0.109090909,0.375272727,24.04158362,0.358496997,9.886394109
19214N2.cif,24.8972,24.59507,0.459412,2228.73,1.68964,0.725082,0,0.518518519,0.351851852,0.074074074,0,0,0.055555556,0,0,0,97,0.577380952,0.12962963,0.446296296,32.96838015,0.300666874,9.862504214
13073N2.cif,21.41233,21.15097,0.708258,1490.85,0.979135,0.639023,0,0.473684211,0.263157895,0.105263158,0.157894737,0,0,0,0,0.666666667,73,0.675925926,0.263157895,0.863157895,18.04783214,0.403016464,9.832645023
19511N2.cif,23.11543,22.86417,0.477275,2204.17,1.58345,0.69985,0,0.545454545,0.363636364,0.060606061,0.03030303,0,0,0,0,2,70,0.648148148,0.090909091,0.288484848,27.33018374,0.360109534,9.818957386
20341N2.cif,24.23241,24.02399,0.519784,1863.47,1.38969,0.660437,0,0.611111111,0.333333333,0.055555556,0,0,0,0,0,0,94,0.712121212,0.055555556,0.168888889,21.12422555,0.452462504,9.800139192
20530N2.cif,19.42127,18.96217,0.536625,2922.65,1.41056,0.743349,0,0.568965517,0.25862069,0.068965517,0.103448276,0,0,0,0,0.666666667,197,0.746212121,0.172413793,0.565517241,27.04855866,0.303229832,9.772243186
16330N2.cif,23.65331,23.42859,0.477343,2261.09,1.56734,0.71808,0,0.5625,0.375,0.0625,0,0,0,0,0,0,70,0.648148148,0.0625,0.19,27.29371962,0.348906265,9.749659161
19454N2.cif,31.97438,31.63849,0.322607,2827.68,2.57471,0.769728,0,0.484536082,0.432989691,0.06185567,0.020618557,0,0,0,0,3,148,0.524822695,0.082474227,0.258969072,12.55286331,1.046731221,9.745488201
15031N2.cif,24.82664,24.58827,0.454279,2129.51,1.69922,0.738781,0,0.567567568,0.324324324,0.027027027,0.054054054,0,0,0.027027027,0,0.5,89.5,0.71031746,0.081081081,0.268108108,28.1907602,0.344540315,9.736430396
15253N2.cif,22.44368,22.20325,0.515201,2078.33,1.45019,0.700795,0,0.533333333,0.333333333,0.133333333,0,0,0,0,0,0,61,0.635416667,0.133333333,0.405333333,25.2801573,0.355450306,9.690382223
21460N2.cif,19.34628,19.09254,0.585014,2048.65,1.21112,0.597171,0,0.5,0.384615385,0.038461538,0.076923077,0,0,0,0,0.5,94,0.602564103,0.115384615,0.381538462,18.89604832,0.491341853,9.688003105
19411N2.cif,36.19593,36.03691,0.522701,1864.73,1.42425,0.727679,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,0,283,0.693627451,0.035714286,0.108571429,15.42467263,0.552821694,9.687433982
20190N2.cif,25.64462,25.41555,0.42343,2276.38,1.85778,0.74013,0,0.564102564,0.358974359,0.051282051,0,0.025641026,0,0,0,0,88,0.666666667,0.051282051,0.155897436,15.79740587,0.654856672,9.68358605
20631N2.cif,31.11791,30.98239,0.537877,1996.69,1.40813,0.785803,0,0.5625,0.333333333,0.0625,0,0.041666667,0,0,0,0,220,0.679012346,0.0625,0.19,24.10546069,0.317736367,9.669267354
21251N2.cif,23.78086,23.53686,0.467698,2302.58,1.65453,0.718643,0,0.466666667,0.333333333,0.133333333,0.066666667,0,0,0,0,2,49,0.583333333,0.2,0.634666667,29.85854124,0.322180932,9.657432517
20361N2.cif,24.03543,23.81475,0.550295,1726.61,1.28811,0.65481,0,0.611111111,0.333333333,0.055555556,0,0,0,0,0,0,94,0.712121212,0.055555556,0.168888889,21.49476187,0.416395165,9.633048286
16270N2.cif,24.32238,23.92011,0.52243,2317.61,1.39759,0.648012,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,19.26010972,0.49426952,9.626054002
